unixtime,rx,ry,rz,ax,ay,az,mx,my,mz,apprx,appry,apprz,appax,appay,appaz,appmx,appmy,appmz
1512177664,-13.200,34.200,324.000,134520.000,-43400.000,956730.000,-35000.000,-454000.000,-115000.000,458.076,6.321,821.321,-19.304,-40.195,60.913,14254.486,-100.090,-19798.134
1512177664,-12.400,21.800,319.300,180660.000,-50110.000,1028440.000,-35000.000,-454000.000,-115000.000,277.259,315.030,682.255,-91.022,-47.470,82.364,13878.922,-250.664,-19570.030
1512177664,-7.100,24.900,321.000,112000.000,-123050.000,1022830.000,-19000.000,-456000.000,-130000.000,-206.003,660.824,461.112,-51.681,-20.981,46.431,14628.204,-399.529,-19651.466
1512177664,-28.400,37.000,306.100,141600.000,-120300.000,963990.000,-19000.000,-456000.000,-130000.000,-474.182,768.857,179.361,53.181,42.584,-59.290,14704.071,-249.428,-19277.046
1512177664,-11.700,31.600,300.700,106380.000,-80510.000,949340.000,-19000.000,-456000.000,-130000.000,-358.903,552.609,-34.000,190.302,120.186,-115.403,14854.141,-249.199,-19128.319
1512177664,-16.600,53.000,305.900,97230.000,-111450.000,1026000.000,-19000.000,-456000.000,-130000.000,-179.728,374.399,18.085,323.602,139.771,-94.880,15454.178,-248.299,-19058.418
1512177664,-2.000,60.300,300.900,151180.000,-55660.000,1003970.000,-14000.000,-437000.000,-91000.000,-91.510,269.311,286.574,351.037,140.246,-104.867,15527.161,-698.189,-19059.258
1512177664,16.100,54.300,293.200,163270.000,-86120.000,952880.000,-14000.000,-437000.000,-91000.000,82.709,221.062,516.003,264.853,81.569,-131.589,15752.197,-697.853,-18986.183
1512177664,-16.100,60.900,289.400,164920.000,-115480.000,964540.000,-14000.000,-437000.000,-91000.000,212.048,168.704,621.100,126.791,29.947,-137.241,15526.367,-923.180,-18609.367
1512177664,-23.200,65.500,272.300,158200.000,-82030.000,972660.000,-14000.000,-437000.000,-91000.000,325.208,176.375,612.107,29.185,3.807,-86.279,15224.762,-1298.637,-18456.993
1512177664,-23.200,65.400,269.800,101750.000,-95890.000,981570.000,-14000.000,-437000.000,-91000.000,348.087,102.766,578.065,-19.642,-0.126,-16.264,15223.450,-1598.640,-18382.133
1512177664,-19.700,43.400,269.600,104550.000,-133180.000,1059510.000,-21000.000,-433000.000,-111000.000,292.371,83.679,465.257,-30.972,12.076,43.890,14922.653,-1749.092,-18604.652
1512177664,17.000,14.100,267.400,80990.000,-89660.000,1080930.000,-21000.000,-433000.000,-111000.000,124.333,120.041,313.701,22.939,11.188,92.777,14845.291,-2274.208,-18604.256
1512177664,-10.800,57.700,253.500,87100.000,-89290.000,1032530.000,-21000.000,-433000.000,-111000.000,-100.146,178.626,224.303,82.419,8.933,75.512,14996.384,-2048.988,-18455.421
1512177664,-5.700,53.300,220.200,104130.000,-88620.000,936100.000,-21000.000,-433000.000,-111000.000,-184.146,276.790,215.965,122.794,-6.845,18.581,15294.800,-2423.531,-18233.147
1512177664,6.500,58.200,230.600,-90270.000,-69760.000,1038820.000,-3000.000,-416000.000,-77000.000,-196.400,310.883,248.951,146.486,-24.005,-34.111,15371.490,-2048.424,-18233.620
1512177664,3.600,63.100,239.700,64270.000,-91550.000,1026860.000,-3000.000,-416000.000,-77000.000,-182.280,370.628,301.605,133.987,-20.256,-87.055,15746.613,-2047.859,-18011.803
1512177664,-30.100,58.900,233.200,44430.000,-82890.000,1043580.000,-3000.000,-416000.000,-77000.000,-79.612,386.715,346.855,110.805,-3.526,-111.871,15743.729,-2722.862,-17712.105
1512177664,-47.800,55.100,222.000,35340.000,-119260.000,1016720.000,-3000.000,-416000.000,-77000.000,14.905,372.926,367.363,88.974,28.306,-94.574,15893.723,-2722.633,-17713.387
1512177664,12.800,15.300,213.900,24290.000,-100160.000,985960.000,-3000.000,-416000.000,-77000.000,63.304,326.997,404.151,83.005,26.782,-45.106,15743.835,-2722.862,-17487.114
1512177664,11.100,26.600,198.400,34480.000,-77580.000,971010.000,5000.000,-410000.000,-89000.000,-12.693,331.119,423.321,56.265,16.980,-33.116,15891.769,-3172.630,-17563.591
1512177664,0.100,23.600,210.000,30150.000,-82950.000,1001890.000,5000.000,-410000.000,-89000.000,-116.699,379.081,397.462,40.951,-10.284,-51.237,15967.560,-3022.530,-17339.165
1512177664,-31.300,22.200,213.100,33630.000,-96740.000,995060.000,5000.000,-410000.000,-89000.000,-135.934,323.633,333.027,56.840,-2.583,-77.501,16192.108,-3097.191,-17566.109
1512177664,31.600,-16.900,206.800,33330.000,-54630.000,976440.000,5000.000,-410000.000,-89000.000,-110.572,220.291,211.502,107.489,92.042,-69.765,16266.541,-3247.078,-17341.820
1512177664,35.000,-15.600,205.700,38390.000,-68050.000,894960.000,5000.000,-410000.000,-89000.000,40.914,163.929,202.842,190.763,101.733,7.644,16188.766,-3847.191,-17491.463
1512177664,29.000,-26.900,187.400,41930.000,-63720.000,969600.000,24000.000,-412000.000,-81000.000,33.106,-65.890,277.621,198.097,93.002,34.063,16412.827,-4071.861,-17343.483
1512177664,-60.500,5.200,181.500,119750.000,-124940.000,982850.000,24000.000,-412000.000,-81000.000,119.156,-66.269,262.873,146.925,107.095,44.535,16151.009,-3922.249,-17341.179
1512177664,-39.100,1.300,174.300,65060.000,-89110.000,1071110.000,24000.000,-412000.000,-81000.000,61.603,212.100,437.308,71.530,-9.375,70.932,15850.067,-4147.705,-17188.729
1512177664,-24.500,20.400,164.200,66890.000,-42480.000,973750.000,24000.000,-412000.000,-81000.000,65.475,399.041,438.015,-51.409,-67.807,-38.611,15774.620,-4297.814,-16738.159
1512177664,-33.300,24.800,168.300,22950.000,-93380.000,1113710.000,17000.000,-398000.000,-67000.000,158.035,322.447,348.474,-9.035,28.012,-40.574,15623.947,-4485.542,-16399.475
1512177664,-28.900,42.100,148.900,26490.000,-107730.000,870420.000,17000.000,-398000.000,-67000.000,83.688,198.721,196.118,87.326,21.047,-3.273,15845.657,-5235.215,-16214.233
1512177664,-14.500,54.200,150.500,73300.000,-78610.000,1088680.000,17000.000,-398000.000,-67000.000,23.006,207.249,159.558,117.011,-11.573,-31.491,15881.531,-5610.154,-16102.226
