x,y,z
30.52,-13.37,984.99
31.31,-14.34,984.37
31.25,-13.85,981.99
31.31,-13.61,984.68
29.79,-13.12,984.68
29.05,-14.10,986.39
46.75,-15.14,983.46
32.78,-14.10,984.19
32.35,-14.28,985.90
29.24,-13.61,986.08
29.97,-12.82,984.80
30.64,-14.10,985.23
31.62,-11.78,983.52
30.94,-14.40,984.56
30.76,-12.94,983.64
31.01,-13.31,982.85
31.43,-13.24,985.11
29.24,-13.37,983.34
31.37,-14.34,983.70
31.43,-11.41,987.12
31.56,-12.94,985.96
30.76,-12.08,999.63
30.03,-12.57,986.15
30.76,-12.94,985.84
31.49,-12.88,984.80
28.26,-12.08,983.95
30.46,-11.96,983.22
30.40,-14.40,983.52
29.42,-13.92,985.23
31.13,-15.01,981.81
29.11,-13.85,984.92
30.76,-11.84,985.11
31.80,-13.73,984.44
30.76,-14.28,985.78
29.79,-14.40,983.46
29.85,-13.49,984.56
29.91,-11.72,984.44
30.15,-13.37,984.01
30.70,-12.82,983.58
30.70,-11.66,984.86
29.60,-12.57,984.99
31.31,-12.51,986.27
31.07,-13.43,987.30
30.03,-12.88,982.73
28.75,-12.70,985.96
31.49,-11.84,982.67
33.20,-13.37,983.89
29.85,-15.14,984.19
29.85,-12.94,984.74
31.68,-10.80,984.50
31.43,-14.65,984.19
30.15,-13.49,984.99
28.69,-14.04,986.33
31.98,-13.06,985.29
31.25,-15.01,985.66
31.80,-13.12,984.44
29.42,-12.51,982.54
32.96,-12.33,985.05
30.03,-16.24,983.52
30.21,-13.79,984.68
31.07,-11.90,984.80
30.27,-13.85,984.68
29.48,-13.55,983.46
30.58,-13.61,985.84
31.37,-12.45,984.50
30.94,-13.49,984.86
27.65,-11.17,981.57
32.65,-12.82,984.19
31.31,-15.75,984.44
31.43,-11.41,984.13
31.25,-12.02,984.07
30.33,-13.73,984.07
28.75,-13.67,983.46
30.70,-12.63,985.11
30.94,-13.55,983.46
32.04,-11.54,986.63
30.33,-14.10,986.57
31.43,-12.51,984.44
34.00,-12.88,984.99
31.43,-12.94,982.30
33.33,-14.34,984.86
30.76,-12.63,984.07
29.60,-12.94,984.68
28.63,-12.39,986.45
29.91,-14.71,983.03
31.62,-15.99,983.89
29.42,-12.63,985.23
28.87,-11.60,983.40
30.09,-14.28,984.13
30.15,-13.92,984.50
30.76,-13.61,985.84
30.21,-12.21,985.05
31.13,-13.49,984.74
29.91,-11.11,986.27
32.65,-15.08,986.69
30.09,-12.33,984.01
29.91,-12.15,984.01
31.31,-12.70,984.56
30.58,-13.24,982.60
31.13,-13.98,984.13
29.91,-14.10,983.22
31.74,-13.92,985.60
30.88,-13.18,984.13
31.25,-12.70,985.66
30.94,-12.76,984.86
31.07,-13.37,984.62
31.01,-14.71,981.81
30.40,-13.49,984.44
30.40,-14.47,982.48
30.88,-13.73,984.01
30.40,-14.95,984.56
30.15,-11.23,982.97
30.82,-13.43,984.86
30.64,-24.54,989.50
34.97,-15.81,988.22
31.49,-4.52,982.36
29.72,-15.20,984.25
29.54,-19.71,985.96
28.50,-16.72,985.96
32.96,-6.29,985.17
31.07,-12.39,983.70
28.69,-18.07,984.37
31.13,-13.18,969.18
29.54,-12.94,985.29
29.48,-15.01,983.15
33.26,-14.47,983.52
32.47,-10.38,984.74
30.52,-14.59,985.17
31.37,-15.69,987.06
32.47,-14.65,984.44
31.98,-9.46,984.01
30.40,-13.00,985.29
30.64,-15.32,983.76
30.52,-17.09,984.44
31.98,-9.52,982.24
29.42,-9.09,985.11
31.74,-15.20,985.35
31.13,-15.08,983.89
30.64,-11.29,984.86
29.66,-10.50,984.50
32.47,-15.14,984.13
32.35,-12.82,985.35
28.87,-13.55,984.92
30.15,-12.88,983.95
30.09,-13.98,984.25
31.86,-13.73,984.31
29.91,-13.43,983.40
30.27,-10.80,984.25
29.97,-10.86,986.45
32.90,-14.28,984.92
32.23,-12.82,986.08
31.56,-12.70,982.42
31.07,-15.38,983.89
29.11,-15.26,983.83
31.07,-10.74,983.34
30.94,-11.23,985.11
30.58,-14.04,983.40
28.44,-14.10,984.74
30.03,-13.18,984.86
32.29,-15.32,985.41
30.52,-15.63,984.56
30.03,-1.83,984.74
30.58,-8.97,984.13
30.52,-11.11,984.07
31.01,-17.52,985.17
29.42,-12.88,984.25
31.43,-11.54,985.29
30.82,-13.00,984.92
29.66,-13.43,982.12
29.79,-16.66,983.22
31.13,-13.06,985.66
30.64,-13.98,983.22
31.13,-12.94,984.01
32.10,-14.95,983.64
32.04,-12.76,983.89
29.42,-9.89,983.28
30.09,-15.56,982.60
30.33,-11.90,982.97
29.85,-14.34,985.78
30.70,-14.89,984.99
28.99,-13.12,984.62
31.68,-12.39,985.29
30.82,-11.35,983.89
31.86,-12.76,984.56
30.33,-13.85,999.88
30.09,-13.55,986.51
29.97,-13.67,984.25
31.07,-11.78,984.37
30.64,-12.15,984.62
31.86,-11.84,984.92
30.94,-13.73,983.58
29.72,-14.22,983.83
28.14,-12.57,985.35
30.15,-10.74,985.53
31.25,-14.40,983.09
32.17,-11.47,984.25
30.09,-11.84,985.41
32.35,-15.44,985.29
29.85,-13.55,984.68
30.82,-12.27,984.92
28.69,-13.79,982.91
30.94,-15.20,983.15
30.64,-12.82,983.52
30.52,-11.05,983.22
29.36,-12.39,983.28
30.15,-15.50,986.02
31.13,-11.17,984.13
30.40,-13.55,988.28
30.76,-12.39,985.05
30.70,-12.70,983.64
29.72,-14.34,984.92
29.97,-14.71,983.89
31.25,-10.93,985.11
30.09,-10.31,984.50
29.79,-12.82,984.62
30.46,-13.61,984.37
30.94,-11.72,983.95
30.21,-12.76,983.95
30.88,-12.82,984.50
31.25,-14.28,984.99
31.62,-13.06,986.94
30.82,-12.15,982.97
30.09,-14.59,983.64
30.82,-12.82,985.17
33.20,-12.70,984.13
31.92,-12.45,986.57
28.93,-13.67,985.23
29.24,-13.85,982.12
31.68,-13.06,985.96
30.70,-11.54,984.80
29.17,-13.92,985.84
31.68,-14.65,983.52
30.76,-11.47,986.39
31.13,-10.31,985.29
31.92,-12.63,986.15
30.15,-14.04,982.67
28.69,-13.00,985.35
32.10,-10.50,985.29
30.46,-11.90,985.17
31.13,-13.24,983.95
28.75,-12.33,982.97
29.17,-12.76,983.76
31.49,-12.33,986.21
30.58,-14.28,983.76
28.99,-11.96,985.72
29.24,-12.94,985.96
31.68,-11.96,984.50
30.70,-13.67,984.80
28.08,-12.51,983.15
29.79,-12.63,982.48
29.85,-13.31,986.69
30.82,-13.37,984.92
30.64,-12.45,984.68
30.52,-15.32,984.50
30.46,-14.47,984.86
31.25,-13.73,985.11
30.88,-12.15,985.72
31.86,-12.45,984.80
30.46,-13.92,984.31
30.88,-15.81,982.91
29.54,-13.79,983.46
31.56,-12.63,985.96
31.43,-13.31,985.90
32.04,-15.08,984.68
31.62,-13.06,983.52
31.01,-14.10,983.09
31.74,-12.33,986.57
30.52,-13.24,985.90
30.82,-13.18,983.83
30.52,-15.08,985.41
31.31,-10.38,985.66
30.94,-14.04,984.50
29.11,-14.71,984.01
30.88,-12.39,985.11
31.07,-10.13,984.25
30.94,-13.12,985.96
32.59,-14.16,985.84
31.13,-13.31,983.22
30.33,-13.18,984.80
31.49,-13.37,982.97
33.33,-11.78,983.89
29.85,-13.37,984.62
30.03,-13.18,981.93
31.56,-14.65,983.46
31.25,-13.37,985.60
33.20,-13.06,985.78
30.58,-11.84,984.25
30.09,-13.79,986.02
29.97,-14.71,985.05
30.64,-13.92,982.79
31.07,-12.45,984.25
31.43,-13.73,982.85
30.52,-14.22,983.03
31.19,-10.13,984.74
31.62,-12.63,984.74
31.80,-16.42,985.11
31.49,-14.71,985.60
30.58,-13.24,984.44
30.09,-13.12,982.60
30.88,-14.65,982.60
30.82,-14.10,982.79
32.29,-15.38,985.41
28.87,-11.60,983.95
31.07,-12.63,984.99
30.88,-12.51,983.95
29.97,-15.87,984.74
30.52,-14.16,984.44
31.68,-13.55,983.89
32.10,-13.24,984.13
30.58,-12.33,985.84
32.29,-13.06,984.31
30.52,-12.88,983.22
31.37,-12.21,985.66
30.15,-13.85,985.72
29.36,-11.60,985.78
31.74,-12.51,987.49
28.02,-14.89,983.95
29.91,-12.39,981.93
30.27,-12.33,984.92
30.46,-12.51,985.05
30.76,-14.40,984.74
30.33,-11.84,982.97
29.54,-12.63,983.83
31.86,-14.34,983.83
30.94,-11.66,984.25
31.68,-15.01,983.28
31.80,-12.70,984.99
31.37,-13.43,985.96
31.74,-12.08,985.47
31.31,-13.18,984.86
29.11,-13.73,983.03
31.68,-12.57,984.01
32.35,-12.15,985.53
32.29,-14.47,984.19
32.41,-13.85,984.86
29.11,-15.69,985.41
31.31,-12.88,983.89
30.40,-12.70,983.64
32.47,-14.53,985.84
30.58,-14.95,986.02
31.56,-13.06,984.80
30.88,-13.85,983.15
32.71,-13.67,985.84
31.01,-14.16,984.19
30.58,-13.31,982.79
32.10,-11.90,984.80
31.49,-11.78,984.86
30.64,-13.55,986.21
30.64,-13.18,982.79
32.35,-13.73,984.62
30.76,-13.61,985.66
31.80,-10.74,984.80
33.02,-13.98,985.84
30.82,-13.49,984.86
30.58,-12.88,983.52
28.93,-13.43,986.45
31.86,-13.24,984.37
31.43,-13.55,983.64
28.50,-14.83,986.45
31.43,-14.16,985.47
32.59,-12.57,986.27
29.54,-13.18,984.13
31.56,-12.57,983.34
30.46,-7.08,986.39
31.49,-10.07,983.40
30.88,-16.30,985.11
30.88,-10.44,985.60
31.19,-12.21,981.45
31.56,-14.22,983.83
29.85,-14.89,983.34
31.25,-13.31,985.53
31.07,-12.82,984.44
30.94,-10.44,984.44
30.82,-13.43,985.78
32.35,-14.10,984.80
30.58,-13.61,985.05
31.37,-12.94,984.56
29.42,-13.92,983.22
30.88,-13.92,983.28
32.17,-14.04,984.86
30.94,-13.24,985.23
31.43,-14.04,983.89
30.82,-14.04,986.08
31.43,-12.33,983.28
30.03,-12.27,983.64
29.42,-13.12,984.44
29.79,-13.00,984.25
29.91,-12.70,984.62
29.72,-14.22,985.47
32.04,-11.78,984.01
33.81,-10.99,984.86
29.11,-15.01,983.34
30.09,-11.41,984.68
30.40,-12.82,987.55
30.88,-13.18,983.09
28.26,-14.47,986.57
30.94,-13.24,984.86
31.92,-11.35,986.57
30.46,-14.34,984.80
29.79,-12.57,985.60
29.72,-12.82,982.73
29.66,-13.92,984.37
29.60,-14.65,985.90
29.72,-13.43,987.18
31.13,-12.70,983.28
29.85,-12.21,983.52
30.15,-11.54,986.08
28.99,-14.89,985.11
30.76,-12.39,985.29
30.82,-12.39,982.06
29.72,-14.83,985.72
32.41,-14.53,985.72
31.43,-11.84,986.08
30.76,-15.81,983.28
32.47,-12.88,983.03
30.94,-12.57,984.13
28.63,-13.61,984.80
30.64,-14.16,984.07
29.66,-12.76,985.96
30.70,-12.88,985.66
30.82,-11.96,986.88
31.56,-13.98,984.44
32.41,-14.28,984.86
30.09,-14.28,984.31
30.27,-13.12,986.08
30.40,-12.02,983.76
29.42,-13.98,985.05
29.60,-12.82,983.09
29.91,-12.45,982.12
31.25,-12.94,984.80
30.52,-11.54,984.68
30.94,-13.24,983.64
30.94,-13.49,985.60
31.01,-12.51,983.52
30.40,-13.00,984.86
31.13,-13.43,981.93
29.72,-10.68,985.96
30.40,-10.93,983.15
30.33,-13.37,984.62
31.56,-14.65,984.01
30.15,-12.57,983.83
30.40,-13.49,983.46
30.88,-13.24,982.73
31.68,-11.90,987.43
29.60,-12.94,986.94
30.46,-14.53,985.29
30.03,-14.22,985.96
31.31,-13.55,983.34
32.04,-13.43,985.60
28.08,-13.06,983.40
32.10,-11.05,983.83
30.52,-11.84,983.46
31.56,-13.00,984.74
31.01,-14.22,984.31
32.35,-13.12,984.50
31.25,-12.82,985.72
31.49,-13.31,985.53
32.17,-11.96,985.05
32.84,-13.49,984.31
30.27,-14.71,984.62
30.46,-13.85,984.74
30.15,-13.18,984.01
30.82,-13.18,983.22
29.30,-13.24,984.13
31.37,-13.73,986.94
30.94,-12.70,984.07
30.82,-14.28,984.31
29.48,-13.00,984.99
31.68,-12.51,984.31
31.43,-11.72,985.11
31.31,-13.06,983.89
31.43,-13.18,984.37
30.88,-14.04,983.70
30.40,-14.83,985.29
31.13,-12.88,982.24
29.97,-10.99,984.13
29.54,-12.70,986.63
29.17,-11.96,983.03
31.62,-11.23,984.62
32.65,-12.57,985.11
31.13,-12.88,985.05
30.46,-12.88,985.17
30.15,-14.40,985.05
31.43,-13.49,986.57
31.19,-15.50,984.44
30.76,-11.54,983.52
31.31,-13.43,983.03
29.85,-12.51,968.87
31.01,-12.27,985.66
30.70,-14.83,985.11
31.01,-13.73,983.89
30.15,-11.90,983.70
31.19,-13.18,985.17
29.30,-11.90,985.47
29.66,-13.18,983.76
31.13,-12.88,982.42
31.43,-13.18,985.05
30.82,-12.45,983.09
31.37,-13.37,984.68
29.79,-15.01,987.55
30.82,-11.78,986.45
31.56,-12.27,983.83
29.79,-13.24,983.83
15.81,-12.02,982.97
31.37,-14.28,985.11
30.40,-14.10,986.76
30.40,-14.34,984.44
31.74,-13.92,984.13
30.21,-14.10,982.85
31.25,-12.76,984.44
32.53,-12.82,984.25
31.80,-16.30,986.21
31.31,-13.98,984.50
31.56,-13.73,984.74
30.40,-14.47,983.28
31.07,-13.79,982.60
31.37,-13.98,985.84
30.70,-13.98,984.31
32.65,-14.22,970.83
30.70,-13.00,987.55
31.19,-13.79,986.08
30.21,-14.40,984.19
31.49,-12.63,983.95
31.98,-12.33,983.70
29.72,-14.04,984.92
30.33,-12.94,986.02
32.96,-12.51,983.34
30.88,-13.79,986.08
30.52,-14.65,983.76
30.46,-13.79,982.91
30.88,-14.53,985.11
29.11,-13.49,983.89
31.68,-12.63,984.92
31.98,-14.71,984.13
31.62,-13.79,985.53
31.80,-12.94,982.67
31.49,-13.61,985.66
30.58,-12.21,984.62
31.07,-11.54,985.78
31.62,-13.12,984.19
31.86,-13.92,985.78
32.59,-12.94,982.12
29.30,-13.24,984.19
31.31,-12.82,984.92
30.76,-13.61,985.47
29.97,-11.90,984.80
31.19,-12.21,986.63
32.23,-14.16,983.15
31.92,-13.18,985.96
30.82,-14.59,984.62
29.48,-12.76,984.68
31.80,-14.22,984.99
29.66,-13.12,985.90
31.49,-13.31,985.60
30.64,-12.15,983.58
30.03,-13.55,983.70
31.07,-13.79,984.19
32.29,-12.15,998.29
30.82,-12.08,984.37
30.82,-13.37,983.52
30.52,-13.98,987.06
29.42,-15.14,985.47
31.19,-14.47,985.53
31.25,-14.40,983.58
29.54,-12.94,984.74
30.46,-14.22,985.41
31.56,-14.77,983.89
29.85,-13.79,984.37
31.25,-13.06,984.13
31.25,-11.96,985.47
33.51,-12.82,986.39
29.97,-14.28,984.37
31.68,-12.70,984.13
31.13,-11.84,984.56
30.88,-12.57,984.86
30.70,-14.16,983.64
29.36,-13.61,986.82
31.31,-13.55,983.46
29.36,-12.57,985.23
31.56,-11.23,984.86
31.92,-13.55,985.72
29.85,-13.31,984.31
30.27,-12.94,985.11
31.80,-12.02,984.13
31.07,-13.00,984.50
29.91,-13.85,987.67
30.70,-13.43,983.40
31.56,-14.77,984.74
33.81,-11.23,982.85
29.48,-13.85,983.52
31.43,-12.82,983.95
29.36,-13.00,984.68
30.94,-11.35,988.53
31.31,-11.72,983.09
31.56,-14.10,982.91
32.35,-14.53,985.53
30.09,-14.04,986.02
31.07,-13.00,983.09
32.17,-11.84,986.21
30.70,-14.47,985.90
28.99,-13.73,985.29
31.01,-11.66,981.81
31.19,-12.02,984.50
28.99,-16.05,985.60
32.90,-12.57,984.31
31.01,-12.39,983.89
31.07,-11.90,984.56
28.81,-13.85,983.46
31.19,-14.22,984.56
30.76,-12.39,984.19
32.96,-12.57,984.37
32.35,-12.82,984.92
30.76,-14.34,984.01
30.64,-11.17,985.66
30.58,-12.21,985.72
30.33,-13.12,984.07
30.64,-14.04,986.39
30.76,-11.35,986.82
31.19,-15.14,983.64
30.09,-13.67,984.62
29.30,-12.70,984.19
29.91,-12.08,982.79
31.74,-14.77,983.95
29.91,-13.12,986.63
31.43,-14.04,983.89
31.07,-13.79,986.27
31.56,-13.92,985.66
30.33,-14.65,985.05
32.47,-13.12,987.18
30.33,-10.50,984.31
30.09,-14.10,984.37
30.94,-12.88,985.78
31.31,-12.27,983.64
32.17,-13.85,984.44
30.64,-14.34,985.11
30.03,-12.45,984.19
30.52,-13.00,985.66
30.70,-13.31,984.19
31.25,-14.83,983.52
30.27,-12.94,985.84
31.49,-12.70,984.31
32.78,-13.79,985.66
31.19,-13.12,985.53
30.58,-13.92,984.37
31.07,-14.22,983.52
31.01,-14.04,984.37
30.82,-13.73,984.68
28.75,-14.28,985.72
30.27,-12.39,985.66
29.97,-13.73,985.78
31.98,-13.06,984.31
46.39,-11.47,982.18
28.99,-12.57,985.05
29.85,-14.28,986.15
30.21,-13.55,985.47
30.70,-13.12,983.64
30.21,-14.34,985.11
30.70,-14.10,985.90
30.58,-13.73,984.56
32.59,-12.21,984.37
29.54,-11.72,983.28
29.72,-13.18,982.36
31.01,-14.71,982.54
30.70,-15.81,983.58
31.13,-12.08,984.19
30.94,-13.24,984.01
29.97,-15.63,984.56
31.19,-11.78,984.37
32.96,-15.63,985.35
30.76,-14.04,984.99
30.94,-12.57,985.90
29.30,-11.23,984.07
29.66,-14.04,987.73
31.49,-13.49,983.70
30.27,-13.55,983.09
31.19,-12.15,985.17
30.76,-14.28,983.89
30.52,-12.45,983.34
30.40,-12.76,985.23
30.40,-13.18,984.50
32.35,-13.49,985.41
32.17,-15.63,984.56
30.70,-13.61,985.11
30.76,-14.71,984.31
32.17,-13.49,984.37
31.74,-13.49,983.70
33.02,-13.43,985.84
29.54,-10.99,985.53
31.19,-12.70,984.86
33.26,-12.57,985.47
31.25,-13.37,985.60
31.37,-12.15,983.46
31.07,-14.95,983.22
31.13,-14.28,984.92
32.35,-12.08,982.67
32.65,-12.51,984.68
30.46,-12.39,983.28
30.27,-12.39,984.25
30.88,-13.06,983.40
30.27,-14.59,984.31
30.82,-13.92,985.90
30.46,-13.85,984.50
30.40,-13.00,984.25
30.88,-14.04,983.58
30.70,-11.54,985.41
31.19,-13.24,982.79
30.58,-14.04,983.28
29.54,-11.17,985.53
31.98,-12.51,986.63
30.52,-14.22,983.76
32.90,-12.76,985.96
31.49,-12.45,984.74
30.33,-13.98,985.72
31.19,-12.15,985.47
29.91,-13.98,985.72
32.10,-13.31,985.29
32.29,-13.49,983.76
30.64,-14.22,985.41
29.72,-14.59,985.96
29.05,-13.31,983.34
30.64,-11.41,984.68
30.52,-14.16,985.78
30.76,-12.57,983.28
30.70,-13.06,984.80
31.07,-13.06,985.11
30.33,-13.00,986.21
30.70,-14.16,983.28
30.21,-14.40,983.09
29.24,-11.84,984.99
30.03,-12.70,988.10
30.64,-13.79,983.83
29.79,-12.63,985.29
31.31,-13.43,985.23
29.72,-14.95,984.50
30.03,-12.88,982.91
30.33,-12.15,983.46
30.82,-14.16,984.07
29.85,-11.66,985.90
30.94,-10.44,985.96
29.97,-14.65,983.95
30.70,-14.59,984.80
33.26,-9.83,987.24
31.07,-12.70,985.84
30.76,-13.98,983.76
31.92,-12.63,984.13
31.07,-13.24,985.66
29.11,-13.12,984.92
32.96,-13.24,986.02
30.70,-11.90,983.52
31.49,-14.71,984.44
31.13,-12.88,985.23
31.25,-13.31,983.22
29.66,-12.63,983.58
30.64,-12.21,984.92
30.58,-14.40,984.50
30.46,-14.83,985.11
30.46,-11.72,984.25
31.01,-14.16,985.23
31.62,-13.79,986.15
32.29,-12.88,983.58
30.27,-11.84,985.47
29.85,-14.22,985.78
30.76,-13.92,984.74
32.04,-12.94,984.68
32.35,-12.82,983.64
30.46,-12.57,985.84
31.19,-14.10,982.67
31.86,-13.98,985.96
29.91,-10.80,983.83
30.40,-12.08,986.27
31.25,-13.61,985.90
30.64,-11.96,983.76
31.49,-11.66,984.50
31.37,-13.43,984.68
29.60,-13.73,983.22
31.68,-12.33,983.76
29.85,-13.12,984.13
30.33,-13.49,984.80
32.23,-14.47,984.50
29.79,-15.08,984.74
31.01,-14.10,984.37
30.88,-12.76,984.31
29.17,-12.88,984.86
30.52,-14.04,985.72
30.88,-13.12,985.23
32.35,-12.82,984.68
30.76,-13.85,983.89
28.69,-12.33,984.62
31.80,-13.55,983.46
30.70,-14.40,984.19
30.52,-13.18,984.99
30.40,-11.96,987.24
30.40,-13.67,985.35
30.94,-13.55,984.07
31.86,-11.54,986.08
31.49,-14.95,985.35
30.76,-13.55,984.01
29.85,-13.92,985.96
31.62,-12.51,984.68
30.09,-12.33,983.03
29.91,-12.57,985.47
31.98,-14.53,985.84
29.79,-14.83,985.41
31.98,-13.61,984.99
30.76,-12.45,986.88
29.72,-12.82,985.05
30.52,-13.73,984.13
29.11,-13.55,985.41
31.25,-14.16,983.83
29.11,-12.39,985.72
32.29,-12.51,985.72
30.82,-13.06,986.02
30.82,-13.85,985.72
31.43,-11.84,985.60
29.79,-11.96,984.68
32.35,-12.15,984.01
30.70,-12.94,984.56
30.82,-14.77,986.82
28.75,-12.70,984.50
31.80,-12.76,985.47
29.54,-14.77,983.76
30.15,-15.69,985.41
31.31,-11.47,983.15
31.92,-10.74,985.47
30.46,-14.40,983.70
31.37,-12.08,983.64
29.79,-13.73,983.83
30.58,-12.33,985.72
31.31,-12.76,983.95
30.88,-10.74,984.86
33.69,-15.50,985.29
31.68,-14.47,985.17
28.99,-12.15,985.41
30.15,-13.79,983.22
32.17,-13.98,982.48
30.94,-10.62,986.08
30.40,-14.40,982.73
31.31,-14.28,984.62
30.09,-13.18,985.29
28.50,-12.70,984.31
31.07,-13.92,987.24
30.88,-11.96,983.52
31.43,-13.18,983.34
29.72,-12.63,984.01
30.76,-11.60,985.29
30.88,-13.79,983.52
33.14,-13.31,984.37
31.43,-13.49,982.79
31.80,-13.67,985.23
31.56,-14.22,984.44
30.52,-12.94,985.05
30.21,-11.66,985.29
30.64,-10.68,984.68
31.37,-11.72,985.66
30.58,-13.73,986.08
30.52,-13.61,986.57
29.48,-11.96,984.86
30.82,-13.43,984.07
31.25,-14.34,985.47
31.37,-11.47,984.19
33.14,-12.76,984.37
32.23,-14.71,983.76
30.82,-13.98,984.44
30.15,-12.21,985.11
32.71,-13.73,985.96
31.56,-11.66,983.76
32.17,-11.96,982.36
31.19,-12.70,982.60
32.41,-13.43,984.07
30.03,-13.49,983.95
28.93,-14.28,983.09
31.74,-13.31,983.15
32.78,-13.06,985.78
30.15,-14.53,983.34
30.94,-12.88,984.74
30.88,-11.60,985.23
28.69,-12.82,984.01
28.38,-13.06,969.12
31.37,-11.41,981.45
30.82,-13.85,987.18
30.27,-14.53,981.81
28.69,-14.22,985.84
31.19,-12.63,987.55
29.36,-14.71,983.95
31.37,-12.94,984.56
30.64,-14.89,984.31
32.65,-15.14,985.96
31.98,-12.63,984.92
31.01,-12.94,985.41
30.58,-14.47,987.06
28.56,-13.85,983.34
31.62,-13.18,983.64
32.53,-12.63,985.05
30.58,-14.89,984.86
31.31,-12.63,983.40
30.21,-11.72,983.40
31.19,-12.51,984.07
30.15,-12.15,984.37
29.17,-12.02,985.17
30.15,-14.65,983.34
30.46,-13.18,985.41
31.86,-14.95,985.17
30.94,-13.37,985.05
30.70,-13.92,984.74
32.41,-12.63,985.29
31.37,-13.85,983.95
30.21,-12.39,985.17
31.62,-12.76,985.11
31.56,-14.28,983.76
30.33,-14.34,983.15
30.46,-11.11,985.47
31.80,-13.18,985.66
29.36,-12.63,984.99
32.29,-12.15,984.25
29.11,-12.15,984.07
30.76,-11.84,983.76
30.94,-12.57,984.68
29.91,-14.83,983.89
28.99,-14.40,986.63
30.03,-13.18,984.01
30.09,-13.37,984.74
32.41,-11.96,985.41
32.84,-12.70,986.39
31.07,-13.24,984.19
29.72,-12.51,984.44
31.49,-12.88,983.70
30.46,-14.10,984.68
31.31,-12.76,984.74
32.71,-14.22,987.49
30.70,-13.18,982.18
31.80,-13.00,981.99
31.86,-12.63,984.25
15.63,-12.08,983.89
31.49,-13.67,985.47
31.25,-12.70,983.22
31.13,-12.82,983.89
31.01,-13.55,984.13
31.68,-11.05,986.02
28.93,-12.63,984.31
30.94,-13.31,983.70
32.59,-11.66,984.74
30.64,-13.24,987.06
30.33,-13.98,985.35
31.25,-13.92,987.18
31.86,-11.17,985.84
31.07,-12.02,984.25
28.93,-14.16,985.17
32.10,-13.61,984.68
30.82,-13.49,982.73
30.33,-12.08,984.62
30.82,-10.25,985.05
31.25,-14.10,983.22
30.64,-15.38,985.72
31.25,-12.63,982.73
29.48,-14.10,983.89
31.86,-11.84,983.03
32.35,-12.94,987.00
31.19,-13.85,983.70
30.82,-12.88,984.86
30.82,-12.94,984.62
31.13,-11.60,985.29
30.94,-13.43,984.74
30.27,-14.22,984.07
32.65,-13.61,985.78
32.35,-16.36,984.50
27.77,-10.31,984.19
31.07,-13.18,985.72
32.29,-15.38,984.25
32.78,-11.29,982.85
31.25,-13.61,986.76
28.38,-13.98,980.96
15.63,-12.82,985.35
30.76,-11.90,987.24
29.05,-13.73,985.47
28.93,-13.31,984.86
31.25,-12.63,986.02
31.19,-13.67,984.74
31.07,-13.37,983.76
29.97,-13.61,985.05
30.27,-13.55,985.84
31.62,-13.85,984.62
30.52,-13.31,984.86
31.68,-12.15,985.29
30.52,-13.43,983.46
30.52,-13.24,983.70
31.07,-10.93,984.86
29.79,-13.37,969.97
28.69,-15.20,986.51
29.42,-12.63,983.15
31.86,-13.61,985.66
31.68,-11.47,985.84
30.94,-12.27,985.72
30.15,-13.49,985.41
30.52,-11.11,984.74
31.01,-12.15,985.47
30.46,-13.98,985.35
32.17,-11.66,984.07
30.88,-11.54,983.52
30.33,-15.32,984.37
30.03,-14.47,984.37
29.97,-13.24,986.39
32.10,-12.70,985.72
31.25,-14.04,984.92
31.80,-13.06,983.83
31.19,-12.88,984.25
30.15,-13.98,985.17
33.33,-14.10,984.92
31.07,-12.33,984.74
32.35,-12.82,985.23
31.56,-14.53,984.50
31.56,-14.22,983.58
32.10,-13.55,984.86
31.01,-13.79,984.19
30.70,-11.84,984.92
31.13,-14.89,984.50
30.94,-12.88,983.83
31.49,-12.82,985.17
32.04,-15.01,986.51
30.09,-13.31,984.31
30.58,-13.18,983.46
30.09,-14.89,983.76
29.54,-13.61,983.40
30.40,-14.04,988.16
31.98,-12.76,983.70
30.21,-12.57,986.88
31.62,-12.63,999.27
30.03,-14.16,984.68
31.43,-12.70,985.17
32.47,-13.55,984.68
31.37,-13.55,985.05
30.64,-14.16,984.44
30.40,-14.10,983.95
31.07,-15.14,984.31
30.27,-11.47,982.73
31.31,-12.15,985.23
28.44,-12.82,985.72
32.17,-15.01,983.40
29.30,-13.37,986.39
32.10,-11.17,984.99
28.20,-11.72,983.95
31.49,-11.96,984.01
31.92,-13.55,987.30
30.27,-13.98,982.54
30.21,-13.12,986.15
29.91,-14.47,985.90
31.01,-14.65,984.19
30.88,-13.37,984.86
29.79,-14.83,983.58
29.91,-13.00,984.44
29.97,-12.02,987.61
29.54,-11.60,984.37
31.56,-13.37,984.07
32.90,-13.61,984.68
30.40,-12.39,984.86
31.01,-13.24,984.99
30.58,-14.71,986.82
30.82,-12.02,985.11
32.29,-13.55,982.79
30.52,-12.08,984.07
31.19,-12.70,985.35
32.04,-12.82,986.27
30.94,-13.37,983.03
30.82,-12.63,983.76
29.85,-13.98,985.84
30.33,-13.85,985.84
30.15,-13.24,984.86
32.53,-13.61,984.80
29.79,-13.73,985.66
30.70,-13.06,984.07
30.21,-12.39,984.74
29.60,-11.84,982.91
30.58,-12.76,986.15
29.24,-12.15,985.11
31.56,-12.51,983.83
30.58,-13.67,984.56
28.87,-13.37,983.58
