magnetometer-calibrated.txt

All values are in micro-Tesla (uT).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.396 0.375 19.692993 -9.136963 -37.730408
0.415 0.395 18.966675 -7.5393677 -37.590027
0.435 0.415 19.10553 -7.5393677 -37.771606
0.468 0.435 19.726563 -7.395935 -38.845825
0.525 0.455 18.29834 -6.541443 -38.56659
0.525 0.475 18.244934 -6.6986084 -38.616943
0.525 0.495 18.019104 -7.7026367 -38.786316
0.535 0.516 18.29834 -8.538818 -38.241577
0.555 0.536 18.414307 -8.424377 -38.241577
0.574 0.556 18.995667 -7.6049805 -38.27057
0.595 0.576 19.134521 -6.375122 -38.40332
0.615 0.596 19.070435 -6.692505 -38.464355
0.635 0.616 18.930054 -8.105469 -38.601685
0.656 0.636 19.467163 -8.372498 -38.07831
0.675 0.657 19.155884 -8.062744 -38.111877
0.696 0.677 18.391418 -7.159424 -38.03253
0.717 0.697 19.969177 -8.206177 -37.26349
0.736 0.717 20.005798 -8.02002 -37.226868
0.760 0.737 19.90509 -7.5271606 -37.399292
0.777 0.757 19.134521 -8.039856 -38.40332
0.796 0.777 19.213867 -7.7194214 -37.931824
0.817 0.798 19.384766 -7.119751 -36.849976
0.838 0.818 19.134521 -8.372498 -38.07831
0.856 0.838 19.262695 -7.8155518 -37.36267
0.876 0.858 19.63501 -6.651306 -36.08551
0.896 0.878 19.63501 -7.873535 -38.241577
0.916 0.898 19.587708 -7.461548 -37.83722
0.935 0.918 19.795227 -6.6085815 -37.002563
0.956 0.939 20.637512 -7.206726 -37.590027
0.975 0.959 20.489502 -7.255554 -37.446594
0.996 0.979 20.384216 -7.3242188 -36.75995
1.016 0.999 20.970154 -7.206726 -35.96039
1.036 1.019 20.710754 -7.6705933 -36.21216
1.056 1.039 20.082092 -8.233643 -36.4151
1.075 1.059 19.969177 -7.206726 -35.635376
1.096 1.080 19.914246 -6.9366455 -35.47516
1.115 1.100 20.022583 -6.7077637 -35.253906
1.136 1.120 20.469666 -7.373047 -35.472107
1.156 1.140 20.526123 -7.659912 -35.52704
1.176 1.160 20.28656 -7.7423096 -36.317444
1.196 1.180 19.63501 -6.8740845 -37.590027
1.217 1.200 19.813538 -6.814575 -36.827087
1.236 1.221 20.196533 -6.0394287 -35.531616
1.256 1.241 20.303345 -4.878235 -35.635376
1.276 1.261 20.428467 -5.630493 -35.144043
1.296 1.281 20.95642 -6.30188 -35.14099
1.316 1.301 21.472168 -5.3771973 -36.44867
1.336 1.321 20.483398 -5.3131104 -36.64093
1.356 1.341 19.633484 -4.9453735 -36.286926
1.376 1.362 20.637512 -4.5440674 -35.308838
1.396 1.382 20.088196 -4.135132 -34.90753
1.416 1.402 18.952942 -3.201294 -34.669495
1.436 1.422 18.466187 -2.7145386 -35.14557
1.456 1.442 19.107056 -2.9281616 -34.79767
1.476 1.462 19.464111 -2.8549194 -34.40094
1.501 1.482 18.800354 -2.381897 -34.49402
1.517 1.503 19.021606 -2.1606445 -34.277344
1.536 1.523 19.075012 -1.9592285 -33.78601
1.557 1.543 18.800354 -2.0492554 -33.517456
