timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1512178334.861712,-0.070784,0.399761,3.113865,0.430958,0.007162,0.144286,-0.065148,-0.389198,-0.918847,0.029580,-0.028710,-0.043891,-33.871891,-27.247694,-18.779366,,,,,,,
1512178334.881701,-0.071420,0.406654,3.117545,0.305493,0.068954,0.126689,-0.065540,-0.395539,-0.916108,0.007145,0.015854,-0.022094,-33.648808,-27.697371,-18.556480,,,,,,,
1512178334.901721,-0.071608,0.411094,3.119717,0.182899,-0.006938,0.058555,-0.065586,-0.399613,-0.914335,0.000477,0.038697,-0.016146,-33.725651,-28.072477,-18.856026,,,,,,,
1512178334.921710,-0.072142,0.413653,3.119941,0.106548,-0.021830,-0.031085,-0.066001,-0.401956,-0.913277,-0.005838,0.042139,0.023598,-34.100941,-28.148054,-18.777870,,,,,,,
1512178334.941699,-0.070561,0.415770,3.118217,0.102423,0.059484,-0.100155,-0.064496,-0.403895,-0.912529,0.011182,0.023554,0.039436,-34.103428,-28.673048,-19.003105,,,,,,,
1512178334.961719,-0.069071,0.417640,3.116613,0.086840,0.021998,-0.062134,-0.063084,-0.405604,-0.911869,0.027424,-0.018834,0.018299,-33.652637,-28.522383,-18.781868,,,,,,,
1512178334.981708,-0.068703,0.419012,3.116083,0.067814,0.002629,-0.009178,-0.062710,-0.406858,-0.911336,0.026028,-0.009295,0.020437,-33.879704,-28.972715,-18.855171,,,,,,,
1512178335.001727,-0.069032,0.419904,3.116341,0.044085,-0.014525,0.007479,-0.062985,-0.407672,-0.910953,0.004925,0.015430,0.014148,-33.653278,-28.672377,-18.706932,,,,,,,
1512178335.021716,-0.068784,0.420751,3.116319,0.052980,0.023979,-0.013582,-0.062735,-0.408446,-0.910624,-0.000116,0.025496,0.007670,-33.804401,-28.897596,-18.930763,,,,,,,
1512178335.041705,-0.068569,0.422165,3.115861,0.064805,-0.016575,-0.021012,-0.062500,-0.409736,-0.910060,0.007629,0.004860,-0.002797,-33.956455,-29.347822,-19.004692,,,,,,,
1512178335.061725,-0.069035,0.422881,3.115802,0.008929,-0.041278,0.004745,-0.062903,-0.410389,-0.909738,0.012519,-0.011806,-0.008673,-33.882435,-29.572721,-18.930443,,,,,,,
1512178335.081714,-0.070217,0.422561,3.115888,-0.020899,-0.060550,0.002112,-0.063988,-0.410097,-0.909794,0.015862,-0.003828,0.002400,-34.034718,-30.097944,-18.779411,,,,,,,
1512178335.101703,-0.070901,0.422213,3.116010,-0.005062,-0.013544,0.014234,-0.064621,-0.409780,-0.909893,0.012054,-0.005366,0.006069,-33.655781,-29.272383,-18.332222,,,,,,,
1512178335.121722,-0.071129,0.422391,3.116707,0.025473,0.009954,0.038210,-0.064822,-0.409943,-0.909805,0.010913,0.001648,-0.002304,-33.728870,-28.822493,-18.556374,,,,,,,
