timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1512178904.723906,-0.064922,0.492637,2.047654,-0.014147,0.114611,0.314391,-0.057162,-0.472951,-0.879232,0.100955,-0.017848,0.004598,-11.500443,-38.838737,-30.998589,,,,,,,
1512178904.743895,-0.066315,0.491024,2.056133,-0.074449,0.132480,0.416990,-0.058437,-0.471529,-0.879912,0.099803,0.008547,0.003325,-11.726608,-39.064064,-31.296791,,,,,,,
1512178904.763884,-0.068245,0.488484,2.066038,-0.105147,0.116310,0.467660,-0.060217,-0.469287,-0.880990,0.107428,0.028079,-0.012763,-12.403671,-39.515083,-31.366264,,,,,,,
1512178904.783904,-0.070795,0.486189,2.076668,-0.067320,0.100280,0.500133,-0.062539,-0.467260,-0.881905,0.128610,0.027746,-0.001563,-12.927246,-39.140877,-31.886620,,,,,,,
1512178904.803893,-0.073923,0.484684,2.088419,-0.036374,0.102342,0.563488,-0.065349,-0.465928,-0.882406,0.137279,0.013200,0.014852,-13.078339,-39.441093,-31.360481,,,,,,,
1512178904.823882,-0.077477,0.482761,2.101848,-0.072863,0.122425,0.644050,-0.068554,-0.464226,-0.883060,0.143703,0.013176,0.027972,-13.825790,-38.842216,-31.653831,,,,,,,
1512178904.843901,-0.081284,0.479227,2.116986,-0.147592,0.136054,0.715506,-0.072048,-0.461093,-0.884422,0.160671,0.022067,0.008384,-13.973434,-38.317436,-31.652321,,,,,,,
1512178904.863890,-0.085801,0.474600,2.133397,-0.168021,0.125191,0.789795,-0.076224,-0.456982,-0.886204,0.163352,0.026776,-0.003735,-14.726959,-39.068565,-31.946281,,,,,,,
1512178904.883879,-0.090882,0.470289,2.151365,-0.126430,0.136880,0.854403,-0.080904,-0.453144,-0.887758,0.168810,0.043003,-0.021864,-15.551178,-38.919807,-31.714211,,,,,,,
1512178904.903868,-0.096795,0.466782,2.170662,-0.085720,0.128291,0.906132,-0.086305,-0.450015,-0.888841,0.162034,0.062274,-0.007064,-15.845474,-37.645241,-31.786079,,,,,,,
1512178904.923888,-0.101831,0.464093,2.190984,-0.012598,0.194575,0.936208,-0.090903,-0.447612,-0.889595,0.163275,0.077739,-0.026542,-16.142426,-36.970695,-31.783211,,,,,,,
1512178904.943877,-0.106441,0.463162,2.211735,0.091803,0.220362,0.942075,-0.095047,-0.446779,-0.889581,0.159683,0.087404,-0.030570,-16.969910,-37.496941,-32.001442,,,,,,,
1512178904.963866,-0.110946,0.464160,2.232559,0.188039,0.226950,0.924301,-0.099004,-0.447672,-0.888700,0.158559,0.079188,-0.002306,-17.190674,-36.597267,-31.624107,,,,,,,
1512178904.983885,-0.115721,0.466367,2.253386,0.226567,0.202461,0.914114,-0.103132,-0.449644,-0.887234,0.153944,0.056425,0.026730,-17.789658,-36.373161,-31.618904,,,,,,,
