timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1512179097.190062,-0.099221,0.442833,1.742675,-0.015941,0.239750,0.403448,-0.089503,-0.428501,-0.899097,0.071849,0.012211,-0.023892,0.746598,-14.556465,17.975845,,,,,,,
1512179097.210082,-0.097056,0.443736,1.752192,0.116969,0.345650,0.429194,-0.087519,-0.429317,-0.898904,0.058985,0.046870,0.000146,0.671220,-14.631569,17.901459,,,,,,,
1512179097.230071,-0.093107,0.445880,1.761689,0.128966,0.390566,0.415668,-0.083883,-0.431252,-0.898324,0.060720,0.055398,-0.002052,0.295655,-14.782143,18.129562,,,,,,,
1512179097.250060,-0.088674,0.446869,1.770672,0.052223,0.402200,0.415664,-0.079862,-0.432144,-0.898262,0.101987,0.052169,0.001029,0.519486,-15.006798,17.827545,,,,,,,
1512179097.270049,-0.084857,0.446214,1.780916,-0.009053,0.396575,0.510700,-0.076456,-0.431553,-0.898842,0.147852,0.042637,-0.015633,0.746217,-14.631462,17.900818,,,,,,,
1512179097.290068,-0.083183,0.444409,1.793985,-0.041272,0.323611,0.650699,-0.075016,-0.429925,-0.899743,0.166386,0.045708,-0.030494,0.448884,-14.031914,17.828644,,,,,,,
1512179097.310057,-0.083638,0.442360,1.809865,-0.019807,0.313798,0.771443,-0.075499,-0.428074,-0.900585,0.174391,0.057972,-0.012211,0.073091,-14.182472,17.606750,,,,,,,
1512179097.330046,-0.084374,0.441026,1.827833,0.034371,0.338290,0.848000,-0.076210,-0.426868,-0.901097,0.194069,0.071902,-0.009425,0.073838,-14.032478,17.756821,,,,,,,
1512179097.350036,-0.085599,0.440641,1.847389,0.075759,0.331798,0.924269,-0.077328,-0.426519,-0.901167,0.196026,0.071523,-0.000093,-0.601241,-14.033485,17.612564,,,,,,,
1512179097.370055,-0.087591,0.440339,1.868664,0.070381,0.324179,0.991326,-0.079134,-0.426246,-0.901139,0.199632,0.076636,-0.006911,-1.050704,-13.959160,17.991425,,,,,,,
1512179097.390044,-0.090786,0.439678,1.891050,0.062236,0.287767,1.030524,-0.082038,-0.425648,-0.901162,0.193931,0.074803,-0.001654,-1.801238,-14.035286,17.622757,,,,,,,
