timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1512178752.706804,-0.048808,0.419263,2.717340,0.277491,0.437077,1.129927,-0.044563,-0.407087,-0.912302,0.153968,0.038511,-0.112860,-21.732193,-28.429085,-38.181419,,,,,,,
1512178752.726793,-0.051010,0.425223,2.742982,0.386655,0.435026,1.167744,-0.046447,-0.412524,-0.909762,0.136154,0.034457,-0.039243,-21.958328,-28.654411,-38.404610,,,,,,,
1512178752.746782,-0.051315,0.431625,2.768981,0.366498,0.597360,1.170150,-0.046588,-0.418348,-0.907091,0.110843,0.023481,0.028536,-22.031967,-28.354530,-38.403831,,,,,,,
1512178752.766802,-0.047232,0.436753,2.795678,0.277468,0.867389,1.216707,-0.042783,-0.423000,-0.905119,0.084805,0.014385,0.046171,-21.881485,-28.279305,-38.105080,,,,,,,
1512178752.786791,-0.039685,0.439766,2.822637,0.153857,0.966538,1.218460,-0.035900,-0.425728,-0.904139,0.078396,0.044090,-0.002020,-21.805283,-27.979179,-38.405571,,,,,,,
1512178752.806780,-0.033552,0.440359,2.849699,0.030854,0.815697,1.235340,-0.030345,-0.426264,-0.904090,0.077312,0.069422,-0.055795,-21.500824,-27.003731,-38.257668,,,,,,,
1512178752.826799,-0.031734,0.439451,2.876617,-0.006170,0.584971,1.207352,-0.028714,-0.425443,-0.904530,0.058056,0.108640,-0.068233,-21.724243,-26.629066,-38.480598,,,,,,,
1512178752.846788,-0.033064,0.439634,2.902556,0.089342,0.450606,1.161358,-0.029914,-0.425608,-0.904413,0.016914,0.116999,-0.040762,-21.496689,-26.028725,-38.782219,,,,,,,
1512178752.866777,-0.034334,0.441981,2.927334,0.188407,0.509629,1.105436,-0.031029,-0.427731,-0.903373,-0.022056,0.097424,0.029625,-21.719894,-25.654060,-38.555138,,,,,,,
1512178752.886797,-0.032025,0.445779,2.952048,0.247904,0.736130,1.128406,-0.028891,-0.431161,-0.901812,-0.057978,0.060693,0.070834,-21.644928,-25.653938,-38.630775,,,,,,,
1512178752.906742,-0.025931,0.450054,2.977456,0.230546,0.921914,1.155451,-0.023346,-0.435014,-0.900121,-0.069092,0.044526,0.067067,-21.794403,-25.504173,-38.929436,,,,,,,
1512178752.926731,-0.018217,0.452492,3.003637,0.089133,0.972886,1.200488,-0.016383,-0.437208,-0.899211,-0.065999,0.026335,0.031215,-21.267044,-24.978386,-38.933662,,,,,,,
1512178752.946720,-0.011571,0.452027,3.030903,-0.061158,0.894560,1.259869,-0.010409,-0.436790,-0.899503,-0.050459,0.031913,-0.019534,-21.117569,-25.053154,-39.309959,,,,,,,
1512178752.966739,-0.008079,0.448799,3.060010,-0.204692,0.764892,1.359681,-0.007279,-0.433883,-0.900940,-0.037582,0.042083,-0.061661,-21.411682,-23.778603,-39.006813,,,,,,,
1512178752.986728,-0.007607,0.442972,3.091249,-0.319277,0.667327,1.450426,-0.006873,-0.428626,-0.903456,-0.040170,0.057655,-0.092516,-20.882141,-22.727806,-39.385796,,,,,,,
1512178753.006717,-0.009233,0.435850,3.123935,-0.348068,0.595596,1.512659,-0.008369,-0.422181,-0.906473,-0.043129,0.085679,-0.117285,-21.254257,-22.053368,-39.682289,,,,,,,
1512178753.026737,-0.011847,0.429127,-3.125893,-0.288625,0.556136,1.526176,-0.010773,-0.416077,-0.909265,-0.048355,0.119874,-0.127951,-21.474411,-21.003685,-39.454903,,,,,,,
1512178753.046726,-0.015155,0.424853,-3.092991,-0.126127,0.494489,1.495267,-0.013807,-0.412187,-0.910995,-0.059648,0.140351,-0.114976,-21.924911,-21.079369,-39.751106,,,,,,,
1512178753.066715,-0.018996,0.424304,-3.061439,0.064886,0.452206,1.416866,-0.017310,-0.411687,-0.911161,-0.074364,0.137242,-0.055422,-21.998627,-20.779472,-39.900337,,,,,,,
1512178753.086735,-0.021822,0.426452,-3.031674,0.161197,0.509137,1.333176,-0.019866,-0.413643,-0.910222,-0.087281,0.104775,0.032003,-22.065796,-19.054573,-39.748894,,,,,,,
1512178753.106724,-0.022038,0.429103,-3.003264,0.152467,0.632057,1.286570,-0.020039,-0.416056,-0.909118,-0.084102,0.067987,0.090316,-21.991577,-19.204475,-39.974602,,,,,,,
1512178753.126713,-0.019932,0.430795,-2.975187,0.080994,0.729140,1.294402,-0.018110,-0.417593,-0.908454,-0.070101,0.037054,0.101065,-22.139862,-18.829689,-39.898155,,,,,,,
1512178753.146732,-0.016775,0.430625,-2.946643,-0.030161,0.766317,1.313174,-0.015243,-0.417439,-0.908577,-0.057328,0.034764,0.082924,-22.136856,-18.154686,-39.972847,,,,,,,
1512178753.166721,-0.013925,0.428043,-2.918191,-0.153770,0.717005,1.308016,-0.012668,-0.415091,-0.909692,-0.044033,0.034461,0.051156,-22.286255,-18.004906,-40.121498,,,,,,,
1512178753.186710,-0.012622,0.423524,-2.889468,-0.236417,0.633497,1.337441,-0.011507,-0.410976,-0.911574,-0.031859,0.022380,0.026213,-22.132690,-17.179680,-40.422401,,,,,,,
1512178753.206699,-0.012797,0.418020,-2.859809,-0.265032,0.597031,1.390203,-0.011695,-0.405952,-0.913820,-0.036203,0.015663,0.021806,-21.904022,-16.354332,-40.498924,,,,,,,
1512178753.226719,-0.012702,0.412246,-2.829377,-0.272865,0.640766,1.414761,-0.011638,-0.400668,-0.916149,-0.047643,0.015505,0.019818,-22.052032,-15.904564,-40.572441,,,,,,,
1512178753.246708,-0.011965,0.406606,-2.799278,-0.259572,0.633369,1.384012,-0.010990,-0.395494,-0.918403,-0.051816,0.024797,-0.003289,-22.123474,-15.079659,-40.871422,,,,,,,
1512178753.266697,-0.011893,0.401296,-2.770498,-0.244650,0.536329,1.315667,-0.010948,-0.390611,-0.920490,-0.041695,0.026094,-0.027828,-22.043930,-14.029549,-41.246574,,,,,,,
1512178753.286716,-0.012827,0.396570,-2.743135,-0.198782,0.469237,1.245736,-0.011831,-0.386257,-0.922315,-0.041102,0.026607,-0.023562,-21.891266,-13.429314,-41.322578,,,,,,,
1512178753.306705,-0.014311,0.392678,-2.717397,-0.172180,0.394628,1.179764,-0.013221,-0.382664,-0.923793,-0.034219,0.020069,-0.014455,-22.037521,-12.604530,-41.245903,,,,,,,
1512178753.326694,-0.016564,0.389329,-2.692931,-0.143757,0.349899,1.135247,-0.015324,-0.379568,-0.925037,-0.035915,-0.007700,-0.002835,-22.109222,-11.854652,-41.394936,,,,,,,
1512178753.346714,-0.018670,0.385743,-2.669497,-0.165268,0.339290,1.081596,-0.017298,-0.376247,-0.926358,-0.036947,-0.016697,0.019864,-21.958878,-11.779411,-41.396172,,,,,,,
1512178753.366703,-0.020316,0.382311,-2.646775,-0.134232,0.356438,1.074641,-0.018848,-0.373065,-0.927614,-0.042660,-0.044568,0.034852,-22.481888,-11.330208,-41.466499,,,,,,,
1512178753.386692,-0.021875,0.379489,-2.624214,-0.114725,0.342621,1.054620,-0.020317,-0.370446,-0.928632,-0.039132,-0.043052,0.043469,-22.330200,-10.954979,-41.467598,,,,,,,
1512178753.406681,-0.022730,0.376828,-2.602741,-0.104121,0.371599,0.995176,-0.021133,-0.367973,-0.929596,-0.049866,-0.045556,0.050583,-22.551193,-9.980309,-42.215248,,,,,,,
1512178753.426700,-0.022270,0.374697,-2.582403,-0.067020,0.418755,0.945774,-0.020723,-0.365991,-0.930388,-0.053602,-0.061683,0.047148,-21.873184,-9.379280,-41.620689,,,,,,,
1512178753.446689,-0.021401,0.374021,-2.562755,0.018523,0.390079,0.928791,-0.019920,-0.365361,-0.930653,-0.041847,-0.075664,0.023243,-22.096207,-8.929619,-41.693581,,,,,,,
1512178753.466678,-0.021881,0.374374,-2.543503,0.041323,0.302576,0.898965,-0.020364,-0.365690,-0.930514,-0.040106,-0.078982,0.018252,-21.945038,-8.629402,-42.069710,,,,,,,
1512178753.486698,-0.022969,0.375006,-2.525030,0.054684,0.305871,0.865058,-0.021371,-0.366278,-0.930260,-0.058891,-0.091394,0.038124,-21.944366,-8.479393,-42.069649,,,,,,,
1512178753.506687,-0.022134,0.375468,-2.507351,0.026744,0.413807,0.819188,-0.020591,-0.366708,-0.930108,-0.067788,-0.096350,0.042215,-21.864151,-7.279274,-42.444725,,,,,,,
1512178753.526676,-0.019351,0.375615,-2.491119,0.014716,0.473700,0.776583,-0.018001,-0.366845,-0.930108,-0.063252,-0.092735,0.023339,-21.642273,-7.953941,-42.596947,,,,,,,
1512178753.546695,-0.016199,0.375722,-2.475009,0.010720,0.454492,0.758331,-0.015069,-0.366945,-0.930121,-0.046623,-0.086180,-0.012872,-21.412125,-6.828590,-42.448341,,,,,,,
1512178753.566684,-0.014015,0.375981,-2.459028,0.023398,0.393618,0.762569,-0.013035,-0.367185,-0.930056,-0.048305,-0.091982,-0.035337,-21.412308,-6.828590,-42.823341,,,,,,,
1512178753.586673,-0.012095,0.376533,-2.443545,0.029500,0.395856,0.715758,-0.011247,-0.367699,-0.929877,-0.046691,-0.087807,-0.034738,-21.335220,-6.378487,-42.673775,,,,,,,
1512178753.606663,-0.009656,0.377528,-2.429313,0.065756,0.402451,0.651278,-0.008976,-0.368624,-0.929535,-0.046154,-0.076841,-0.044265,-21.109650,-6.228142,-42.900612,,,,,,,
1512178753.626682,-0.006744,0.379714,-2.416566,0.134018,0.372780,0.582869,-0.006264,-0.370655,-0.928749,-0.043526,-0.080639,-0.059105,-20.883270,-5.927803,-42.827385,,,,,,,
1512178753.646671,-0.005157,0.383634,-2.405189,0.222402,0.270490,0.518762,-0.004782,-0.374292,-0.927298,-0.044046,-0.091146,-0.059350,-21.034607,-6.228035,-42.826256,,,,,,,
1512178753.666660,-0.003820,0.388438,-2.395382,0.241715,0.263187,0.446526,-0.003535,-0.378743,-0.925495,-0.047948,-0.095576,-0.030270,-20.884842,-6.227806,-43.277519,,,,,,,
1512178753.686680,-0.001872,0.392664,-2.386925,0.185103,0.263212,0.388137,-0.001730,-0.382651,-0.923891,-0.045633,-0.103662,-0.014295,-20.810516,-6.377693,-43.278236,,,,,,,
1512178753.706669,0.001148,0.394905,-2.379493,0.063174,0.330399,0.351426,0.001060,-0.384720,-0.923033,-0.040733,-0.101654,0.007627,-20.582169,-5.627357,-43.354805,,,,,,,
1512178753.726658,0.005728,0.394254,-2.372609,-0.096263,0.392161,0.325877,0.005288,-0.384120,-0.923268,-0.035287,-0.080785,0.011937,-20.959808,-6.152916,-43.876854,,,,,,,
1512178753.746677,0.011574,0.390491,-2.366251,-0.245038,0.445399,0.300457,0.010702,-0.380642,-0.924660,-0.034842,-0.062977,-0.003837,-20.355453,-5.177010,-43.956505,,,,,,,
1512178753.766666,0.018710,0.384549,-2.360294,-0.336382,0.499770,0.282264,0.017343,-0.375141,-0.926805,-0.023721,-0.040798,-0.032301,-20.355118,-5.102013,-43.956474,,,,,,,
