magnetometer-calibrated.txt

All values are in micro-Tesla (uT).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.400 0.395 15.509033 -7.30896 -17.404175
0.419 0.415 16.51764 -5.3756714 -16.194153
0.444 0.436 16.629028 -5.2108765 -16.087341
0.460 0.456 14.920044 -5.0567627 -14.724731
0.481 0.476 14.634705 -4.5776367 -14.468384
0.504 0.496 14.625549 -4.5440674 -14.4592285
0.547 0.516 14.466858 -1.8707275 -13.68866
0.547 0.536 12.709045 -1.5579224 -15.0390625
0.564 0.556 12.620544 -1.5487671 -15.110779
0.579 0.577 14.0686035 -0.74768066 -15.267944
0.601 0.597 13.638306 0.730896 -13.853455
0.620 0.617 13.623047 0.7797241 -13.807678
0.640 0.637 13.294983 2.0828247 -13.807678
0.661 0.657 13.616943 4.0771484 -14.448547
0.680 0.677 13.623047 4.107666 -14.4592285
0.700 0.697 12.625122 3.7750244 -12.187195
0.741 0.718 12.788391 3.9413452 -13.970947
0.760 0.738 12.779236 3.9398193 -13.973999
0.780 0.758 11.61499 3.7857056 -14.434814
0.802 0.778 11.2854 4.774475 -12.504578
0.822 0.798 11.2854 4.774475 -12.519836
0.842 0.818 11.289978 4.7973633 -13.122559
0.862 0.838 11.451721 5.606079 -12.016296
0.880 0.859 11.39679 5.659485 -12.028503
0.901 0.879 10.154724 6.944275 -12.37793
0.923 0.899 10.951233 7.104492 -13.156128
0.941 0.919 10.960388 7.0755005 -13.145447
0.960 0.939 11.021423 6.6345215 -13.023376
0.981 0.959 9.616089 7.104492 -13.48114
1.001 0.979 9.715271 7.1533203 -13.456726
1.023 1.000 10.801697 7.7285767 -13.142395
1.042 1.020 9.114075 7.270813 -12.992859
1.061 1.040 9.1293335 7.3150635 -12.918091
1.081 1.060 9.378052 7.7041626 -12.17804
1.102 1.080 10.282898 7.104492 -12.17804
1.122 1.100 10.299683 7.192993 -12.335205
1.142 1.120 10.299683 7.746887 -13.459778
1.161 1.141 9.114075 6.2713623 -12.016296
1.181 1.161 9.196472 6.3934326 -12.095642
1.201 1.181 9.825134 7.356262 -12.582397
1.222 1.201 10.116577 7.936096 -12.016296
1.242 1.221 10.046387 7.9589844 -12.037659
1.261 1.241 9.858704 8.102417 -12.319946
1.281 1.261 11.2854 8.102417 -13.156128
1.303 1.282 11.048889 7.9193115 -13.334656
1.322 1.302 9.918213 6.9625854 -14.0563965
1.342 1.322 10.617065 7.104492 -12.82959
1.362 1.342 10.53009 7.1899414 -12.800598
1.387 1.362 9.967041 7.6919556 -12.579346
1.402 1.382 9.281921 8.102417 -12.17804
1.422 1.402 9.533691 8.102417 -12.17804
1.441 1.423 10.809326 7.7804565 -11.8637085
1.462 1.443 11.619568 6.437683 -10.549927
1.482 1.463 11.859131 6.4712524 -10.649109
1.502 1.483 12.504578 6.5322876 -10.623169
1.522 1.503 11.451721 6.2713623 -9.083557
1.544 1.523 11.747742 6.196594 -9.228516
1.563 1.543 12.710571 5.557251 -9.585571
1.581 1.564 12.454224 4.2755127 -9.083557
1.602 1.584 12.654114 3.8330078 -9.27887
1.623 1.604 13.082886 2.3208618 -10.017395
