gyroscope.txt

All values are in radians/second. Factory calibration and temperature compensation are still applied to the rate of rotation (angular speeds).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z estimated-drift-x estimated-drift-y estimated-drift-z
0.477 0.459 0.05430603 -0.12528992 -0.09754944 0.0326233 0.006210327 -0.0043640137
0.499 0.479 0.08100891 -0.10746765 -0.11982727 0.0326233 0.006210327 -0.0043640137
0.525 0.499 0.12475586 -0.09698486 -0.16990662 0.0326233 0.006210327 -0.0043640137
0.540 0.520 0.098983765 -0.093673706 -0.20774841 0.0326233 0.006210327 -0.0043640137
0.593 0.540 0.030426025 -0.10632324 -0.22819519 0.0326233 0.006210327 -0.0043640137
0.593 0.560 -0.005630493 -0.116500854 -0.24227905 0.0326233 0.006210327 -0.0043640137
0.599 0.580 0.017578125 -0.09953308 -0.26060486 0.0326233 0.006210327 -0.0043640137
0.621 0.600 0.0712738 -0.091308594 -0.26011658 0.0326233 0.006210327 -0.0043640137
0.637 0.620 0.075408936 -0.07371521 -0.2339325 0.0326233 0.006210327 -0.0043640137
0.657 0.640 0.046035767 -0.06680298 -0.21539307 0.0326233 0.006210327 -0.0043640137
0.677 0.661 0.010314941 -0.09440613 -0.1987915 0.0326233 0.006210327 -0.0043640137
0.697 0.681 -0.012512207 -0.09593201 -0.1910553 0.0326233 0.006210327 -0.0043640137
0.718 0.701 -0.026000977 -0.087631226 -0.1700592 0.0326233 0.006210327 -0.0043640137
0.736 0.721 -0.029327393 -0.08988953 -0.15145874 0.0326233 0.006210327 -0.0043640137
0.756 0.741 -0.022720337 -0.073638916 -0.15020752 0.0326233 0.006210327 -0.0043640137
0.777 0.761 -0.030349731 -0.041534424 -0.1441803 0.0326233 0.006210327 -0.0043640137
0.797 0.781 -0.034225464 -0.017318726 -0.1387024 0.0326233 0.006210327 -0.0043640137
0.816 0.802 0.027801514 -0.0033111572 -0.15692139 0.0326233 0.006210327 -0.0043640137
0.837 0.822 0.034622192 -0.03515625 -0.16230774 0.0326233 0.006210327 -0.0043640137
0.858 0.842 -0.058639526 -0.034072876 -0.1541748 0.0326233 0.006210327 -0.0043640137
0.877 0.862 -0.13108826 0.033676147 -0.16259766 0.0326233 0.006210327 -0.0043640137
0.898 0.882 -0.15899658 0.084732056 -0.18190002 0.0326233 0.006210327 -0.0043640137
0.919 0.902 -0.12666321 0.0874176 -0.2034607 0.0326233 0.006210327 -0.0043640137
0.938 0.922 -0.03517151 0.026947021 -0.21464539 0.0326233 0.006210327 -0.0043640137
0.956 0.943 0.034439087 -0.03604126 -0.21170044 0.0326233 0.006210327 -0.0043640137
0.977 0.963 0.049331665 -0.042800903 -0.1843872 0.0326233 0.006210327 -0.0043640137
0.997 0.983 0.056106567 -0.040512085 -0.15109253 0.0326233 0.006210327 -0.0043640137
1.017 1.003 0.099823 -0.050201416 -0.14453125 0.0326233 0.006210327 -0.0043640137
1.036 1.023 0.15003967 -0.047958374 -0.15673828 0.0326233 0.006210327 -0.0043640137
1.056 1.043 0.13789368 -0.03730774 -0.16271973 0.0326233 0.006210327 -0.0043640137
1.078 1.063 0.12564087 -0.007232666 -0.15979004 0.0326233 0.006210327 -0.0043640137
1.096 1.084 0.18041992 0.03804016 -0.16299438 0.0326233 0.006210327 -0.0043640137
1.117 1.104 0.24984741 0.05718994 -0.1486969 0.0326233 0.006210327 -0.0043640137
1.137 1.124 0.27809143 0.04145813 -0.12045288 0.0326233 0.006210327 -0.0043640137
1.155 1.144 0.28367615 0.040115356 -0.113861084 0.0326233 0.006210327 -0.0043640137
1.177 1.164 0.25932312 0.083862305 -0.12632751 0.0326233 0.006210327 -0.0043640137
1.197 1.184 0.20173645 0.120285034 -0.12220764 0.0326233 0.006210327 -0.0043640137
1.218 1.204 0.15957642 0.13842773 -0.098464966 0.0326233 0.006210327 -0.0043640137
1.236 1.225 0.17054749 0.13439941 -0.0836792 0.0326233 0.006210327 -0.0043640137
1.255 1.245 0.20219421 0.12989807 -0.075424194 0.0326233 0.006210327 -0.0043640137
1.276 1.265 0.19476318 0.17686462 -0.06321716 0.0326233 0.006210327 -0.0043640137
