gyroscope.txt

All values are in radians/second. Factory calibration and temperature compensation are still applied to the rate of rotation (angular speeds).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z estimated-drift-x estimated-drift-y estimated-drift-z
0.460 0.456 -0.26086426 -1.363266 -0.6157379 0.0326233 0.006210327 -0.0043640137
0.480 0.476 -0.23046875 -1.3198547 -0.8911743 0.0326233 0.006210327 -0.0043640137
0.502 0.496 -0.12771606 -0.7612457 -0.69480896 0.0326233 0.006210327 -0.0043640137
0.547 0.516 -0.5537262 -0.09437561 -0.39767456 0.0326233 0.006210327 -0.0043640137
0.547 0.536 -0.8002777 0.098739624 -0.56207275 0.0326233 0.006210327 -0.0043640137
0.563 0.556 -1.1014557 0.22349548 -0.8283844 0.0326233 0.006210327 -0.0043640137
0.580 0.577 -1.368103 0.28718567 -1.241806 0.0326233 0.006210327 -0.0043640137
0.600 0.597 -1.4573517 0.14154053 -1.6013794 0.0326233 0.006210327 -0.0043640137
0.620 0.617 -1.2227631 -0.27845764 -1.4577332 0.0326233 0.006210327 -0.0043640137
0.640 0.637 -0.55474854 -0.0867157 -1.2194519 0.0326233 0.006210327 -0.0043640137
0.661 0.657 -0.22795105 -0.12121582 -0.9608612 0.0326233 0.006210327 -0.0043640137
0.680 0.677 -0.20405579 -0.3938141 -0.80770874 0.0326233 0.006210327 -0.0043640137
0.701 0.697 -0.2612915 -0.7354889 -0.7032013 0.0326233 0.006210327 -0.0043640137
0.740 0.718 0.057250977 -0.6285248 -0.7702942 0.0326233 0.006210327 -0.0043640137
0.760 0.738 0.39212036 -0.19389343 -0.95961 0.0326233 0.006210327 -0.0043640137
0.781 0.758 0.5289154 0.15725708 -0.8892975 0.0326233 0.006210327 -0.0043640137
0.802 0.778 0.3564453 0.093322754 -0.6876373 0.0326233 0.006210327 -0.0043640137
0.822 0.798 0.095047 -0.0045776367 -0.6238861 0.0326233 0.006210327 -0.0043640137
0.842 0.818 -0.25854492 -0.32351685 -0.62727356 0.0326233 0.006210327 -0.0043640137
0.863 0.838 -0.44682312 -0.64437866 -0.45755005 0.0326233 0.006210327 -0.0043640137
0.882 0.859 -0.51405334 -0.75914 -0.35247803 0.0326233 0.006210327 -0.0043640137
0.901 0.879 -0.39138794 -0.51091003 -0.32276917 0.0326233 0.006210327 -0.0043640137
0.923 0.899 -0.22015381 -0.17822266 -0.16563416 0.0326233 0.006210327 -0.0043640137
0.942 0.919 -0.12350464 -0.09246826 -0.026565552 0.0326233 0.006210327 -0.0043640137
0.961 0.939 -0.06695557 -0.032714844 0.060165405 0.0326233 0.006210327 -0.0043640137
0.982 0.959 -0.06388855 -0.044052124 0.04815674 0.0326233 0.006210327 -0.0043640137
1.001 0.979 -0.064331055 -0.08106995 0.042175293 0.0326233 0.006210327 -0.0043640137
1.022 1.000 -0.08694458 -0.14067078 -0.027893066 0.0326233 0.006210327 -0.0043640137
1.041 1.020 -0.13864136 -0.0703125 0.02053833 0.0326233 0.006210327 -0.0043640137
