gyroscope-calibrated.txt

All values are in radians/second.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.458 0.435 0.010574341 -0.0040130615 0.017288208
0.502 0.455 0.011962891 -0.01008606 0.010116577
0.502 0.475 0.0037841797 0.027938843 0.0033569336
0.513 0.495 -0.005432129 0.0011901855 0.008743286
0.531 0.515 -0.020507813 -0.008590698 0.023376465
0.551 0.535 -0.020858765 -0.045013428 0.028244019
0.572 0.556 6.866455E-4 -0.004501343 0.02848816
0.591 0.576 0.030776978 0.005126953 0.0143585205
0.611 0.596 0.02709961 0.0021820068 0.016174316
0.632 0.616 0.008743286 -0.04260254 0.023513794
0.651 0.636 -4.4250488E-4 -0.027786255 0.01928711
0.672 0.656 -0.0021514893 -0.025482178 0.023925781
0.692 0.676 -0.0030059814 0.005706787 0.014923096
0.711 0.697 0.018310547 -0.006591797 0.0090789795
0.733 0.717 0.045028687 0.006576538 0.007827759
0.751 0.737 0.050704956 -0.005432129 0.016326904
0.771 0.757 0.050247192 -0.0050811768 0.031723022
0.791 0.777 0.02507019 0.0016021729 0.058410645
0.813 0.797 0.025848389 0.056350708 0.081100464
0.834 0.817 0.07324219 0.074905396 0.11154175
0.851 0.838 0.1109314 0.13269043 0.12663269
0.871 0.858 0.15228271 0.16326904 0.10298157
0.894 0.878 0.18786621 0.11546326 0.079315186
0.912 0.898 0.1547699 0.10765076 0.109680176
0.932 0.918 0.103134155 0.21089172 0.20869446
0.952 0.938 -0.11720276 0.5206299 0.19345093
0.974 0.958 -0.5653229 0.91371155 0.14503479
0.992 0.979 -0.8379364 1.0720062 0.28363037
1.011 0.999 -0.71647644 1.0833435 0.5248718
1.035 1.019 -0.41610718 1.1204071 0.8854065
1.053 1.039 -0.2038269 1.4387817 1.499939
1.072 1.059 -0.06384277 2.1119843 2.3082733
1.092 1.079 -0.03315735 2.8143463 2.7867584
1.114 1.099 -0.2184906 2.9907532 2.827652
1.132 1.119 -0.42266846 2.5954132 2.7977905
1.151 1.140 -0.36097717 2.2806244 2.8727264
1.172 1.160 -0.16757202 2.2507324 3.0744019
1.197 1.180 -0.19955444 2.289444 3.3045197
1.212 1.200 -0.35766602 2.1659393 3.4414825
1.232 1.220 -0.34085083 1.2105255 3.3679504
1.253 1.240 -0.30369568 0.22914124 3.0227509
1.273 1.260 -0.26457214 -0.19386292 2.6224976
1.292 1.281 0.32592773 0.58140564 1.864151
1.311 1.301 0.7796173 0.51779175 0.6528778
1.333 1.321 0.9638977 0.2507019 0.0922699
1.353 1.341 1.1304016 -0.14474487 0.42730713
1.378 1.361 0.8222046 -1.5641174 1.213501
1.392 1.381 0.28736877 -1.9532166 2.2240906
1.413 1.401 0.22050476 -1.4039154 2.3319092
1.432 1.422 1.3373413 -0.56855774 1.617218
1.453 1.442 2.865631 -0.038711548 1.4256134
1.478 1.462 3.935196 0.3293457 1.8833466
1.493 1.482 3.82135 0.36206055 2.504547
1.512 1.502 2.347229 1.3166962 2.921463
1.533 1.522 0.5896301 1.5798035 2.8753204
1.553 1.542 -0.15957642 1.0688324 2.5531616
1.576 1.563 -0.23905945 0.8286438 2.2118073
1.592 1.583 -0.35516357 0.33448792 1.7369843
1.612 1.603 -0.96643066 0.093307495 1.0070343
1.633 1.623 -1.0370483 0.04208374 0.8273468
1.653 1.643 -0.5853729 -0.19377136 0.8327484
1.673 1.663 -0.19526672 -0.38693237 0.55807495
1.693 1.683 0.010467529 -0.43592834 0.23330688
1.712 1.704 0.16407776 -0.378891 0.06506348
1.733 1.724 0.28929138 -0.2846527 0.030715942
1.755 1.744 0.19258118 -0.29963684 -0.012573242
1.773 1.764 0.012969971 -0.40853882 -0.13883972
1.793 1.784 -0.039093018 -0.57206726 -0.2736206
1.812 1.804 -0.01890564 -0.7086029 -0.38887024
1.832 1.824 -0.07640076 -0.6805725 -0.49165344
1.857 1.845 -0.09820557 -0.6152649 -0.5559082
1.873 1.865 0.0054779053 -0.48181152 -0.64585876
1.892 1.885 0.09977722 -0.2961731 -0.76272583
1.912 1.905 0.21505737 -0.16342163 -0.859787
1.933 1.925 0.40983582 -0.073516846 -0.8932953
1.957 1.945 0.48136902 -0.046066284 -0.8499756
1.972 1.965 0.34373474 -0.07775879 -0.7637634
1.993 1.986 0.19473267 -0.07485962 -0.6643982
2.014 2.006 0.11026001 0.010421753 -0.5508423
2.032 2.026 0.07354736 0.11816406 -0.43275452
2.054 2.046 0.041397095 0.22390747 -0.38494873
2.073 2.066 0.05809021 0.3111725 -0.36346436
2.093 2.086 0.10450745 0.36177063 -0.2884674
2.114 2.106 0.036758423 0.41438293 -0.169693
2.133 2.127 -0.09135437 0.43830872 -0.10572815
2.154 2.147 -0.13607788 0.4181671 -0.05166626
2.175 2.167 -0.13230896 0.34902954 0.0076141357
2.194 2.187 -0.21736145 0.24008179 0.081329346
2.213 2.207 -0.36212158 0.11618042 0.13302612
2.237 2.227 -0.3995819 0.05076599 0.1382904
2.254 2.247 -0.30178833 0.087020874 0.11590576
2.273 2.268 -0.17631531 0.1663971 0.080841064
2.293 2.288 -0.026184082 0.22875977 0.06576538
2.313 2.308 0.00440979 0.19862366 0.03515625
2.334 2.328 -0.03187561 0.09603882 -0.003829956
2.354 2.348 -0.02154541 0.01689148 -0.036880493
2.373 2.368 0.027236938 0.016342163 -0.024124146
2.396 2.388 0.026870728 -0.007827759 -0.029953003
2.414 2.409 0.0048980713 -0.0677948 -0.056991577
2.434 2.429 0.028152466 -0.0647583 -0.0488739
2.453 2.449 0.050201416 -0.05116272 -0.029190063
2.474 2.469 0.036071777 -0.054016113 -0.03944397
2.493 2.489 0.026824951 -0.060302734 -0.062316895
2.514 2.509 0.08534241 -0.04371643 -0.093933105
2.534 2.529 0.17103577 -0.05065918 -0.07676697
2.554 2.550 0.15039063 -0.06535339 -0.061416626
2.576 2.570 0.13578796 -0.03540039 -0.060699463
2.594 2.590 0.16297913 -0.022720337 -0.047317505
2.615 2.610 0.13508606 -0.055374146 -0.05921936
2.634 2.630 0.0872345 -0.050216675 -0.0856781
2.654 2.650 0.048324585 0.0055236816 -0.09576416
2.676 2.670 0.07711792 0.025512695 -0.10015869
2.695 2.691 0.09660339 0.011993408 -0.1182251
2.715 2.711 0.047683716 -0.031829834 -0.12690735
2.754 2.731 0.025177002 -0.038269043 -0.08718872
2.775 2.751 0.024093628 -0.028686523 -0.041381836
2.794 2.771 0.021820068 -0.028518677 -0.032989502
2.814 2.791 0.012710571 -0.08232117 -0.038635254
2.835 2.811 0.028182983 -0.1368103 -0.100982666
2.857 2.832 0.057678223 -0.10636902 -0.12710571
2.874 2.852 0.07136536 -0.03768921 -0.13208008
2.895 2.872 0.10243225 0.0017547607 -0.12886047
2.915 2.892 0.12957764 0.034225464 -0.14517212
2.934 2.912 0.121536255 0.05192566 -0.12588501
2.954 2.932 0.069732666 0.060775757 -0.09048462
2.974 2.952 0.0017089844 0.07487488 -0.057937622
2.997 2.973 -0.009017944 0.10430908 -0.06364441
3.015 2.993 0.032714844 0.123687744 -0.061050415
3.034 3.013 0.07171631 0.112976074 -0.06741333
3.054 3.033 0.10379028 0.0342865 -0.094451904
3.076 3.053 0.14031982 -0.049957275 -0.107559204
3.095 3.073 0.13316345 -0.06468201 -0.07185364
