gyroscope.txt

All values are in radians/second. Factory calibration and temperature compensation are still applied to the rate of rotation (angular speeds).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z estimated-drift-x estimated-drift-y estimated-drift-z
0.458 0.437 0.24996948 0.500885 0.9305115 0.0326233 0.006210327 -0.0043640137
0.476 0.457 0.1986084 0.48143005 0.9428406 0.0326233 0.006210327 -0.0043640137
0.536 0.477 0.18231201 0.49388123 0.97395325 0.0326233 0.006210327 -0.0043640137
0.537 0.498 0.16577148 0.50671387 1.0199738 0.0326233 0.006210327 -0.0043640137
0.537 0.518 0.16682434 0.5507202 1.0795593 0.0326233 0.006210327 -0.0043640137
0.554 0.538 0.22401428 0.62864685 1.1315765 0.0326233 0.006210327 -0.0043640137
0.572 0.558 0.28474426 0.6855316 1.1816406 0.0326233 0.006210327 -0.0043640137
0.591 0.578 0.29742432 0.68959045 1.2236633 0.0326233 0.006210327 -0.0043640137
0.611 0.598 0.23239136 0.6294403 1.2397156 0.0326233 0.006210327 -0.0043640137
0.632 0.618 0.097213745 0.5328522 1.2310791 0.0326233 0.006210327 -0.0043640137
0.651 0.639 -0.010757446 0.47608948 1.2271576 0.0326233 0.006210327 -0.0043640137
0.671 0.659 -0.016082764 0.5261688 1.2333679 0.0326233 0.006210327 -0.0043640137
0.691 0.679 0.06298828 0.633667 1.2511292 0.0326233 0.006210327 -0.0043640137
0.714 0.699 0.17185974 0.70913696 1.2882538 0.0326233 0.006210327 -0.0043640137
0.731 0.719 0.22467041 0.71902466 1.3329926 0.0326233 0.006210327 -0.0043640137
0.751 0.739 0.22956848 0.7081146 1.3569946 0.0326233 0.006210327 -0.0043640137
0.771 0.759 0.2403717 0.7050781 1.3580017 0.0326233 0.006210327 -0.0043640137
0.794 0.780 0.24441528 0.6960449 1.3602753 0.0326233 0.006210327 -0.0043640137
0.813 0.800 0.21852112 0.6873169 1.3623962 0.0326233 0.006210327 -0.0043640137
0.832 0.820 0.15486145 0.6808777 1.3644409 0.0326233 0.006210327 -0.0043640137
0.852 0.840 0.07035828 0.6782074 1.3637085 0.0326233 0.006210327 -0.0043640137
0.872 0.860 0.019088745 0.67185974 1.3505402 0.0326233 0.006210327 -0.0043640137
0.892 0.880 0.030426025 0.67648315 1.3369598 0.0326233 0.006210327 -0.0043640137
0.916 0.900 0.078552246 0.72958374 1.3576355 0.0326233 0.006210327 -0.0043640137
0.933 0.921 0.12136841 0.7936554 1.4043121 0.0326233 0.006210327 -0.0043640137
0.952 0.941 0.15179443 0.8083496 1.4363708 0.0326233 0.006210327 -0.0043640137
0.972 0.961 0.16249084 0.74931335 1.4302979 0.0326233 0.006210327 -0.0043640137
0.991 0.981 0.14846802 0.66685486 1.4003906 0.0326233 0.006210327 -0.0043640137
1.014 1.001 0.14274597 0.6154022 1.37883 0.0326233 0.006210327 -0.0043640137
1.033 1.021 0.13006592 0.63020325 1.4110413 0.0326233 0.006210327 -0.0043640137
1.052 1.041 0.10202026 0.6708374 1.4139404 0.0326233 0.006210327 -0.0043640137
1.072 1.062 0.088150024 0.69221497 1.3994598 0.0326233 0.006210327 -0.0043640137
1.093 1.082 0.14518738 0.6921692 1.3937073 0.0326233 0.006210327 -0.0043640137
1.112 1.102 0.19746399 0.66252136 1.3869324 0.0326233 0.006210327 -0.0043640137
1.133 1.122 0.17297363 0.64616394 1.4134369 0.0326233 0.006210327 -0.0043640137
1.152 1.142 0.1328888 0.6322479 1.423172 0.0326233 0.006210327 -0.0043640137
1.174 1.162 0.12333679 0.62945557 1.38974 0.0326233 0.006210327 -0.0043640137
1.195 1.182 0.111709595 0.66238403 1.342865 0.0326233 0.006210327 -0.0043640137
1.213 1.203 0.0978241 0.66690063 1.2605133 0.0326233 0.006210327 -0.0043640137
1.233 1.223 0.06977844 0.6061249 1.1446838 0.0326233 0.006210327 -0.0043640137
1.252 1.243 0.009094238 0.53196716 1.0383148 0.0326233 0.006210327 -0.0043640137
1.272 1.263 -0.031417847 0.5157471 0.9747009 0.0326233 0.006210327 -0.0043640137
1.295 1.283 -0.025817871 0.53759766 0.9482727 0.0326233 0.006210327 -0.0043640137
1.313 1.303 -0.0042419434 0.52908325 0.92884827 0.0326233 0.006210327 -0.0043640137
1.333 1.323 0.032852173 0.5054321 0.90841675 0.0326233 0.006210327 -0.0043640137
1.354 1.343 0.05580139 0.46017456 0.8818207 0.0326233 0.006210327 -0.0043640137
1.379 1.364 0.04359436 0.39787292 0.82244873 0.0326233 0.006210327 -0.0043640137
1.394 1.384 0.03515625 0.36216736 0.73905945 0.0326233 0.006210327 -0.0043640137
1.413 1.404 0.031143188 0.33351135 0.6770477 0.0326233 0.006210327 -0.0043640137
1.433 1.424 0.056274414 0.3201599 0.6324005 0.0326233 0.006210327 -0.0043640137
1.454 1.444 0.099731445 0.30543518 0.597702 0.0326233 0.006210327 -0.0043640137
1.473 1.464 0.14910889 0.32373047 0.55340576 0.0326233 0.006210327 -0.0043640137
1.494 1.484 0.17684937 0.38549805 0.52375793 0.0326233 0.006210327 -0.0043640137
1.513 1.505 0.17434692 0.42552185 0.5017853 0.0326233 0.006210327 -0.0043640137
1.532 1.525 0.14161682 0.43499756 0.5041809 0.0326233 0.006210327 -0.0043640137
1.553 1.545 0.121795654 0.40090942 0.4674225 0.0326233 0.006210327 -0.0043640137
1.572 1.565 0.103652954 0.3332367 0.41275024 0.0326233 0.006210327 -0.0043640137
1.593 1.585 0.067474365 0.28518677 0.34088135 0.0326233 0.006210327 -0.0043640137
1.614 1.605 0.015686035 0.28675842 0.25704956 0.0326233 0.006210327 -0.0043640137
1.633 1.625 -0.072265625 0.28173828 0.17120361 0.0326233 0.006210327 -0.0043640137
1.653 1.646 -0.12176514 0.2660675 0.13331604 0.0326233 0.006210327 -0.0043640137
1.675 1.666 -0.035736084 0.22898865 0.12049866 0.0326233 0.006210327 -0.0043640137
1.694 1.686 0.12106323 0.22801208 0.1560669 0.0326233 0.006210327 -0.0043640137
1.713 1.706 0.28320313 0.36361694 0.2775879 0.0326233 0.006210327 -0.0043640137
1.734 1.726 0.36224365 0.464386 0.41957092 0.0326233 0.006210327 -0.0043640137
1.755 1.746 0.32505798 0.3723297 0.5108795 0.0326233 0.006210327 -0.0043640137
1.773 1.766 0.28845215 0.11116028 0.5084839 0.0326233 0.006210327 -0.0043640137
1.794 1.787 0.30924988 -0.05819702 0.4612732 0.0326233 0.006210327 -0.0043640137
1.813 1.807 0.3231964 0.05706787 0.45840454 0.0326233 0.006210327 -0.0043640137
1.834 1.827 0.26567078 0.2514801 0.4930725 0.0326233 0.006210327 -0.0043640137
1.855 1.847 0.15106201 0.30923462 0.5062256 0.0326233 0.006210327 -0.0043640137
1.874 1.867 0.056228638 0.27526855 0.48072815 0.0326233 0.006210327 -0.0043640137
1.893 1.887 0.051345825 0.24684143 0.4523468 0.0326233 0.006210327 -0.0043640137
1.914 1.907 0.048736572 0.25654602 0.45710754 0.0326233 0.006210327 -0.0043640137
1.934 1.928 0.012496948 0.28097534 0.5005951 0.0326233 0.006210327 -0.0043640137
1.954 1.948 -0.030227661 0.22541809 0.5527344 0.0326233 0.006210327 -0.0043640137
1.973 1.968 -0.06175232 0.11512756 0.55397034 0.0326233 0.006210327 -0.0043640137
1.993 1.988 -0.07746887 0.013442993 0.52752686 0.0326233 0.006210327 -0.0043640137
