gyroscope-calibrated.txt

All values are in radians/second.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.457 0.437 0.21734619 0.49467468 0.9348755
0.475 0.457 0.1659851 0.47521973 0.9472046
0.535 0.477 0.14968872 0.4876709 0.97831726
0.535 0.498 0.1331482 0.50050354 1.0243378
0.536 0.518 0.13420105 0.5445099 1.0839233
0.553 0.538 0.19139099 0.6224365 1.1359406
0.571 0.558 0.25212097 0.6793213 1.1860046
0.590 0.578 0.26480103 0.6833801 1.2280273
0.611 0.598 0.19976807 0.62323 1.2440796
0.632 0.618 0.064590454 0.52664185 1.2354431
0.651 0.639 -0.043380737 0.46987915 1.2315216
0.671 0.659 -0.048706055 0.5199585 1.2377319
0.691 0.679 0.03036499 0.62745667 1.2554932
0.714 0.699 0.13923645 0.70292664 1.2926178
0.731 0.719 0.19204712 0.71281433 1.3373566
0.750 0.739 0.19694519 0.7019043 1.3613586
0.771 0.759 0.20774841 0.6988678 1.3623657
0.793 0.780 0.21179199 0.6898346 1.3646393
0.813 0.800 0.18589783 0.68110657 1.3667603
0.831 0.820 0.12223816 0.67466736 1.3688049
0.851 0.840 0.037734985 0.6719971 1.3680725
0.872 0.860 -0.013534546 0.6656494 1.3549042
0.891 0.880 -0.0021972656 0.6702728 1.3413239
0.915 0.900 0.045928955 0.7233734 1.3619995
0.932 0.921 0.08874512 0.78744507 1.4086761
0.951 0.941 0.11917114 0.8021393 1.4407349
0.971 0.961 0.12986755 0.743103 1.4346619
0.991 0.981 0.11584473 0.66064453 1.4047546
1.014 1.001 0.11012268 0.6091919 1.383194
1.032 1.021 0.09744263 0.6239929 1.4154053
1.051 1.041 0.06939697 0.6646271 1.4183044
1.072 1.062 0.055526733 0.68600464 1.4038239
1.092 1.082 0.11256409 0.68595886 1.3980713
1.112 1.102 0.1648407 0.65631104 1.3912964
1.132 1.122 0.14035034 0.6399536 1.4178009
1.151 1.142 0.1002655 0.6260376 1.427536
1.174 1.162 0.0907135 0.62324524 1.394104
1.194 1.182 0.0790863 0.6561737 1.347229
1.212 1.203 0.065200806 0.6606903 1.2648773
1.232 1.223 0.03715515 0.59991455 1.1490479
1.251 1.243 -0.023529053 0.52575684 1.0426788
1.272 1.263 -0.06404114 0.50953674 0.97906494
1.295 1.283 -0.058441162 0.5313873 0.9526367
1.313 1.303 -0.036865234 0.5228729 0.9332123
1.333 1.323 2.2888184E-4 0.4992218 0.91278076
1.352 1.343 0.0231781 0.45396423 0.8861847
1.378 1.364 0.010971069 0.3916626 0.82681274
1.393 1.384 0.002532959 0.35595703 0.74342346
1.413 1.404 -0.0014801025 0.32730103 0.68141174
1.432 1.424 0.023651123 0.31394958 0.6367645
1.454 1.444 0.067108154 0.29922485 0.60206604
1.472 1.464 0.116485596 0.31752014 0.5577698
1.494 1.484 0.14422607 0.37928772 0.52812195
1.513 1.505 0.14172363 0.41931152 0.5061493
1.532 1.525 0.10899353 0.42878723 0.5085449
1.553 1.545 0.08917236 0.3946991 0.4717865
1.572 1.565 0.07102966 0.32702637 0.41711426
1.593 1.585 0.034851074 0.27897644 0.34524536
1.613 1.605 -0.016937256 0.2805481 0.26141357
1.633 1.625 -0.104888916 0.27552795 0.17556763
1.652 1.646 -0.15438843 0.25985718 0.13768005
1.675 1.666 -0.068359375 0.22277832 0.12486267
1.694 1.686 0.08843994 0.22180176 0.16043091
1.713 1.706 0.25057983 0.35740662 0.2819519
1.733 1.726 0.32962036 0.45817566 0.42393494
1.755 1.746 0.2924347 0.36611938 0.51524353
1.773 1.766 0.25582886 0.10494995 0.5128479
1.794 1.787 0.2766266 -0.06440735 0.4656372
1.813 1.807 0.29057312 0.050857544 0.46276855
1.834 1.827 0.23304749 0.24526978 0.49743652
1.855 1.847 0.11843872 0.3030243 0.5105896
1.873 1.867 0.023605347 0.26905823 0.48509216
1.893 1.887 0.018722534 0.2406311 0.45671082
1.914 1.907 0.016113281 0.2503357 0.46147156
1.934 1.928 -0.020126343 0.274765 0.5049591
1.954 1.948 -0.06285095 0.21920776 0.5570984
1.973 1.968 -0.09437561 0.10891724 0.55833435
1.993 1.988 -0.11009216 0.007232666 0.53189087
2.014 2.008 -0.06333923 -0.0126953125 0.52793884
2.033 2.028 0.00970459 0.0143585205 0.52978516
2.053 2.048 0.024429321 0.111694336 0.4832306
2.074 2.069 -0.0013275146 0.062927246 0.40901184
2.093 2.089 0.012130737 -0.022109985 0.29234314
2.114 2.109 0.0342865 -0.03366089 0.21173096
2.136 2.129 0.09085083 0.017944336 0.17434692
2.153 2.149 0.15489197 0.04562378 0.15106201
2.174 2.169 0.11024475 0.073394775 0.10227966
2.193 2.189 0.014968872 0.040374756 0.061935425
2.214 2.210 -0.0020141602 -1.9836426E-4 0.031417847
2.233 2.230 0.071380615 -0.14376831 0.029067993
2.254 2.250 0.17770386 -0.27243042 0.033172607
2.273 2.270 0.24345398 -0.20585632 0.046813965
2.295 2.290 0.21072388 -0.12860107 0.05555725
2.313 2.310 0.06376648 -0.19848633 0.018920898
2.333 2.330 -0.043121338 -0.27778625 -0.096832275
2.354 2.351 -0.18139648 -0.28926086 -0.23736572
2.394 2.371 -0.41133118 -0.24424744 -0.35577393
2.414 2.391 -0.64907837 -0.17758179 -0.44802856
2.434 2.411 -0.82547 -0.09184265 -0.53601074
2.454 2.431 -0.76708984 -0.014312744 -0.53596497
2.474 2.451 -0.39857483 0.073532104 -0.53157043
2.497 2.471 0.032440186 0.24588013 -0.42773438
2.515 2.492 0.31245422 0.35568237 -0.2308197
2.533 2.512 0.33728027 0.34953308 -0.08900452
2.554 2.532 0.26289368 0.2949829 -0.028671265
2.573 2.552 0.23602295 0.17944336 -0.1322937
2.598 2.572 0.3946991 0.23623657 -0.2809906
2.613 2.592 0.5462494 0.21871948 -0.3944397
2.633 2.612 0.38330078 0.20991516 -0.41729736
2.653 2.633 -0.043823242 0.17050171 -0.3995819
2.674 2.653 -0.44404602 0.17544556 -0.3907318
2.695 2.673 -0.65748596 0.31713867 -0.3973236
2.714 2.693 -0.6848297 0.27693176 -0.31547546
2.734 2.713 -0.6989746 0.10835266 -0.16854858
2.754 2.733 -0.65289307 -0.16035461 0.025634766
2.774 2.753 -0.7247162 -0.45056152 0.19467163
2.795 2.774 -0.8442993 -0.45991516 0.32536316
2.815 2.794 -0.7080231 -0.8682709 0.32221985
2.834 2.814 -0.23703003 -1.0136719 0.2872162
2.854 2.834 0.5449524 -0.6335144 0.42276
2.878 2.854 1.219696 0.14683533 0.40109253
2.895 2.874 1.5031738 0.45013428 0.46243286
2.915 2.894 1.1320801 0.23550415 0.35762024
2.935 2.915 0.6088104 -0.11923218 0.15235901
2.954 2.935 0.5459137 -0.31105042 -0.06388855
2.976 2.955 0.653656 -0.44955444 -0.18260193
2.995 2.975 0.58192444 -0.6593323 -0.0017242432
3.015 2.995 0.6733551 -0.76856995 0.19441223
3.035 3.015 0.7780609 -0.701416 -0.091552734
3.065 3.035 0.45526123 -1.0782776 -0.904129
3.079 3.056 -0.21472168 -1.5397797 -1.48349
3.095 3.076 -0.70462036 -1.1423035 -0.5044861
3.115 3.096 -0.3876648 -0.13424683 0.5355072
3.135 3.116 -0.23303223 -0.24601746 0.45498657
