gyroscope-calibrated.txt

All values are in radians/second.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.457 0.439 0.038391113 -0.14216614 -0.08230591
0.477 0.459 0.02168274 -0.13150024 -0.093185425
0.500 0.479 0.04838562 -0.11367798 -0.11546326
0.524 0.499 0.09213257 -0.10319519 -0.1655426
0.541 0.520 0.06636047 -0.09988403 -0.2033844
0.589 0.540 -0.0021972656 -0.11253357 -0.22383118
0.590 0.560 -0.038253784 -0.12271118 -0.23791504
0.600 0.580 -0.015045166 -0.10574341 -0.25624084
0.621 0.600 0.038650513 -0.09751892 -0.25575256
0.636 0.620 0.042785645 -0.07992554 -0.22956848
0.656 0.640 0.013412476 -0.073013306 -0.21102905
0.677 0.661 -0.02230835 -0.100616455 -0.19442749
0.696 0.681 -0.045135498 -0.102142334 -0.18669128
0.716 0.701 -0.058624268 -0.09384155 -0.16569519
0.736 0.721 -0.061950684 -0.09609985 -0.14709473
0.756 0.741 -0.055343628 -0.07984924 -0.1458435
0.776 0.761 -0.06297302 -0.04774475 -0.13981628
0.796 0.781 -0.066848755 -0.023529053 -0.13433838
0.816 0.802 -0.0048217773 -0.009521484 -0.15255737
0.837 0.822 0.0019989014 -0.041366577 -0.15794373
0.857 0.842 -0.09126282 -0.040283203 -0.14981079
0.876 0.862 -0.16371155 0.02746582 -0.15823364
0.897 0.882 -0.19161987 0.07852173 -0.17753601
0.918 0.902 -0.1592865 0.081207275 -0.19909668
0.937 0.922 -0.0677948 0.020736694 -0.21028137
0.956 0.943 0.0018157959 -0.042251587 -0.20733643
0.976 0.963 0.016708374 -0.04901123 -0.1800232
0.996 0.983 0.023483276 -0.046722412 -0.14672852
1.016 1.003 0.06719971 -0.056411743 -0.14016724
1.036 1.023 0.11741638 -0.0541687 -0.15237427
1.056 1.043 0.105270386 -0.043518066 -0.15835571
1.076 1.063 0.09301758 -0.013442993 -0.15542603
1.096 1.084 0.14779663 0.031829834 -0.15863037
1.116 1.104 0.21722412 0.050979614 -0.14433289
1.135 1.124 0.24546814 0.035247803 -0.11608887
1.156 1.144 0.25105286 0.03390503 -0.10949707
1.176 1.164 0.22669983 0.07765198 -0.1219635
1.196 1.184 0.16911316 0.11407471 -0.11784363
1.216 1.204 0.12695313 0.1322174 -0.09410095
1.236 1.225 0.1379242 0.12818909 -0.079315186
1.255 1.245 0.16957092 0.123687744 -0.07106018
1.275 1.265 0.1621399 0.1706543 -0.05885315
1.296 1.285 0.104660034 0.18548584 -0.06808472
1.316 1.305 0.08988953 0.14341736 -0.08930969
1.336 1.325 0.13310242 0.07020569 -0.07951355
1.355 1.345 0.13653564 0.031707764 -0.04219055
1.375 1.365 0.086502075 -0.02017212 -0.023590088
1.395 1.386 0.044158936 -0.056152344 -0.034362793
1.415 1.406 0.030090332 -0.054229736 -0.0526886
1.437 1.426 0.0037384033 -0.07577515 -0.06544495
1.455 1.446 -0.021636963 -0.076187134 -0.07218933
1.479 1.466 -0.004333496 -0.025466919 -0.05883789
1.495 1.486 0.053894043 -0.020431519 -0.05180359
1.515 1.506 0.040603638 -0.008331299 -0.048568726
1.535 1.527 -0.032348633 0.025421143 -0.041122437
1.555 1.547 -0.058120728 -0.04020691 -0.05555725
1.578 1.567 -0.05680847 -0.16329956 -0.057022095
1.596 1.587 -0.055984497 -0.20358276 -0.07040405
1.615 1.607 -0.063064575 -0.14512634 -0.09031677
1.635 1.627 -0.057388306 -0.032211304 -0.075927734
1.653 1.647 -0.07498169 9.0026855E-4 -0.070632935
1.676 1.668 -0.15055847 -0.024963379 -0.06756592
1.694 1.688 -0.19694519 -0.008544922 -0.064331055
1.715 1.708 -0.16035461 3.9672852E-4 -0.09840393
1.735 1.728 -0.12409973 -0.019515991 -0.13450623
1.755 1.748 -0.15341187 -0.016571045 -0.10057068
1.774 1.768 -0.17384338 -0.0033569336 -0.08148193
1.795 1.788 -0.15615845 -0.0010223389 -0.11982727
1.815 1.809 -0.117874146 -0.025497437 -0.14730835
1.834 1.829 -0.090911865 -0.05543518 -0.14437866
1.854 1.849 -0.09211731 -0.061538696 -0.1510315
1.874 1.869 -0.10140991 -0.0415802 -0.17372131
1.895 1.889 -0.05088806 -0.046569824 -0.21173096
1.915 1.909 0.0028533936 -0.08074951 -0.25349426
1.934 1.929 -0.029434204 -0.10707092 -0.26757813
1.953 1.950 -0.023010254 -0.039474487 -0.29940796
1.975 1.970 -0.01864624 -0.044662476 -0.33810425
2.014 1.990 -0.02822876 -0.07041931 -0.359787
2.034 2.010 -0.029678345 -0.12023926 -0.3713379
2.054 2.030 -0.06150818 -0.1809082 -0.35801697
2.074 2.050 -0.06959534 -0.15364075 -0.377594
2.093 2.070 -0.061645508 -0.11721802 -0.40252686
2.114 2.091 -0.099365234 -0.115859985 -0.4018402
2.134 2.111 -0.15605164 -0.1526947 -0.3659668
2.156 2.131 -0.16799927 -0.18933105 -0.3453064
2.173 2.151 -0.16560364 -0.17900085 -0.35269165
2.193 2.171 -0.15913391 -0.16023254 -0.35816956
2.213 2.191 -0.14300537 -0.14089966 -0.36483765
2.233 2.211 -0.14918518 -0.1618805 -0.37501526
2.254 2.232 -0.1568451 -0.15386963 -0.40168762
2.274 2.252 -0.121658325 -0.10798645 -0.447464
2.293 2.272 -0.09313965 -0.06636047 -0.4573059
2.314 2.292 -0.15046692 -0.026672363 -0.46987915
2.332 2.312 -0.26049805 0.0060272217 -0.49673462
2.356 2.332 -0.3014679 -0.016586304 -0.534256
2.373 2.352 -0.22727966 0.04826355 -0.53048706
2.393 2.373 -0.14047241 0.06718445 -0.5320587
2.413 2.393 -0.14247131 0.01890564 -0.54507446
2.433 2.413 -0.24588013 0.097229004 -0.54888916
2.455 2.433 -0.28993225 0.19206238 -0.5414734
2.472 2.453 -0.2898407 0.13934326 -0.5782471
2.493 2.473 -0.2803192 -0.062805176 -0.6706238
2.513 2.493 -0.28709412 -0.48771667 -0.8160095
2.532 2.514 -0.19776917 -0.8790741 -0.89604187
2.552 2.534 -0.076812744 -0.86079407 -0.929657
2.573 2.554 -0.12849426 -0.63487244 -1.0109253
2.592 2.574 -0.30162048 -0.66290283 -1.1409912
2.613 2.594 -0.2552185 -0.72550964 -1.2810059
2.632 2.614 -0.062561035 -0.63835144 -1.3602753
2.653 2.634 0.06530762 -0.45812988 -1.338974
2.673 2.655 0.030548096 -0.41429138 -1.2764587
2.692 2.675 -0.098464966 -0.45513916 -1.2150421
2.713 2.695 -0.18746948 -0.4889679 -1.2023926
2.733 2.715 -0.2646637 -0.5296936 -1.141922
2.753 2.735 -0.33422852 -0.6497345 -1.0332642
2.772 2.755 -0.35472107 -0.78245544 -0.97024536
2.793 2.775 -0.29841614 -0.84936523 -0.96136475
2.814 2.796 -0.2390747 -0.76823425 -0.97657776
2.832 2.816 -0.2679901 -0.52745056 -0.973999
2.852 2.836 -0.32385254 -0.41708374 -0.96414185
2.872 2.856 -0.30223083 -0.5326843 -0.97917175
2.892 2.876 -0.23266602 -0.67256165 -1.0070801
2.912 2.896 -0.17756653 -0.7109833 -0.9803772
2.932 2.916 -0.17225647 -0.58665466 -0.89852905
2.952 2.937 -0.15020752 -0.44065857 -0.80836487
2.972 2.957 -0.042282104 -0.4122467 -0.7210541
