  time_unix,rotate_x,rotate_y,rotate_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
  1512176739,-0.0027,-0.0021,0.0005,7.39,-1.16,982.85,-1,12,-1
  1512176739,0.0055,0.0019,0.0000,-3.30,3.91,1030.03,-1,12,-1
  1512176739,-0.0012,-0.0039,-0.0007,-1.46,-0.49,1005.07,-1,12,-1
  1512176739,-0.0039,-0.0047,0.0016,4.46,5.98,993.41,0,7,-10
  1512176739,0.0055,0.0043,-0.0004,-6.41,1.59,1018.25,0,7,-10
  1512176739,0.0019,0.0012,-0.0013,-4.82,-4.39,1010.93,0,7,-10
  1512176739,0.0004,-0.0017,-0.0001,7.02,7.63,1006.71,0,7,-10
  1512176739,-0.0020,-0.0036,-0.0004,0.55,7.02,976.68,0,7,-10
  1512176739,0.0009,0.0020,-0.0009,-4.88,-7.93,1006.47,8,-8,5
  1512176739,0.0033,0.0043,-0.0007,-3.66,6.77,1027.34,8,-8,5
  1512176739,-0.0003,-0.0037,0.0011,-3.72,-0.12,994.45,8,-8,5
  1512176739,-0.0035,0.0000,0.0001,2.81,-2.93,990.11,8,-8,5
  1512176739,0.0043,0.0057,-0.0009,-6.16,3.66,1020.20,3,-7,-3
  1512176739,-0.0019,0.0011,-0.0009,-7.57,0.31,1011.23,3,-7,-3
  1512176739,-0.0028,-0.0057,-0.0013,6.29,-2.01,986.51,3,-7,-3
  1512176739,0.0044,0.0016,-0.0020,-2.87,4.64,994.32,3,-7,-3
  1512176739,0.0013,0.0023,-0.0016,-4.46,-8.00,1006.10,3,-7,-3
  1512176739,-0.0036,-0.0065,-0.0001,4.88,6.35,999.15,3,-7,10
  1512176739,-0.0003,-0.0009,0.0004,4.09,1.83,975.52,3,-7,10
  1512176739,0.0004,0.0011,-0.0004,-0.49,-4.46,993.47,3,-7,10
  1512176739,0.0052,0.0045,-0.0008,-8.30,4.70,1022.22,3,-7,10
  1512176739,-0.0001,-0.0011,0.0003,-5.13,-4.58,1010.07,3,-7,10
  1512176739,-0.0043,-0.0044,-0.0019,3.72,-0.79,982.36,1,5,-5
  1512176739,0.0040,0.0032,0.0013,-1.16,4.09,1003.97,1,5,-5
  1512176739,0.0032,0.0027,-0.0017,-7.02,-6.10,1013.92,1,5,-5
  1512176739,0.0013,-0.0001,0.0009,1.53,9.95,1012.21,1,5,-5
  1512176739,-0.0005,-0.0001,0.0003,4.64,4.82,973.82,-5,-1,-5
  1512176739,-0.0020,0.0004,-0.0012,-0.43,-5.37,993.71,-5,-1,-5
  1512176740,0.0043,0.0029,-0.0008,-1.34,9.16,1027.77,-5,-1,-5
  1512176740,-0.0029,-0.0015,-0.0011,3.23,0.37,976.68,-5,-1,-5
  1512176740,-0.0039,-0.0032,-0.0019,6.84,-0.73,979.31,-5,-1,-5
  1512176740,0.0043,0.0044,-0.0008,-5.07,1.83,1005.68,3,-7,0
  1512176740,-0.0011,-0.0043,0.0013,-4.58,1.46,998.90,3,-7,0
  1512176740,-0.0036,-0.0036,0.0017,6.10,0.18,988.16,3,-7,0
  1512176740,0.0019,0.0007,-0.0003,3.66,1.16,987.00,3,-7,0
  1512176740,0.0012,0.0028,-0.0008,-3.36,-7.14,999.33,3,-7,0
  1512176740,-0.0027,-0.0025,-0.0004,3.48,4.88,1002.81,-8,-1,5
  1512176740,-0.0005,-0.0024,0.0001,3.42,4.82,973.33,-8,-1,5
  1512176740,-0.0017,0.0011,0.0001,8.18,-3.17,988.10,-8,-1,5
  1512176740,0.0051,0.0032,-0.0016,-8.18,3.48,1014.95,-8,-1,5
  1512176740,-0.0035,-0.0024,-0.0012,0.31,0.24,986.94,-12,5,1
  1512176740,-0.0037,-0.0040,-0.0019,-0.98,-5.98,984.01,-12,5,1
  1512176740,0.0056,0.0055,-0.0032,-27.77,-47.00,1009.52,-12,5,1
  1512176740,-0.0008,-0.0012,-0.0060,-11.29,-64.45,998.35,-12,5,1
  1512176740,-0.0033,-0.0056,-0.0088,0.61,-60.42,990.42,-12,5,1
  1512176740,-0.0001,-0.0009,-0.0127,-8.36,-61.77,965.09,-3,0,3
  1512176740,-0.0032,-0.0025,-0.0184,-8.30,-76.42,985.35,-3,0,3
  1512176740,0.0004,0.0012,-0.0186,-21.18,-64.21,1022.46,-3,0,3
  1512176740,-0.0001,-0.0013,-0.0216,-22.77,-79.71,983.15,-3,0,3
  1512176740,-0.0027,-0.0017,-0.0200,-24.41,-82.58,997.74,8,-8,-1
  1512176740,0.0040,0.0028,-0.0217,-20.32,-74.77,1017.33,8,-8,-1
  1512176740,0.0016,-0.0037,-0.0248,-19.35,-84.78,998.90,8,-8,-1
  1512176740,0.0008,-0.0043,-0.0282,-15.38,-70.19,1004.46,8,-8,-1
  1512176740,0.0044,-0.0003,-0.0338,-18.43,-60.97,988.28,8,-8,-1
  1512176740,0.0045,-0.0025,-0.0397,-25.15,-76.42,1010.86,-8,-1,-5
  1512176740,0.0083,-0.0024,-0.0421,-22.95,-56.40,1017.21,-8,-1,-5
  1512176740,0.0057,-0.0057,-0.0431,-21.79,-55.48,971.19,-8,-1,-5
  1512176740,0.0043,-0.0024,-0.0467,-24.54,-80.75,989.93,-8,-1,-5
  1512176740,0.0076,-0.0027,-0.0478,-15.93,-51.33,1018.25,-8,-1,-5
  1512176740,0.0039,-0.0087,-0.0498,-15.99,-64.27,989.99,-12,1,-1
  1512176740,-0.0004,-0.0091,-0.0527,-12.94,-71.29,998.60,-12,1,-1
  1512176740,0.0053,-0.0035,-0.0553,-9.34,-51.39,1027.53,-12,1,-1
