time_unix,rotate_x,rotate_y,rotate_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
1512177648,0.0052,0.0045,0.0000,-78.06,7.02,976.38,-22,22,11
1512177648,-0.0023,-0.0013,-0.0024,-75.62,3.36,997.50,-22,22,11
1512177648,-0.0003,0.0021,0.0012,-83.56,-9.28,997.38,-22,22,11
1512177648,0.0055,0.0020,0.0000,-75.68,10.13,993.71,-12,5,11
1512177648,0.0013,0.0001,-0.0013,-83.01,-0.49,995.97,-12,5,11
1512177648,0.0051,0.0004,0.0001,-72.57,-5.68,1000.55,-12,5,11
1512177648,-0.0009,0.0005,-0.0011,-77.70,-2.26,1029.48,-12,5,11
1512177648,0.0032,0.0007,-0.0009,-86.85,-1.28,992.25,-17,7,3
1512177648,0.0027,0.0036,0.0003,-75.01,4.33,1005.37,-17,7,3
1512177648,-0.0029,-0.0031,-0.0013,-79.10,1.28,1021.55,-17,7,3
1512177648,-0.0005,0.0032,0.0001,-91.00,-5.68,993.71,-17,7,3
1512177648,0.0041,0.0025,0.0007,-77.27,7.02,990.17,-17,7,3
1512177648,0.0028,-0.0011,-0.0020,-79.77,10.01,987.92,-8,-1,5
1512177648,0.0020,0.0016,0.0003,-76.60,-5.13,1003.17,-8,-1,5
1512177648,0.0025,-0.0001,-0.0024,-78.00,1.95,1015.38,-8,-1,5
1512177648,0.0008,0.0013,-0.0023,-86.24,5.92,986.63,-8,-1,5
1512177648,0.0024,0.0004,-0.0001,-23.13,30.64,1033.63,-8,-1,5
1512177648,0.0129,0.0115,-0.0015,-90.88,13.61,965.76,-3,10,6
1512177648,0.0019,-0.0044,-0.0033,-87.71,-32.23,1015.14,-3,10,6
1512177648,-0.0007,0.0051,-0.0033,-106.32,-24.60,997.50,-3,10,6
1512177648,-0.0012,-0.0044,-0.0031,-77.15,-33.63,1014.22,-3,10,6
1512177648,-0.0061,0.0003,0.0004,-101.99,-56.27,997.25,-14,-3,3
1512177648,0.0027,0.0047,-0.0005,-65.06,-32.65,963.68,-14,-3,3
1512177648,-0.0015,0.0009,-0.0007,-57.25,-45.17,993.04,-14,-3,3
1512177648,-0.0035,0.0021,-0.0001,-72.45,-50.78,1028.38,-14,-3,3
1512177648,-0.0017,0.0003,0.0012,-76.11,-38.45,1017.70,-14,-3,3
1512177648,-0.0031,-0.0019,-0.0004,-90.94,-35.10,990.17,-21,7,20
1512177648,0.0011,0.0011,-0.0011,-69.95,-51.15,1008.00,-21,7,20
1512177649,-0.0024,-0.0004,-0.0008,-74.52,-40.10,1021.18,-21,7,20
1512177649,0.0024,0.0052,0.0009,-89.42,-37.96,979.13,-21,7,20
1512177649,-0.0019,0.0040,0.0032,-76.72,-46.26,1007.87,-21,7,20
1512177649,-0.0004,0.0003,0.0031,-76.60,-25.88,993.71,-29,1,15
1512177649,0.0028,0.0025,0.0052,-92.41,-49.93,984.19,-29,1,15
1512177649,0.0016,0.0048,0.0055,-91.86,-42.30,974.49,-29,1,15
1512177649,-0.0008,-0.0020,0.0041,-79.59,-29.11,991.76,-29,1,15
1512177649,0.0025,0.0032,0.0045,-91.49,-59.88,982.24,-15,-1,18
1512177649,-0.0003,0.0035,0.0051,-93.26,-54.38,997.62,-15,-1,18
1512177649,-0.0027,-0.0031,0.0029,-78.43,-36.32,1005.37,-15,-1,18
1512177649,0.0013,-0.0001,0.0053,-97.17,-57.31,976.50,-15,-1,18
1512177649,0.0001,-0.0008,0.0068,-70.56,-69.95,1005.74,-15,-1,18
1512177649,0.0005,0.0004,0.0076,-79.59,-50.60,1013.98,-31,-3,20
1512177649,-0.0003,0.0001,0.0061,-80.26,-54.57,979.25,-31,-3,20
1512177649,0.0057,0.0040,0.0109,-92.22,-80.08,943.79,-31,-3,20
1512177649,-0.0020,0.0037,0.0130,-71.04,-87.71,1005.74,-31,-3,20
1512177649,0.0004,0.0011,0.0115,-73.06,-75.81,1014.65,-21,14,27
1512177649,-0.0035,-0.0021,0.0099,-67.81,-88.26,1040.10,-21,14,27
1512177649,-0.0073,-0.0012,0.0116,-84.72,-91.74,1008.73,-21,14,27
1512177649,0.0008,-0.0011,0.0132,-74.46,-101.93,972.05,-21,14,27
1512177649,-0.0041,-0.0021,0.0162,-83.01,-107.36,985.47,-21,14,27
1512177649,-0.0011,-0.0013,0.0158,-54.32,-124.57,989.01,-21,3,6
1512177649,-0.0033,0.0021,0.0158,-65.61,-135.74,979.68,-21,3,6
1512177649,-0.0021,0.0059,0.0205,-88.68,-134.34,963.50,-21,3,6
1512177649,-0.0108,-0.0011,0.0218,-85.51,-153.02,1004.82,-21,3,6
1512177649,-0.0104,-0.0007,0.0232,-80.81,-159.36,988.59,-21,3,6
1512177649,-0.0065,0.0004,0.0257,-69.03,-167.18,999.39,-17,-3,3
1512177649,-0.0063,0.0007,0.0270,-65.25,-171.02,998.72,-17,-3,3
1512177649,-0.0047,0.0016,0.0282,-68.66,-167.72,1003.78,-17,-3,3
1512177649,-0.0064,0.0009,0.0308,-84.11,-178.47,992.68,-17,-3,3
1512177649,-0.0028,0.0013,0.0308,-84.90,-166.20,989.81,-31,0,6
1512177649,-0.0015,-0.0004,0.0341,-68.66,-168.58,997.44,-31,0,6
1512177649,-0.0061,-0.0036,0.0353,-78.00,-180.05,1008.67,-31,0,6
1512177649,-0.0064,-0.0028,0.0353,-78.74,-177.25,1023.50,-31,0,6
1512177649,-0.0024,-0.0012,0.0385,-58.41,-180.18,1008.73,-31,0,6
1512177649,-0.0015,0.0067,0.0381,-96.07,-164.98,995.79,-26,19,15
1512177649,-0.0017,0.0007,0.0395,-70.13,-184.33,991.03,-26,19,15
1512177649,-0.0001,-0.0020,0.0430,-71.11,-163.45,985.17,-26,19,15
1512177650,-0.0013,0.0019,0.0457,-93.26,-190.49,997.74,-26,19,15
1512177650,0.0031,-0.0004,0.0511,-54.02,-174.44,1002.26,-26,19,15
1512177650,0.0021,0.0009,0.0518,-95.03,-167.91,1011.29,-22,12,-1
1512177650,0.0027,0.0001,0.0514,-97.60,-184.75,951.48,-22,12,-1
1512177650,-0.0049,-0.0065,0.0531,-92.71,-186.58,1005.74,-22,12,-1
