time_unix,rotate_x,rotate_y,rotate_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
1512177071,-0.0015,0.0005,-0.0023,0.00,3.05,942.44,5,10,1
1512177071,0.0005,0.0048,0.0009,-7.08,-5.07,879.76,5,10,1
1512177071,0.0103,-0.0091,-0.0013,8.54,6.29,952.51,5,10,1
1512177071,0.0068,-0.0080,-0.0005,-4.70,-2.01,969.06,-8,14,-1
1512177071,-0.0033,0.0055,-0.0003,5.68,3.60,943.85,-8,14,-1
1512177071,0.0039,-0.0005,-0.0001,0.18,3.05,907.04,-8,14,-1
1512177071,0.0064,-0.0084,-0.0017,-0.43,-3.17,952.21,-8,14,-1
1512177071,0.0011,0.0015,-0.0008,6.59,9.40,941.47,-8,14,-1
1512177071,-0.0025,0.0004,-0.0027,-3.48,3.66,905.76,-3,5,3
1512177071,0.0037,-0.0019,-0.0012,0.06,-1.95,930.36,-3,5,3
1512177071,0.0021,-0.0021,-0.0005,7.32,5.13,958.31,-3,5,3
1512177071,0.0001,0.0015,-0.0020,-2.56,4.46,927.43,-3,5,3
1512177071,-0.0008,0.0025,-0.0009,3.11,-4.21,902.47,5,3,5
1512177071,0.0076,-0.0056,-0.0027,0.55,8.36,947.27,5,3,5
1512177071,-0.0020,0.0008,-0.0027,-0.43,-2.56,928.77,5,3,5
1512177071,-0.0084,0.0091,0.0013,3.42,0.12,904.42,5,3,5
1512177071,-0.0007,0.0045,-0.0013,-6.16,6.35,891.05,5,3,5
1512177071,0.0073,-0.0083,-0.0024,-1.65,-2.69,962.16,3,1,6
1512177071,-0.0015,0.0025,-0.0008,7.93,6.47,959.05,3,1,6
1512177071,-0.0075,0.0061,-0.0023,-2.93,3.48,903.20,3,1,6
1512177071,0.0088,-0.0065,0.0001,-0.37,-2.56,921.08,3,1,6
1512177071,0.0081,-0.0089,-0.0011,11.47,4.52,977.84,3,1,6
1512177071,-0.0019,-0.0023,-0.0020,-1.95,9.89,947.20,0,12,6
1512177071,-0.0004,0.0049,-0.0003,-4.03,-4.94,885.44,0,12,6
1512177071,0.0095,-0.0097,-0.0005,3.78,7.57,954.22,0,12,6
1512177071,0.0069,-0.0065,-0.0015,-4.39,2.44,956.24,0,12,6
1512177071,-0.0081,0.0125,0.0013,3.36,-5.31,878.97,8,14,11
1512177071,0.0044,-0.0017,-0.0016,-0.24,2.93,907.78,8,14,11
1512177072,0.0092,-0.0099,-0.0017,1.28,-5.13,940.06,8,14,11
1512177072,-0.0093,0.0083,0.0024,4.33,-0.67,917.18,8,14,11
1512177072,-0.0049,0.0072,-0.0024,-4.39,5.13,888.73,8,14,11
1512177072,0.0035,-0.0017,-0.0003,-5.43,-5.31,896.06,8,-7,1
1512177072,0.0003,0.0001,0.0003,10.86,8.12,966.61,8,-7,1
1512177072,-0.0071,0.0073,-0.0012,-0.98,5.19,905.21,8,-7,1
1512177072,-0.0049,0.0088,-0.0001,-2.20,-1.28,876.59,8,-7,1
1512177072,0.0084,-0.0083,0.0005,13.24,2.38,982.24,12,3,5
1512177072,-0.0007,0.0015,-0.0029,-0.55,7.26,943.73,12,3,5
1512177072,-0.0091,0.0125,0.0021,5.74,-3.60,889.22,12,3,5
1512177072,0.0085,-0.0092,0.0001,5.25,2.81,970.64,12,3,5
1512177072,0.0048,-0.0045,-0.0023,0.85,2.44,957.64,12,3,5
1512177072,-0.0053,0.0080,0.0027,3.78,1.77,917.48,7,-1,3
1512177072,-0.0013,0.0016,-0.0012,-5.31,6.53,895.08,7,-1,3
1512177072,0.0040,-0.0041,-0.0020,0.61,-5.31,949.83,7,-1,3
1512177072,-0.0027,0.0037,-0.0003,2.62,9.83,927.67,7,-1,3
1512177072,-0.0049,0.0041,-0.0008,-1.77,4.94,898.99,7,-1,3
1512177072,0.0064,-0.0052,-0.0004,-0.61,-5.92,938.17,-5,10,8
1512177072,0.0003,-0.0020,0.0005,9.09,3.85,955.44,-5,10,8
1512177072,-0.0011,0.0013,-0.0015,-4.82,7.75,922.73,-5,10,8
1512177072,-0.0045,0.0061,0.0012,4.03,-5.86,893.31,-5,10,8
1512177072,0.0084,-0.0085,-0.0019,6.41,4.82,965.09,7,1,-10
1512177072,0.0049,-0.0053,-0.0027,-4.21,1.22,951.97,7,1,-10
1512177072,-0.0065,0.0084,0.0015,4.46,0.31,924.62,7,1,-10
1512177072,-0.0044,0.0051,-0.0025,-4.27,3.78,894.53,7,1,-10
1512177072,0.0076,-0.0107,-0.0019,-2.20,-4.64,948.61,7,1,-10
1512177072,0.0008,-0.0001,-0.0001,6.29,4.88,963.87,0,1,13
1512177072,0.0015,0.0023,-0.0017,-4.33,4.58,894.78,0,1,13
1512177072,0.0069,-0.0068,-0.0019,-2.93,-3.36,923.89,0,1,13
1512177072,0.0061,-0.0071,-0.0004,11.72,3.36,978.15,0,1,13
1512177072,-0.0025,-0.0001,-0.0016,-0.06,3.05,936.46,0,1,13
1512177072,0.0005,0.0001,0.0017,-4.27,-2.38,893.25,1,0,11
1512177072,0.0083,-0.0097,-0.0005,7.57,2.75,961.98,1,0,11
1512177072,0.0024,-0.0056,-0.0016,-1.89,0.06,954.35,1,0,11
1512177072,-0.0073,0.0083,-0.0003,3.17,1.65,915.53,1,0,11
1512177072,0.0069,-0.0065,-0.0011,3.11,2.20,938.11,7,-5,20
1512177072,0.0093,-0.0107,-0.0024,0.85,0.06,961.73,7,-5,20
1512177072,0.0027,-0.0005,-0.0004,10.19,3.66,958.86,7,-5,20
1512177073,-0.0075,0.0073,-0.0013,-0.49,6.53,903.99,7,-5,20
1512177073,-0.0044,0.0104,0.0001,1.16,-3.11,876.95,7,-5,20
1512177073,0.0104,-0.0084,-0.0023,8.85,3.17,982.67,-7,-1,6
1512177073,-0.0012,0.0024,-0.0017,-1.28,7.32,947.02,-7,-1,6
1512177073,-0.0112,0.0127,0.0020,2.69,-2.69,888.06,-7,-1,6
1512177073,-0.0023,0.0039,-0.0025,-6.77,2.20,882.75,-7,-1,6
1512177073,0.0076,-0.0080,-0.0015,-1.22,-2.56,963.68,-7,-1,6
