  time_unix,rotate_x,rotate_y,rotate_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
  1512205092,-0.0016,-0.0013,-0.0005,-99.00,-99.06,902.22,10,-3,3
  1512205092,-0.0008,0.0013,0.0001,-93.14,-95.95,906.98,10,-3,3
  1512205092,-0.0007,0.0009,-0.0019,-97.90,-99.12,892.09,10,-3,3
  1512205092,-0.0009,0.0005,-0.0001,-99.85,-104.43,901.18,10,-3,3
  1512205092,-0.0005,-0.0019,0.0003,-95.40,-93.99,914.37,0,10,3
  1512205092,-0.0019,0.0019,-0.0024,-97.35,-94.85,889.53,0,10,3
  1512205092,-0.0013,0.0013,-0.0003,-104.68,-103.94,888.37,0,10,3
  1512205092,-0.0015,-0.0013,-0.0009,-93.93,-98.14,908.45,0,10,3
  1512205092,-0.0015,0.0033,0.0005,-100.28,-93.51,883.97,-5,12,1
  1512205092,-0.0017,0.0019,0.0004,-101.44,-101.01,892.88,-5,12,1
  1512205092,-0.0025,-0.0015,0.0003,-96.92,-96.19,900.57,-5,12,1
  1512205092,-0.0013,0.0004,0.0001,-98.21,-102.72,896.30,-5,12,1
  1512205092,-0.0012,0.0017,0.0000,-101.44,-95.58,893.49,-5,12,1
  1512205092,-0.0023,0.0008,-0.0001,-102.60,-100.89,890.01,1,5,1
  1512205092,-0.0024,-0.0011,-0.0007,-100.16,-100.34,907.41,1,5,1
  1512205092,-0.0005,-0.0017,0.0004,-92.16,-96.80,915.95,1,5,1
  1512205092,-0.0029,0.0033,0.0011,-103.64,-93.14,888.73,1,5,1
  1512205092,-0.0024,0.0011,-0.0017,-96.19,-98.82,897.58,1,5,1
  1512205092,-0.0037,-0.0003,0.0000,-95.95,-98.27,905.94,5,8,1
  1512205092,0.0001,-0.0008,-0.0011,-99.43,-101.32,896.55,5,8,1
  1512205092,-0.0013,0.0021,0.0001,-96.37,-96.25,900.70,5,8,1
  1512205092,-0.0024,0.0016,-0.0015,-103.45,-93.51,879.94,5,8,1
  1512205092,-0.0021,0.0017,0.0004,-100.10,-100.22,896.18,8,1,11
  1512205092,-0.0017,0.0004,0.0008,-98.27,-95.64,914.00,8,1,11
  1512205092,-0.0024,0.0020,-0.0016,-102.54,-97.60,882.75,8,1,11
  1512205092,-0.0025,0.0027,0.0000,-98.02,-97.47,890.50,8,1,11
  1512205092,-0.0039,0.0005,-0.0005,-99.18,-100.59,898.74,8,1,11
  1512205092,-0.0005,0.0021,0.0005,-103.27,-97.41,897.40,-17,10,0
  1512205093,-0.0032,0.0015,-0.0011,-99.55,-98.33,897.58,-17,10,0
  1512205093,-0.0029,0.0012,-0.0013,-102.48,-93.26,883.54,-17,10,0
