gyroscope-calibrated.txt

All values are in radians/second.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.455 0.442 -0.040542603 -0.15771484 -0.11729431
0.474 0.463 -0.06915283 -0.120773315 -0.14997864
0.495 0.483 -0.09416199 -0.08128357 -0.18276978
0.536 0.503 -0.11936951 -0.06713867 -0.18701172
0.536 0.523 -0.13136292 -0.07261658 -0.1648407
0.557 0.543 -0.11949158 -0.08972168 -0.15457153
0.574 0.563 -0.09150696 -0.09729004 -0.14102173
0.594 0.583 -0.07026672 -0.06652832 -0.13700867
0.614 0.604 -0.07917786 -0.032409668 -0.15333557
0.634 0.624 -0.10147095 -0.026611328 -0.15849304
0.656 0.644 -0.105529785 -0.031921387 -0.1439209
0.674 0.664 -0.10890198 -0.015655518 -0.10395813
0.694 0.684 -0.124679565 0.018676758 -0.031188965
0.717 0.704 -0.11654663 0.013595581 0.053329468
0.734 0.724 -0.055877686 0.019180298 0.16879272
0.754 0.745 0.006362915 0.040023804 0.25291443
0.777 0.765 0.020706177 0.02420044 0.30194092
0.799 0.785 0.027816772 0.043914795 0.36720276
0.816 0.805 0.11204529 0.16168213 0.46484375
0.836 0.825 0.19013977 0.2876892 0.5368805
0.855 0.845 0.24067688 0.34913635 0.5584717
0.875 0.865 0.3206787 0.37393188 0.5606079
0.895 0.886 0.37976074 0.38687134 0.58399963
0.916 0.906 0.35917664 0.41496277 0.5966034
0.935 0.926 0.3128357 0.42930603 0.5740967
0.955 0.946 0.30264282 0.4217224 0.5331116
0.975 0.966 0.30923462 0.45466614 0.52983093
0.995 0.986 0.27011108 0.52215576 0.54649353
1.015 1.006 0.19616699 0.5654907 0.56877136
1.035 1.027 0.13626099 0.58638 0.57821655
1.057 1.047 0.061172485 0.5405884 0.633255
1.076 1.067 -0.0036010742 0.5294342 0.67996216
1.096 1.087 -0.060943604 0.5463562 0.73939514
1.116 1.107 -0.11854553 0.54566956 0.79011536
1.136 1.127 -0.17340088 0.5136261 0.8425751
1.155 1.147 -0.24098206 0.44961548 0.87550354
1.180 1.168 -0.32203674 0.39982605 0.8493042
1.195 1.188 -0.40873718 0.34443665 0.8071747
1.216 1.208 -0.45147705 0.2835846 0.77453613
1.236 1.228 -0.46098328 0.29821777 0.75382996
1.257 1.248 -0.43603516 0.30229187 0.73916626
1.280 1.268 -0.34013367 0.35333252 0.6815796
1.295 1.288 -0.2840271 0.37686157 0.63842773
1.315 1.309 -0.31950378 0.35630798 0.5939331
1.335 1.329 -0.35316467 0.35136414 0.5024719
1.355 1.349 -0.37857056 0.35772705 0.4310913
1.376 1.369 -0.42903137 0.33113098 0.43652344
1.395 1.389 -0.430542 0.24291992 0.50971985
1.415 1.409 -0.29730225 0.1851654 0.5865936
1.438 1.429 -0.10983276 0.2175293 0.6963043
1.455 1.450 0.041015625 0.27923584 0.7813873
1.476 1.470 0.078063965 0.24897766 0.82676697
1.496 1.490 0.09346008 0.17800903 0.83862305
1.515 1.510 0.10404968 0.14071655 0.79971313
1.536 1.530 0.09590149 0.12934875 0.76937866
1.568 1.550 0.09089661 0.11160278 0.7883301
1.576 1.570 0.13404846 0.036865234 0.77360535
1.595 1.591 0.20085144 0.032714844 0.7416382
1.616 1.611 0.22015381 0.07876587 0.74394226
1.635 1.631 0.16253662 0.2232666 0.8154907
1.657 1.651 0.14579773 0.36546326 0.8676605
1.676 1.671 0.18157959 0.40428162 0.9172363
1.695 1.691 0.22006226 0.3833313 0.9160309
1.717 1.711 0.21380615 0.36250305 0.9135742
1.736 1.731 0.22006226 0.36904907 0.9232788
1.757 1.752 0.22267151 0.38082886 0.9554138
1.775 1.772 0.2390747 0.4008026 0.97554016
1.796 1.792 0.30525208 0.39471436 0.98046875
1.818 1.812 0.35461426 0.3870697 1.0116119
1.836 1.832 0.34178162 0.3836975 1.0086212
1.857 1.852 0.3188324 0.3876953 0.99928284
1.876 1.872 0.3199463 0.4099121 1.0156708
1.896 1.893 0.3294983 0.43037415 1.0223083
1.917 1.913 0.3316803 0.42642212 1.0130005
1.957 1.933 0.28141785 0.38668823 0.96139526
1.980 1.953 0.20852661 0.31510925 0.8926544
1.981 1.973 0.1600647 0.29719543 0.82836914
2.017 1.993 0.116744995 0.31767273 0.80770874
2.037 2.013 0.10206604 0.33181763 0.80815125
2.056 2.034 0.10050964 0.3117218 0.7845459
2.077 2.054 0.06326294 0.29032898 0.732605
2.098 2.074 0.025802612 0.30743408 0.6721344
2.117 2.094 -0.032348633 0.29693604 0.649704
2.136 2.114 -0.0594635 0.18951416 0.6165619
2.156 2.134 -0.025665283 0.14546204 0.5627136
2.177 2.154 0.013549805 0.21388245 0.54026794
2.196 2.175 0.013977051 0.25335693 0.53182983
2.216 2.195 -0.008758545 0.22654724 0.513504
2.237 2.215 -0.046676636 0.21231079 0.49287415
2.256 2.235 -0.10328674 0.1837616 0.4467163
2.279 2.255 -0.2037201 0.100616455 0.38024902
2.297 2.275 -0.3347168 0.12080383 0.34017944
2.319 2.295 -0.3048401 0.23348999 0.36454773
2.338 2.316 -0.14756775 0.33616638 0.45503235
2.357 2.336 -0.05291748 0.3668518 0.559433
2.376 2.356 -0.024475098 0.2934265 0.62094116
2.402 2.376 0.0677948 0.20329285 0.6247101
2.417 2.396 0.17155457 0.15525818 0.5940399
2.436 2.416 0.115448 0.20637512 0.5877075
2.457 2.436 -0.0067749023 0.28015137 0.59439087
2.476 2.457 -0.06288147 0.2690277 0.5972748
2.497 2.477 -0.07699585 0.18745422 0.6011963
2.516 2.497 -0.06373596 0.14717102 0.59198
2.537 2.517 -0.031295776 0.21789551 0.62275696
2.557 2.537 -0.019088745 0.30136108 0.71588135
2.576 2.557 -0.012069702 0.3112793 0.7976532
2.598 2.577 0.014785767 0.19407654 0.82118225
2.617 2.598 0.05278015 0.12887573 0.81155396
2.637 2.618 0.06536865 0.18171692 0.82318115
2.656 2.638 0.06726074 0.2515869 0.8397217
2.676 2.658 0.05947876 0.25732422 0.82406616
2.697 2.678 0.0473938 0.21824646 0.78842163
2.717 2.698 0.07084656 0.18522644 0.7454529
2.738 2.718 0.059509277 0.18621826 0.7233887
2.756 2.739 -0.002166748 0.24621582 0.7122345
2.776 2.759 -0.015258789 0.28604126 0.6933441
2.797 2.779 -0.002670288 0.29478455 0.67092896
2.818 2.799 -0.0012512207 0.31237793 0.64779663
2.837 2.819 -0.05230713 0.34588623 0.6651764
2.858 2.839 -0.08358765 0.3516388 0.7180023
2.877 2.859 -0.054489136 0.30218506 0.76527405
2.898 2.880 0.0077667236 0.32305908 0.7879181
2.917 2.900 0.06925964 0.41007996 0.7749634
2.937 2.920 0.12515259 0.44958496 0.79582214
2.957 2.940 0.1625824 0.4440918 0.84588623
2.977 2.960 0.19184875 0.42427063 0.88038635
2.998 2.980 0.267807 0.4573059 0.87953186
3.017 3.000 0.34080505 0.5591583 0.9213104
3.038 3.021 0.34854126 0.71847534 1.0535583
3.061 3.041 0.25816345 0.8009186 1.144516
3.083 3.061 0.16156006 0.700943 1.0997009
3.097 3.081 0.13796997 0.49990845 0.9638977
3.118 3.101 0.13858032 0.30882263 0.83128357
3.138 3.121 0.18911743 0.13449097 0.79029846
3.162 3.141 0.33247375 0.10533142 0.80519104
