gyroscope.txt

All values are in radians/second. Factory calibration and temperature compensation are still applied to the rate of rotation (angular speeds).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z estimated-drift-x estimated-drift-y estimated-drift-z
0.456 0.443 0.059326172 0.0074920654 -0.006072998 0.0326233 0.006210327 -0.0043640137
0.482 0.463 0.0473938 -0.009536743 0.0022583008 0.0326233 0.006210327 -0.0043640137
0.502 0.484 0.025970459 -0.006713867 0.0104522705 0.0326233 0.006210327 -0.0043640137
0.558 0.504 0.015045166 -0.010498047 -3.5095215E-4 0.0326233 0.006210327 -0.0043640137
0.559 0.524 0.021560669 -0.023254395 -0.022476196 0.0326233 0.006210327 -0.0043640137
0.559 0.544 0.027236938 -0.023071289 -0.023513794 0.0326233 0.006210327 -0.0043640137
0.575 0.564 0.029403687 -0.007095337 0.0031738281 0.0326233 0.006210327 -0.0043640137
0.597 0.584 0.041305542 -0.013900757 0.026443481 0.0326233 0.006210327 -0.0043640137
0.613 0.604 0.057632446 -0.016967773 0.014404297 0.0326233 0.006210327 -0.0043640137
0.634 0.625 0.05656433 -0.010559082 0.005203247 0.0326233 0.006210327 -0.0043640137
0.654 0.645 0.059310913 -0.0046691895 0.013015747 0.0326233 0.006210327 -0.0043640137
0.678 0.665 0.07633972 -0.0113220215 0.02015686 0.0326233 0.006210327 -0.0043640137
0.693 0.685 0.06074524 4.5776367E-5 0.017349243 0.0326233 0.006210327 -0.0043640137
0.714 0.705 0.039855957 0.041900635 -0.005996704 0.0326233 0.006210327 -0.0043640137
0.733 0.725 0.021072388 0.039886475 0.014205933 0.0326233 0.006210327 -0.0043640137
0.753 0.745 0.045455933 0.028564453 0.008621216 0.0326233 0.006210327 -0.0043640137
0.778 0.766 0.08822632 -0.02357483 0.0131073 0.0326233 0.006210327 -0.0043640137
0.792 0.786 0.08683777 0.0012512207 0.005432129 0.0326233 0.006210327 -0.0043640137
0.812 0.806 0.041793823 0.048706055 -0.010940552 0.0326233 0.006210327 -0.0043640137
0.834 0.826 0.04473877 0.038864136 -0.011138916 0.0326233 0.006210327 -0.0043640137
0.853 0.846 0.061691284 0.0115356445 0.011260986 0.0326233 0.006210327 -0.0043640137
0.874 0.866 0.030029297 0.02128601 0.025222778 0.0326233 0.006210327 -0.0043640137
0.892 0.886 0.026535034 -0.006866455 0.019454956 0.0326233 0.006210327 -0.0043640137
0.912 0.907 0.05895996 -0.012741089 0.0040893555 0.0326233 0.006210327 -0.0043640137
0.932 0.927 0.060272217 -0.014785767 3.2043457E-4 0.0326233 0.006210327 -0.0043640137
0.952 0.947 0.02279663 0.0068969727 0.00390625 0.0326233 0.006210327 -0.0043640137
0.974 0.967 0.015350342 0.014465332 0.014175415 0.0326233 0.006210327 -0.0043640137
0.991 0.987 0.04685974 0.010925293 0.013061523 0.0326233 0.006210327 -0.0043640137
1.011 1.007 0.08180237 0.037261963 0.06222534 0.0326233 0.006210327 -0.0043640137
1.031 1.027 0.12611389 0.11253357 0.052108765 0.0326233 0.006210327 -0.0043640137
1.053 1.048 0.107788086 0.14201355 0.016494751 0.0326233 0.006210327 -0.0043640137
1.073 1.068 0.041671753 0.15837097 0.014038086 0.0326233 0.006210327 -0.0043640137
1.092 1.088 8.544922E-4 0.16748047 0.011886597 0.0326233 0.006210327 -0.0043640137
1.111 1.108 -0.041275024 0.014770508 0.017150879 0.0326233 0.006210327 -0.0043640137
1.131 1.128 -0.056274414 -0.09364319 0.08357239 0.0326233 0.006210327 -0.0043640137
1.175 1.148 -0.048614502 -0.021560669 0.10331726 0.0326233 0.006210327 -0.0043640137
1.193 1.168 -0.02154541 0.03831482 0.07720947 0.0326233 0.006210327 -0.0043640137
1.212 1.189 0.06347656 0.03463745 0.037338257 0.0326233 0.006210327 -0.0043640137
1.231 1.209 0.08369446 0.06619263 0.027816772 0.0326233 0.006210327 -0.0043640137
1.252 1.229 0.10997009 0.11167908 0.0036010742 0.0326233 0.006210327 -0.0043640137
1.275 1.249 0.08595276 0.122787476 -0.007965088 0.0326233 0.006210327 -0.0043640137
1.292 1.269 0.030670166 0.1194458 0.02279663 0.0326233 0.006210327 -0.0043640137
1.311 1.289 0.008758545 0.075683594 0.042373657 0.0326233 0.006210327 -0.0043640137
1.332 1.309 -0.036712646 0.032409668 0.080841064 0.0326233 0.006210327 -0.0043640137
1.351 1.330 -0.05493164 0.06236267 0.06159973 0.0326233 0.006210327 -0.0043640137
1.375 1.350 -0.059310913 0.07319641 0.037765503 0.0326233 0.006210327 -0.0043640137
1.391 1.370 -0.05192566 0.0521698 0.02067566 0.0326233 0.006210327 -0.0043640137
1.410 1.390 -0.0059814453 -0.03211975 0.060302734 0.0326233 0.006210327 -0.0043640137
1.431 1.410 0.069122314 -0.085754395 0.09161377 0.0326233 0.006210327 -0.0043640137
1.451 1.430 0.11204529 -0.046325684 0.10734558 0.0326233 0.006210327 -0.0043640137
1.470 1.450 0.092544556 0.032684326 0.09298706 0.0326233 0.006210327 -0.0043640137
1.492 1.471 0.09616089 0.1322174 0.028656006 0.0326233 0.006210327 -0.0043640137
1.511 1.491 0.10493469 0.18547058 -0.047546387 0.0326233 0.006210327 -0.0043640137
1.531 1.511 0.11238098 0.22337341 -0.13607788 0.0326233 0.006210327 -0.0043640137
1.550 1.531 0.046188354 0.1809845 -0.18814087 0.0326233 0.006210327 -0.0043640137
1.569 1.551 -0.026641846 0.1433258 -0.20429993 0.0326233 0.006210327 -0.0043640137
1.590 1.571 -0.055541992 0.066833496 -0.19493103 0.0326233 0.006210327 -0.0043640137
1.610 1.591 -0.03425598 -0.012527466 -0.16226196 0.0326233 0.006210327 -0.0043640137
1.629 1.612 -0.051986694 -0.085739136 -0.1134491 0.0326233 0.006210327 -0.0043640137
1.651 1.632 -0.08137512 -0.09034729 -0.056427002 0.0326233 0.006210327 -0.0043640137
1.670 1.652 -0.05836487 -0.0960083 -0.019851685 0.0326233 0.006210327 -0.0043640137
1.690 1.672 -0.005645752 -0.10568237 0.02331543 0.0326233 0.006210327 -0.0043640137
1.710 1.692 0.024902344 -0.09008789 0.055862427 0.0326233 0.006210327 -0.0043640137
1.729 1.712 0.02368164 -0.04560852 0.081604004 0.0326233 0.006210327 -0.0043640137
1.749 1.732 0.048583984 0.0031280518 0.07673645 0.0326233 0.006210327 -0.0043640137
1.771 1.752 0.084869385 0.028442383 0.06489563 0.0326233 0.006210327 -0.0043640137
1.789 1.773 0.07557678 0.01991272 0.061645508 0.0326233 0.006210327 -0.0043640137
1.808 1.793 0.05680847 0.017913818 0.04988098 0.0326233 0.006210327 -0.0043640137
1.829 1.813 0.024597168 0.0082092285 0.039520264 0.0326233 0.006210327 -0.0043640137
1.852 1.833 0.0040740967 0.0048828125 0.02217102 0.0326233 0.006210327 -0.0043640137
1.868 1.853 -0.0051879883 -0.027618408 0.009048462 0.0326233 0.006210327 -0.0043640137
1.889 1.873 -0.012237549 -0.04789734 0.005065918 0.0326233 0.006210327 -0.0043640137
1.908 1.893 -0.0058898926 -0.030456543 -0.0041656494 0.0326233 0.006210327 -0.0043640137
1.931 1.914 0.021469116 0.0060424805 -0.013870239 0.0326233 0.006210327 -0.0043640137
1.949 1.934 0.037216187 0.017654419 -0.0206604 0.0326233 0.006210327 -0.0043640137
1.968 1.954 0.02330017 0.034484863 -0.015609741 0.0326233 0.006210327 -0.0043640137
