gyroscope.txt

All values are in radians/second. Factory calibration and temperature compensation are still applied to the rate of rotation (angular speeds).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z estimated-drift-x estimated-drift-y estimated-drift-z
0.452 0.444 0.06465149 0.0014648438 0.016540527 0.0326233 0.006210327 -0.0043640137
0.473 0.464 0.055160522 0.014694214 0.013931274 0.0326233 0.006210327 -0.0043640137
0.498 0.484 0.048416138 -0.03036499 0.018035889 0.0326233 0.006210327 -0.0043640137
0.516 0.504 0.08732605 0.005279541 -0.018249512 0.0326233 0.006210327 -0.0043640137
0.573 0.524 0.069732666 0.012435913 -0.015991211 0.0326233 0.006210327 -0.0043640137
0.573 0.544 0.10089111 0.06060791 -0.01902771 0.0326233 0.006210327 -0.0043640137
0.574 0.565 0.077804565 0.04916382 -0.011260986 0.0326233 0.006210327 -0.0043640137
0.593 0.585 0.054519653 0.048416138 -0.0022888184 0.0326233 0.006210327 -0.0043640137
0.612 0.605 0.05317688 0.034805298 -9.765625E-4 0.0326233 0.006210327 -0.0043640137
0.631 0.625 0.027954102 0.08041382 0.01638794 0.0326233 0.006210327 -0.0043640137
0.652 0.645 -0.0843811 0.13291931 0.08395386 0.0326233 0.006210327 -0.0043640137
0.677 0.665 -0.15330505 0.3677826 0.16610718 0.0326233 0.006210327 -0.0043640137
0.694 0.685 -0.21636963 0.7551117 0.26809692 0.0326233 0.006210327 -0.0043640137
0.712 0.706 -0.17428589 1.125351 0.48150635 0.0326233 0.006210327 -0.0043640137
0.732 0.726 0.04927063 1.2298889 0.75419617 0.0326233 0.006210327 -0.0043640137
0.752 0.746 0.45317078 1.7042694 1.442688 0.0326233 0.006210327 -0.0043640137
0.772 0.766 0.39587402 1.6177826 1.5990448 0.0326233 0.006210327 -0.0043640137
0.793 0.786 -0.07702637 1.6068726 1.6912079 0.0326233 0.006210327 -0.0043640137
0.813 0.806 -0.636734 1.7807312 2.6117554 0.0326233 0.006210327 -0.0043640137
0.832 0.826 -0.8306885 1.0407867 4.081558 0.0326233 0.006210327 -0.0043640137
0.852 0.847 -0.5229492 0.26759338 5.173279 0.0326233 0.006210327 -0.0043640137
0.872 0.867 -0.09080505 -0.02709961 5.8822327 0.0326233 0.006210327 -0.0043640137
0.893 0.887 -0.6635742 -0.52549744 6.2205353 0.0326233 0.006210327 -0.0043640137
0.912 0.907 -2.0122223 -0.82740784 5.5047607 0.0326233 0.006210327 -0.0043640137
0.932 0.927 -3.0045776 -0.7651062 4.7593536 0.0326233 0.006210327 -0.0043640137
0.953 0.947 -2.9882355 -1.0708923 3.0306396 0.0326233 0.006210327 -0.0043640137
0.974 0.967 -2.6618195 -0.81907654 1.9047394 0.0326233 0.006210327 -0.0043640137
0.992 0.987 -2.269394 -0.7991028 1.3672333 0.0326233 0.006210327 -0.0043640137
1.013 1.008 -1.6169434 -0.8843231 0.9756775 0.0326233 0.006210327 -0.0043640137
1.033 1.028 -1.6727905 -0.4769745 0.5601654 0.0326233 0.006210327 -0.0043640137
1.057 1.048 -2.0654144 0.26837158 0.33946228 0.0326233 0.006210327 -0.0043640137
1.074 1.068 -1.9193726 -0.2141571 0.21783447 0.0326233 0.006210327 -0.0043640137
1.091 1.088 -1.4060669 -0.45568848 -0.06689453 0.0326233 0.006210327 -0.0043640137
1.132 1.108 1.2432709 2.6531982 -1.5636597 0.0326233 0.006210327 -0.0043640137
1.152 1.128 1.2187195 0.55558777 -1.5724335 0.0326233 0.006210327 -0.0043640137
