magnetometer-calibrated.txt

All values are in micro-Tesla (uT).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.389 0.383 10.282898 8.102417 -14.784241
0.411 0.403 9.092712 7.7072144 -15.170288
0.432 0.424 10.215759 7.2128296 -14.63623
0.452 0.444 10.617065 7.104492 -14.4592285
0.472 0.464 10.075378 8.718872 -13.931274
0.498 0.484 10.350037 9.233093 -13.417053
0.514 0.504 10.450745 9.266663 -13.319397
0.573 0.524 10.03418 7.751465 -14.801025
0.573 0.544 10.494995 9.068298 -14.84375
0.573 0.565 10.617065 9.432983 -14.784241
0.593 0.585 10.617065 8.5876465 -14.231873
0.611 0.605 10.197449 8.294678 -14.268494
0.630 0.625 10.116577 8.268738 -14.295959
0.653 0.645 10.404968 9.130859 -14.295959
0.676 0.665 11.447144 9.692383 -14.434814
0.693 0.685 11.619568 9.765625 -14.4592285
0.711 0.706 11.030579 8.885193 -14.744568
0.732 0.726 10.65979 8.7677 -14.784241
0.752 0.746 10.617065 8.7677 -14.784241
0.771 0.766 11.51886 8.16803 -13.609314
0.792 0.786 12.956238 7.658386 -12.17804
0.811 0.806 13.122559 7.6034546 -12.016296
0.831 0.826 14.041138 5.4641724 -11.715698
0.853 0.847 14.425659 2.2537231 -11.097717
0.872 0.867 14.457703 1.9454956 -11.038208
0.892 0.887 14.457703 -0.23956299 -11.953735
0.912 0.907 11.521912 -5.4656982 -13.371277
0.932 0.927 11.2854 -5.8761597 -13.48114
0.953 0.947 8.41217 -10.328674 -14.414978
0.973 0.967 4.3533325 -11.94458 -18.59436
0.991 0.987 4.1046143 -12.033081 -18.856812
1.011 1.008 0.036621094 -11.871338 -21.235657
1.031 1.028 -0.71258545 -8.988953 -21.299744
1.057 1.048 -0.7385254 -8.87146 -21.299744
1.072 1.068 -2.7267456 -9.202576 -23.884583
1.091 1.088 -4.2160034 -8.71582 -25.024414
1.132 1.108 -4.2404175 -8.703613 -25.047302
1.152 1.128 -3.0715942 -8.204651 -25.210571
1.152 1.149 -2.5772095 -8.041382 -25.370789
1.191 1.169 -2.5344849 -8.074951 -25.308228
1.211 1.189 -0.76293945 -9.532166 -22.59674
1.230 1.209 -1.5731812 -9.370422 -22.441101
1.251 1.229 -1.6448975 -9.455872 -22.468567
1.271 1.249 -3.2745361 -11.3845825 -23.04535
1.291 1.269 -3.9108276 -11.700439 -22.114563
1.310 1.290 -3.7582397 -11.630249 -22.103882
1.331 1.310 -1.2390137 -10.5911255 -21.896362
1.352 1.330 1.0986328 -11.367798 -21.138
1.371 1.350 1.1245728 -11.180115 -21.110535
1.391 1.370 1.7166138 -9.066772 -20.78247
1.411 1.390 4.772949 -9.370422 -20.48645
1.432 1.410 5.0857544 -9.355164 -20.243835
1.451 1.431 7.9956055 -9.222412 -18.159485
1.471 1.451 8.44574 -9.370422 -19.18335
1.491 1.471 8.248901 -9.487915 -19.067383
1.512 1.491 7.017517 -10.409546 -18.125916
1.532 1.511 8.779907 -10.700989 -17.55371
1.551 1.531 8.644104 -10.7925415 -17.684937
1.573 1.551 7.7545166 -11.34491 -18.508911
1.591 1.572 7.611084 -11.201477 -18.36853
1.611 1.592 7.611084 -10.997009 -18.36853
1.633 1.612 7.4539185 -9.97467 -18.418884
1.651 1.632 6.6101074 -10.534668 -18.693542
1.672 1.652 6.465149 -10.334778 -18.553162
1.692 1.672 5.9783936 -9.80835 -18.078613
1.713 1.692 6.942749 -11.86676 -19.02008
1.732 1.713 6.9107056 -11.708069 -19.11316
1.752 1.733 7.131958 -11.196899 -19.158936
1.772 1.753 8.613586 -11.86676 -17.71698
1.792 1.773 8.473206 -11.727905 -17.921448
1.812 1.793 7.9803467 -11.166382 -18.86444
1.831 1.813 8.113098 -11.035156 -19.508362
1.851 1.833 7.8445435 -10.998535 -19.247437
1.872 1.854 7.1731567 -10.716248 -18.518066
1.893 1.874 7.9452515 -10.202026 -19.02008
1.911 1.894 7.6553345 -10.40802 -18.656921
1.932 1.914 6.651306 -11.325073 -17.755127
1.952 1.934 6.27594 -12.199402 -18.36853
1.972 1.954 7.0281982 -11.538696 -18.496704
1.997 1.974 8.668518 -9.970093 -18.943787
2.012 1.995 7.444763 -10.700989 -19.18335
2.032 2.015 7.777405 -10.559082 -19.229126
2.052 2.035 8.517456 -10.298157 -19.158936
2.073 2.055 8.279419 -10.534668 -18.693542
2.094 2.075 8.128357 -10.987854 -18.545532
2.112 2.095 7.9803467 -11.732483 -17.90924
2.132 2.115 8.44574 -11.035156 -17.228699
2.152 2.136 8.283997 -11.090088 -17.907715
2.173 2.156 7.7835083 -10.935974 -18.875122
2.192 2.176 7.444763 -10.368347 -17.880249
2.212 2.196 7.725525 -9.976196 -18.484497
2.232 2.216 7.8826904 -9.710693 -18.844604
2.252 2.236 7.1105957 -10.700989 -17.228699
2.272 2.256 7.1105957 -9.986877 -17.694092
