magnetometer.txt

All values are in micro-Tesla (uT). Factory calibration and temperature compensation are applied to this measurement
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z estimated-bias-x estimated-bias-y estimated-bias-z
0.393 0.383 27.052307 64.89868 457.39746 16.769043 56.796265 472.1817
0.411 0.403 25.862122 64.50348 457.0114 16.769043 56.796265 472.1817
0.432 0.424 26.985168 64.009094 457.54547 16.769043 56.796265 472.1817
0.451 0.444 27.386475 63.900757 457.72247 16.769043 56.796265 472.1817
0.473 0.464 26.844788 65.51514 458.25043 16.769043 56.796265 472.1817
0.497 0.484 27.119446 66.02936 458.76465 16.769043 56.796265 472.1817
0.515 0.504 27.220154 66.06293 458.8623 16.769043 56.796265 472.1817
0.573 0.524 26.803589 64.54773 457.38068 16.769043 56.796265 472.1817
0.573 0.544 27.264404 65.86456 457.33795 16.769043 56.796265 472.1817
0.573 0.565 27.386475 66.22925 457.39746 16.769043 56.796265 472.1817
0.594 0.585 27.386475 65.38391 457.94983 16.769043 56.796265 472.1817
0.612 0.605 26.966858 65.09094 457.9132 16.769043 56.796265 472.1817
0.632 0.625 26.885986 65.065 457.88574 16.769043 56.796265 472.1817
0.653 0.645 27.174377 65.927124 457.88574 16.769043 56.796265 472.1817
0.677 0.665 28.216553 66.48865 457.7469 16.769043 56.796265 472.1817
0.693 0.685 28.388977 66.56189 457.72247 16.769043 56.796265 472.1817
0.712 0.706 27.799988 65.68146 457.43713 16.769043 56.796265 472.1817
0.733 0.726 27.4292 65.563965 457.39746 16.769043 56.796265 472.1817
0.752 0.746 27.386475 65.563965 457.39746 16.769043 56.796265 472.1817
0.772 0.766 28.288269 64.964294 458.5724 16.769043 56.796265 472.1817
0.793 0.786 29.725647 64.45465 460.00366 16.769043 56.796265 472.1817
0.812 0.806 29.891968 64.39972 460.1654 16.769043 56.796265 472.1817
0.833 0.826 30.810547 62.260437 460.466 16.769043 56.796265 472.1817
0.853 0.847 31.195068 59.049988 461.08398 16.769043 56.796265 472.1817
0.873 0.867 31.227112 58.74176 461.1435 16.769043 56.796265 472.1817
0.893 0.887 31.227112 56.5567 460.22797 16.769043 56.796265 472.1817
0.912 0.907 28.29132 51.330566 458.81042 16.769043 56.796265 472.1817
0.933 0.927 28.05481 50.920105 458.70056 16.769043 56.796265 472.1817
0.956 0.947 25.18158 46.46759 457.76672 16.769043 56.796265 472.1817
0.974 0.967 21.122742 44.851685 453.58734 16.769043 56.796265 472.1817
0.992 0.987 20.874023 44.763184 453.3249 16.769043 56.796265 472.1817
1.012 1.008 16.80603 44.924927 450.94604 16.769043 56.796265 472.1817
1.032 1.028 16.056824 47.807312 450.88196 16.769043 56.796265 472.1817
1.057 1.048 16.030884 47.924805 450.88196 16.769043 56.796265 472.1817
1.073 1.068 14.042664 47.59369 448.29712 16.769043 56.796265 472.1817
1.091 1.088 12.553406 48.080444 447.1573 16.769043 56.796265 472.1817
1.132 1.108 12.528992 48.09265 447.1344 16.769043 56.796265 472.1817
1.152 1.128 13.697815 48.591614 446.97113 16.769043 56.796265 472.1817
1.152 1.149 14.1922 48.754883 446.8109 16.769043 56.796265 472.1817
1.192 1.169 14.234924 48.721313 446.87347 16.769043 56.796265 472.1817
1.214 1.189 16.00647 47.2641 449.58496 16.769043 56.796265 472.1817
1.231 1.209 15.196228 47.425842 449.7406 16.769043 56.796265 472.1817
1.252 1.229 15.124512 47.340393 449.71313 16.769043 56.796265 472.1817
1.273 1.249 13.494873 45.411682 449.13635 16.769043 56.796265 472.1817
1.291 1.269 12.858582 45.095825 450.06714 16.769043 56.796265 472.1817
1.311 1.290 13.011169 45.166016 450.07782 16.769043 56.796265 472.1817
1.336 1.310 15.5303955 46.20514 450.28534 16.769043 56.796265 472.1817
1.353 1.330 17.868042 45.428467 451.0437 16.769043 56.796265 472.1817
1.371 1.350 17.893982 45.61615 451.07117 16.769043 56.796265 472.1817
1.391 1.370 18.486023 47.729492 451.39923 16.769043 56.796265 472.1817
1.411 1.390 21.542358 47.425842 451.69525 16.769043 56.796265 472.1817
1.433 1.410 21.855164 47.4411 451.93787 16.769043 56.796265 472.1817
1.452 1.431 24.765015 47.573853 454.02222 16.769043 56.796265 472.1817
1.471 1.451 25.215149 47.425842 452.99835 16.769043 56.796265 472.1817
1.492 1.471 25.01831 47.30835 453.11432 16.769043 56.796265 472.1817
1.513 1.491 23.786926 46.38672 454.0558 16.769043 56.796265 472.1817
1.532 1.511 25.549316 46.095276 454.628 16.769043 56.796265 472.1817
1.552 1.531 25.413513 46.003723 454.49677 16.769043 56.796265 472.1817
1.574 1.551 24.523926 45.451355 453.6728 16.769043 56.796265 472.1817
1.592 1.572 24.380493 45.594788 453.81317 16.769043 56.796265 472.1817
1.612 1.592 24.380493 45.799255 453.81317 16.769043 56.796265 472.1817
1.635 1.612 24.223328 46.821594 453.76282 16.769043 56.796265 472.1817
1.651 1.632 23.379517 46.261597 453.48816 16.769043 56.796265 472.1817
1.672 1.652 23.234558 46.461487 453.62854 16.769043 56.796265 472.1817
1.693 1.672 22.747803 46.987915 454.1031 16.769043 56.796265 472.1817
1.714 1.692 23.712158 44.929504 453.16162 16.769043 56.796265 472.1817
1.733 1.713 23.680115 45.088196 453.06854 16.769043 56.796265 472.1817
1.753 1.733 23.901367 45.599365 453.02277 16.769043 56.796265 472.1817
1.772 1.753 25.382996 44.929504 454.46472 16.769043 56.796265 472.1817
1.792 1.773 25.242615 45.06836 454.26025 16.769043 56.796265 472.1817
1.813 1.793 24.749756 45.629883 453.31726 16.769043 56.796265 472.1817
1.832 1.813 24.882507 45.76111 452.67334 16.769043 56.796265 472.1817
1.852 1.833 24.613953 45.79773 452.93427 16.769043 56.796265 472.1817
1.872 1.854 23.942566 46.080017 453.66364 16.769043 56.796265 472.1817
1.894 1.874 24.71466 46.59424 453.16162 16.769043 56.796265 472.1817
1.912 1.894 24.424744 46.388245 453.52478 16.769043 56.796265 472.1817
1.933 1.914 23.420715 45.47119 454.42657 16.769043 56.796265 472.1817
1.953 1.934 23.04535 44.596863 453.81317 16.769043 56.796265 472.1817
1.973 1.954 23.797607 45.25757 453.685 16.769043 56.796265 472.1817
1.997 1.974 25.437927 46.82617 453.2379 16.769043 56.796265 472.1817
2.012 1.995 24.214172 46.095276 452.99835 16.769043 56.796265 472.1817
2.032 2.015 24.546814 46.237183 452.95258 16.769043 56.796265 472.1817
2.052 2.035 25.286865 46.498108 453.02277 16.769043 56.796265 472.1817
2.073 2.055 25.048828 46.261597 453.48816 16.769043 56.796265 472.1817
2.094 2.075 24.897766 45.80841 453.63617 16.769043 56.796265 472.1817
2.113 2.095 24.749756 45.06378 454.27246 16.769043 56.796265 472.1817
2.132 2.115 25.215149 45.76111 454.953 16.769043 56.796265 472.1817
2.152 2.136 25.053406 45.706177 454.274 16.769043 56.796265 472.1817
2.173 2.156 24.552917 45.86029 453.30658 16.769043 56.796265 472.1817
