gyroscope-calibrated.txt

All values are in radians/second.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.450 0.444 0.0320282 -0.0047454834 0.020904541
0.471 0.464 0.022537231 0.008483887 0.018295288
0.495 0.484 0.015792847 -0.036575317 0.022399902
0.514 0.504 0.05470276 -9.3078613E-4 -0.013885498
0.573 0.524 0.037109375 0.006225586 -0.011627197
0.573 0.544 0.06826782 0.054397583 -0.014663696
0.573 0.565 0.045181274 0.04295349 -0.0068969727
0.592 0.585 0.021896362 0.04220581 0.0020751953
0.611 0.605 0.020553589 0.02859497 0.0033874512
0.631 0.625 -0.0046691895 0.07420349 0.020751953
0.650 0.645 -0.117004395 0.12670898 0.08831787
0.675 0.665 -0.18592834 0.36157227 0.17047119
0.692 0.685 -0.24899292 0.74890137 0.27246094
0.710 0.706 -0.20690918 1.1191406 0.48587036
0.731 0.726 0.016647339 1.2236786 0.7585602
0.752 0.746 0.4205475 1.6980591 1.447052
0.770 0.766 0.36325073 1.6115723 1.6034088
0.793 0.786 -0.10964966 1.6006622 1.6955719
0.812 0.806 -0.6693573 1.7745209 2.6161194
0.832 0.826 -0.86331177 1.0345764 4.0859222
0.851 0.847 -0.5555725 0.26138306 5.177643
0.871 0.867 -0.123428345 -0.033309937 5.8865967
0.892 0.887 -0.6961975 -0.53170776 6.2248993
0.911 0.907 -2.0448456 -0.83361816 5.5091248
0.931 0.927 -3.037201 -0.7713165 4.7637177
0.952 0.947 -3.0208588 -1.0771027 3.0350037
0.973 0.967 -2.6944427 -0.82528687 1.9091034
0.991 0.987 -2.3020172 -0.8053131 1.3715973
1.012 1.008 -1.6495667 -0.89053345 0.9800415
1.032 1.028 -1.7054138 -0.4831848 0.5645294
1.057 1.048 -2.0980377 0.26216125 0.3438263
1.073 1.068 -1.9519958 -0.22036743 0.22219849
1.091 1.088 -1.4386902 -0.4618988 -0.06253052
1.132 1.108 1.2106476 2.646988 -1.5592957
1.152 1.128 1.1860962 0.54937744 -1.5680695
1.152 1.149 1.9796906 -0.63890076 -1.4931488
1.192 1.169 2.5941162 -1.4826965 -0.99645996
1.214 1.189 -0.002319336 0.40679932 0.6146393
1.231 1.209 0.06694031 -1.6956787 -0.36930847
1.251 1.229 1.4031525 -2.283722 -0.8850708
1.271 1.249 0.8395691 0.6844177 -1.5065002
1.291 1.269 -1.3336182 2.2271118 -1.116684
1.310 1.290 -0.5758972 3.7422943 -1.6396027
1.335 1.310 0.87335205 1.5232239 -0.8467102
1.353 1.330 -0.32691956 0.6694031 0.19953918
1.370 1.350 -1.2865753 4.3329315 0.5556488
1.391 1.370 -0.52705383 8.866409 0.07989502
1.411 1.390 -0.8001251 4.752121 -0.07247925
1.432 1.410 -1.5514832 -0.26452637 -0.014221191
1.451 1.431 1.6819763 -1.1404724 0.39033508
1.470 1.451 1.4411163 -0.6172638 0.2909851
1.492 1.471 -0.15312195 -0.46138 0.02406311
1.512 1.491 -0.51856995 2.7766724 0.017578125
1.532 1.511 -0.07675171 -0.99897766 -0.04307556
1.551 1.531 0.710968 -1.1400146 0.010925293
1.572 1.551 -0.5152588 0.85258484 0.0038757324
1.591 1.572 -0.15081787 0.6339874 0.002166748
1.611 1.592 0.32191467 -0.97950745 0.013336182
1.633 1.612 -0.028686523 0.0974884 0.0027313232
1.651 1.632 -0.20533752 0.54730225 8.69751E-4
1.671 1.652 0.1325531 -0.38430786 0.010498047
1.692 1.672 0.0418396 -0.089019775 0.0070495605
1.713 1.692 -0.11856079 0.28822327 2.1362305E-4
1.731 1.713 0.059051514 -0.14953613 0.0057373047
1.752 1.733 0.009857178 -0.029434204 0.0061798096
1.771 1.753 -0.041641235 0.09700012 0.0044555664
1.792 1.773 0.023849487 -0.056884766 0.0046844482
1.812 1.793 -0.0037841797 0.0077209473 0.0057525635
1.832 1.813 -0.017837524 0.037872314 0.0068206787
1.852 1.833 0.013916016 -0.030731201 0.007659912
1.872 1.854 -0.011550903 0.017745972 0.007659912
1.892 1.874 -0.004348755 -3.0517578E-4 0.0074310303
1.912 1.894 8.8500977E-4 0.0049591064 0.007385254
1.933 1.914 -1.6784668E-4 0.00440979 0.010070801
1.952 1.934 -0.0037078857 0.0060577393 0.010345459
1.972 1.954 0.0010528564 0.003768921 0.008453369
1.997 1.974 -0.0033721924 0.0071258545 0.007659912
2.012 1.995 -0.0028686523 4.5776367E-5 0.007385254
2.032 2.015 -0.0024414063 0.007171631 0.007507324
2.052 2.035 -5.950928E-4 0.002746582 0.009796143
2.071 2.055 -0.0036468506 0.0015106201 0.010101318
2.093 2.075 -0.0043029785 0.0045318604 0.010864258
2.113 2.095 -0.0038452148 0.005554199 0.011520386
2.132 2.115 -0.001953125 6.1035156E-5 0.013000488
2.152 2.136 -0.0065612793 0.006668091 0.01335144
2.173 2.156 -0.0039978027 4.8828125E-4 0.0140686035
2.192 2.176 -0.004714966 0.0015563965 0.0140686035
2.212 2.196 -0.00579834 -2.4414063E-4 0.014434814
2.232 2.216 -0.0068359375 -0.0023040771 0.015136719
2.252 2.236 -0.0039978027 0.0022583008 0.01550293
2.272 2.256 -0.0029754639 -0.0021514893 0.016601563
2.293 2.277 -0.0051879883 -0.0012969971 0.01612854
2.312 2.297 -0.005630493 0.0030212402 0.0152282715
2.332 2.317 -0.0031280518 -0.0035858154 0.016067505
2.353 2.337 -0.0061950684 0.0014801025 0.015274048
2.373 2.357 -0.005645752 0.0018463135 0.01687622
2.393 2.377 -0.0032348633 -0.0015869141 0.01663208
2.413 2.397 -0.004272461 0.0018615723 0.018127441
2.432 2.418 -0.005584717 -9.0026855E-4 0.018997192
2.453 2.438 -0.005859375 0.0020599365 0.019226074
2.472 2.458 -0.006362915 0.005554199 0.020477295
2.493 2.478 -0.003036499 -0.003326416 0.02003479
2.512 2.498 -0.0059661865 -1.0681152E-4 0.018951416
2.535 2.518 -0.0066986084 0.0028686523 0.018341064
2.553 2.538 -0.003189087 7.9345703E-4 0.016494751
2.572 2.559 -0.0035552979 0.0029754639 0.0140686035
2.594 2.579 -0.005203247 0.003616333 0.015029907
2.613 2.599 -0.0062713623 0.0031585693 0.016693115
2.632 2.619 -0.0073547363 0.002090454 0.016784668
2.653 2.639 -0.0069274902 0.004486084 0.015716553
2.673 2.659 -0.005279541 0.0018310547 0.015655518
2.693 2.679 -0.008377075 0.0032806396 0.015686035
2.713 2.700 -0.0059661865 0.010192871 0.015670776
2.733 2.720 6.2561035E-4 0.0066833496 0.01725769
2.754 2.740 -0.0037078857 -0.0025482178 0.016189575
2.773 2.760 -0.010070801 -0.0019836426 0.015151978
2.793 2.780 -0.010025024 1.5258789E-4 0.015670776
2.813 2.800 -0.005126953 0.002380371 0.014022827
2.833 2.820 -0.0014801025 0.0033111572 0.014678955
2.853 2.841 -0.006088257 3.0517578E-5 0.014526367
2.872 2.861 -0.009399414 0.0072784424 0.011856079
2.893 2.881 -0.0016021729 0.0064697266 0.011444092
2.912 2.901 -8.392334E-4 -0.013168335 0.010772705
2.932 2.921 -0.016113281 -0.004180908 0.00680542
2.953 2.941 -0.014923096 0.014984131 0.005050659
2.973 2.961 9.765625E-4 0.009262085 0.0073394775
2.993 2.982 -0.0041046143 0.007232666 0.006881714
