accelerometer.txt

All values are in SI units (m/s^2).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.339 0.326 0.39207458 6.9768524 6.935562
0.359 0.346 0.2785797 7.0030518 6.8635406
0.379 0.367 0.18518066 7.024658 6.9466095
0.400 0.387 0.28141785 6.976364 7.0451813
0.420 0.407 0.34155273 6.9532013 6.822098
0.439 0.427 0.34721375 6.9511414 6.614197
0.459 0.447 0.3815155 6.8860474 6.800522
0.479 0.467 0.24409485 6.883896 7.069519
0.507 0.487 0.09033203 6.9244537 7.0217743
0.554 0.508 0.11199951 6.956894 6.6686096
0.554 0.528 0.18330383 6.936325 6.546158
0.560 0.548 0.2281189 6.872864 6.875885
0.579 0.568 0.10366821 6.8702393 7.087204
0.599 0.588 -0.115997314 6.9370117 6.9538574
0.619 0.608 -0.19602966 6.9986115 6.8146973
0.639 0.628 -0.0617218 7.0299683 6.814911
0.659 0.649 0.06982422 7.0432587 6.926193
0.679 0.669 0.12440491 7.0355988 6.9704285
0.699 0.689 0.17785645 6.9816895 6.9180145
0.719 0.709 0.21308899 6.9227905 6.836197
0.739 0.729 0.24723816 6.881317 7.0210266
0.759 0.749 0.38464355 6.8612366 7.240082
0.781 0.769 0.43112183 6.87529 7.0539856
0.799 0.790 0.29026794 6.895523 6.869751
0.819 0.810 0.12484741 6.921692 6.9186707
0.841 0.830 0.09301758 6.907013 6.9805756
0.863 0.850 0.1285553 6.9055176 6.9278717
0.880 0.870 0.1487732 6.9034576 6.9240417
0.900 0.890 0.18141174 6.9128113 6.933197
0.920 0.910 0.091049194 6.9710083 6.7340546
0.940 0.931 -0.032302856 7.029648 6.654587
0.960 0.951 0.0028533936 7.044876 6.8407745
0.980 0.971 0.12524414 7.023819 6.887375
0.999 0.991 0.027328491 6.971924 6.785782
1.020 1.011 -0.1477356 6.9684143 6.889984
1.040 1.031 -0.03717041 6.9837646 6.9274445
1.060 1.051 0.2481842 6.9576874 6.813614
1.081 1.072 0.3355713 6.956894 6.7625275
1.100 1.092 0.24005127 6.9794617 6.824875
1.120 1.112 0.18009949 7.020157 6.961075
1.140 1.132 0.17056274 7.009857 6.9938354
1.160 1.152 0.20832825 6.9770355 7.066635
1.180 1.172 0.2688141 6.9695587 7.0317383
1.200 1.192 0.33015442 6.9198303 6.97435
1.220 1.213 0.35862732 6.8594055 7.0148926
1.241 1.233 0.24958801 6.863205 7.0529327
1.261 1.253 0.24571228 6.8582306 6.9407654
1.280 1.273 0.2637787 6.913254 6.8477325
1.300 1.293 0.15118408 6.904297 6.7436676
1.322 1.313 0.13378906 6.887039 6.779236
1.340 1.333 0.17536926 6.9186554 6.820221
1.360 1.354 0.13737488 6.953415 6.827896
1.381 1.374 0.05393982 7.018219 6.8014984
1.400 1.394 0.0152282715 6.9983215 6.664215
1.421 1.414 -0.011962891 7.020355 6.63356
1.441 1.434 0.17822266 6.970993 6.841263
1.460 1.454 0.26463318 6.8841248 7.1218414
1.480 1.474 0.25506592 6.9073334 6.9563904
1.501 1.495 0.24325562 6.975937 6.656372
1.522 1.515 0.26231384 7.0472565 6.588501
1.541 1.535 0.34701538 7.0606995 6.562805
1.561 1.555 0.4033661 7.066452 6.7105103
1.580 1.575 0.31466675 7.1716614 6.810211
1.602 1.595 0.2678833 7.277069 6.619934
1.621 1.615 0.3096161 7.3996124 6.3907013
1.641 1.636 0.4417572 7.462494 6.142029
