magnetometer-calibrated.txt

All values are in micro-Tesla (uT).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.400 0.387 9.361267 -37.74109 -17.144775
0.420 0.407 9.950256 -37.667847 -16.912842
0.440 0.427 9.78241 -36.99341 -15.925598
0.462 0.447 9.867859 -37.768555 -16.177368
0.488 0.467 10.717773 -37.38556 -16.496277
0.508 0.487 11.451721 -36.328125 -16.577148
0.554 0.508 10.562134 -37.216187 -16.401672
0.554 0.528 9.957886 -38.16986 -16.078186
0.562 0.548 10.116577 -38.3255 -15.925598
0.579 0.568 10.116577 -37.77771 -16.104126
0.599 0.588 9.5703125 -37.32605 -16.073608
0.620 0.608 9.114075 -37.32605 -15.925598
0.639 0.628 9.490967 -37.138367 -15.556335
0.660 0.649 10.623169 -36.1557 -16.27655
0.680 0.669 11.2854 -35.49652 -17.06543
0.699 0.689 11.672974 -37.239075 -17.06543
0.720 0.709 11.088562 -38.204956 -17.158508
0.740 0.729 10.450745 -37.99286 -17.228699
0.760 0.749 9.950256 -37.29706 -16.934204
0.781 0.769 10.406494 -35.84137 -15.965271
0.800 0.790 10.951233 -35.16388 -15.435791
0.820 0.810 10.951233 -35.983276 -15.835571
0.842 0.830 10.746765 -36.29303 -16.285706
0.865 0.850 10.617065 -36.161804 -16.41388
0.881 0.870 10.51178 -36.47766 -16.104126
0.901 0.890 9.719849 -37.182617 -15.6188965
0.922 0.910 9.281921 -37.493896 -15.435791
0.942 0.931 9.928894 -37.278748 -16.279602
0.961 0.951 10.710144 -37.374878 -16.529846
0.981 0.971 10.951233 -37.493896 -16.41388
1.001 0.991 11.172485 -37.9364 -17.280579
1.023 1.011 10.296631 -36.95526 -17.17987
1.041 1.031 9.78241 -36.328125 -16.90216
1.061 1.051 10.919189 -36.782837 -16.012573
1.082 1.072 11.901855 -37.217712 -16.25824
1.101 1.092 12.120056 -37.32605 -16.577148
1.121 1.112 11.535645 -36.746216 -16.462708
1.142 1.132 10.47821 -36.380005 -16.07666
1.161 1.152 10.116577 -36.328125 -15.925598
1.181 1.172 10.713196 -37.400818 -15.574646
1.201 1.192 11.657715 -36.65161 -15.666199
1.221 1.213 11.953735 -36.161804 -15.762329
1.242 1.233 10.733032 -36.405945 -16.474915
1.262 1.253 9.80072 -37.216187 -15.562439
1.282 1.273 9.616089 -37.493896 -15.110779
1.301 1.293 10.862732 -36.250305 -16.326904
1.323 1.313 10.914612 -36.44409 -16.859436
1.341 1.333 10.784912 -36.660767 -16.90216
1.360 1.354 10.91156 -37.55188 -16.777039
1.381 1.374 9.942627 -37.324524 -16.246033
1.402 1.394 9.616089 -37.15973 -16.087341
1.423 1.414 10.658264 -37.15973 -16.595459
1.441 1.434 9.791565 -36.51886 -17.366028
1.461 1.454 9.448242 -36.328125 -17.55371
1.481 1.474 10.247803 -36.860657 -15.731812
1.501 1.495 10.186768 -36.99341 -17.066956
1.524 1.515 10.116577 -36.99341 -17.55371
1.542 1.535 9.843445 -36.45172 -15.9591675
1.561 1.555 10.319519 -36.865234 -16.911316
1.581 1.575 10.450745 -36.99341 -17.228699
1.602 1.595 11.282349 -36.164856 -17.228699
1.622 1.615 9.803772 -36.816406 -16.693115
1.642 1.636 9.448242 -36.99341 -16.577148
1.661 1.656 10.298157 -36.71112 -15.46936
1.682 1.676 9.750366 -37.080383 -16.50238
1.701 1.696 9.616089 -37.15973 -16.738892
1.721 1.716 10.192871 -38.02643 -16.738892
1.741 1.736 10.282898 -37.590027 -17.295837
1.761 1.756 10.282898 -37.493896 -17.390442
1.781 1.777 12.051392 -37.493896 -17.103577
1.802 1.797 11.558533 -36.769104 -17.207336
1.822 1.817 11.451721 -36.660767 -17.228699
1.842 1.837 11.151123 -36.660767 -17.520142
1.862 1.857 10.375977 -36.808777 -17.407227
1.886 1.877 10.282898 -36.827087 -17.390442
1.902 1.897 10.894775 -36.216736 -16.194153
1.922 1.918 10.951233 -37.971497 -16.67633
1.942 1.938 10.951233 -38.15918 -16.738892
1.962 1.958 11.262512 -37.22534 -17.651367
1.984 1.978 12.208557 -37.776184 -18.617249
