gyroscope.txt

All values are in radians/second. Factory calibration and temperature compensation are still applied to the rate of rotation (angular speeds).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z estimated-drift-x estimated-drift-y estimated-drift-z
0.460 0.437 -0.083862305 0.5510254 1.2078094 0.0326233 0.006210327 -0.0043640137
0.482 0.457 0.06515503 0.59687805 1.1976776 0.0326233 0.006210327 -0.0043640137
0.539 0.477 0.15583801 0.4458313 1.1526184 0.0326233 0.006210327 -0.0043640137
0.539 0.497 0.1060791 0.3713379 1.1067505 0.0326233 0.006210327 -0.0043640137
0.543 0.517 0.06982422 0.4081421 1.0479431 0.0326233 0.006210327 -0.0043640137
0.561 0.537 0.035858154 0.48846436 0.9922333 0.0326233 0.006210327 -0.0043640137
0.581 0.558 -0.0025787354 0.5749817 0.95314026 0.0326233 0.006210327 -0.0043640137
0.600 0.578 0.059524536 0.5452423 0.8886261 0.0326233 0.006210327 -0.0043640137
0.621 0.598 0.1878357 0.47888184 0.78189087 0.0326233 0.006210327 -0.0043640137
0.640 0.618 0.26927185 0.44656372 0.7101898 0.0326233 0.006210327 -0.0043640137
0.660 0.638 0.32940674 0.4780426 0.6567383 0.0326233 0.006210327 -0.0043640137
0.680 0.658 0.30641174 0.5371094 0.64009094 0.0326233 0.006210327 -0.0043640137
0.701 0.678 0.28709412 0.58403015 0.6168823 0.0326233 0.006210327 -0.0043640137
0.721 0.699 0.34695435 0.61605835 0.58898926 0.0326233 0.006210327 -0.0043640137
0.741 0.719 0.3343048 0.6308594 0.5798645 0.0326233 0.006210327 -0.0043640137
0.761 0.739 0.22488403 0.59690857 0.5560303 0.0326233 0.006210327 -0.0043640137
0.782 0.759 0.010513306 0.55992126 0.5272522 0.0326233 0.006210327 -0.0043640137
0.802 0.779 -0.20129395 0.40393066 0.46731567 0.0326233 0.006210327 -0.0043640137
0.821 0.799 -0.1010437 0.33595276 0.36372375 0.0326233 0.006210327 -0.0043640137
0.841 0.819 0.21481323 0.46195984 0.32418823 0.0326233 0.006210327 -0.0043640137
0.861 0.840 0.42289734 0.5843353 0.38259888 0.0326233 0.006210327 -0.0043640137
0.881 0.860 0.41600037 0.6706085 0.5201721 0.0326233 0.006210327 -0.0043640137
0.906 0.880 0.21505737 0.6687317 0.6475067 0.0326233 0.006210327 -0.0043640137
0.924 0.900 0.0987854 0.38179016 0.6055908 0.0326233 0.006210327 -0.0043640137
0.941 0.920 0.25222778 0.028686523 0.54953 0.0326233 0.006210327 -0.0043640137
0.961 0.940 0.4996643 0.005722046 0.53515625 0.0326233 0.006210327 -0.0043640137
0.981 0.960 0.5696869 0.19859314 0.5555115 0.0326233 0.006210327 -0.0043640137
1.003 0.981 0.52957153 0.38650513 0.6031952 0.0326233 0.006210327 -0.0043640137
1.021 1.001 0.5253601 0.4308014 0.6040344 0.0326233 0.006210327 -0.0043640137
1.041 1.021 0.50112915 0.31108093 0.5826111 0.0326233 0.006210327 -0.0043640137
1.062 1.041 0.42266846 0.13911438 0.53222656 0.0326233 0.006210327 -0.0043640137
1.082 1.061 0.29655457 -0.0393219 0.44906616 0.0326233 0.006210327 -0.0043640137
1.102 1.081 0.13137817 -0.0914917 0.40252686 0.0326233 0.006210327 -0.0043640137
1.122 1.101 0.018127441 -0.019302368 0.44213867 0.0326233 0.006210327 -0.0043640137
