magnetometer-calibrated.txt

All values are in micro-Tesla (uT).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.379 0.356 -30.664063 -17.658997 -39.05487
0.400 0.376 -32.28302 -16.035461 -39.071655
0.420 0.396 -31.63147 -16.358948 -39.70642
0.446 0.417 -31.654358 -16.314697 -39.738464
0.460 0.437 -32.299805 -14.99176 -40.68451
0.481 0.457 -32.299805 -14.030457 -40.68451
0.537 0.477 -32.276917 -13.912964 -40.707397
0.538 0.497 -31.799316 -11.517334 -41.17279
0.544 0.517 -31.799316 -11.201477 -41.17279
0.560 0.537 -31.921387 -11.181641 -41.192627
0.580 0.558 -33.683777 -10.836792 -41.508484
0.600 0.578 -31.965637 -10.368347 -41.66107
0.620 0.598 -32.066345 -10.295105 -41.732788
0.640 0.618 -33.276367 -9.344482 -42.58728
0.660 0.638 -32.96814 -9.037781 -41.98761
0.680 0.658 -32.86743 -8.908081 -42.0578
0.700 0.678 -31.814575 -7.525635 -42.87567
0.720 0.699 -31.965637 -7.373047 -43.615723
0.741 0.719 -31.715393 -7.4905396 -43.533325
0.760 0.739 -29.63562 -8.470154 -42.767334
0.781 0.759 -31.130981 -7.873535 -42.47589
0.800 0.779 -31.019592 -7.836914 -42.549133
0.821 0.799 -30.264282 -7.48291 -43.22052
0.841 0.819 -31.297302 -7.0404053 -43.94226
0.860 0.840 -31.085205 -7.0404053 -43.94226
0.880 0.860 -29.585266 -7.0404053 -43.68286
0.901 0.880 -29.293823 -7.0404053 -41.98761
0.922 0.900 -29.341125 -7.0877075 -42.16919
0.941 0.920 -29.605103 -7.397461 -43.455505
0.961 0.940 -29.460144 -7.5393677 -44.430542
0.980 0.960 -29.38385 -7.4127197 -44.204712
1.002 0.981 -29.092407 -6.7871094 -43.092346
1.021 1.001 -29.794312 -7.206726 -43.77899
1.042 1.021 -29.600525 -7.1792603 -43.696594
1.061 1.041 -28.76892 -7.183838 -43.15033
1.082 1.061 -29.460144 -7.873535 -42.47589
1.102 1.081 -29.638672 -7.696533 -42.64984
1.122 1.101 -30.584717 -6.8740845 -43.45398
1.142 1.122 -31.130981 -6.8740845 -43.45398
1.162 1.142 -30.940247 -7.130432 -43.141174
1.182 1.162 -30.325317 -7.8811646 -41.95099
1.202 1.182 -31.130981 -6.541443 -42.47589
1.222 1.202 -31.199646 -6.2713623 -42.741394
1.242 1.222 -31.291199 -5.316162 -43.608093
