gyroscope-calibrated.txt

All values are in radians/second.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.464 0.437 0.14697266 0.1695404 0.761322
0.480 0.458 0.14820862 0.27157593 0.81825256
0.499 0.478 0.115859985 0.38026428 0.8732605
0.520 0.498 0.10643005 0.44892883 0.88500977
0.588 0.518 0.15193176 0.48272705 0.91267395
0.588 0.538 0.15440369 0.5087433 0.9595947
0.589 0.558 0.15937805 0.51600647 0.967926
0.598 0.578 0.23374939 0.554657 0.94714355
0.618 0.599 0.3656311 0.60472107 0.92585754
0.638 0.619 0.41392517 0.6541443 0.95777893
0.659 0.639 0.3217163 0.6726837 1.0173645
0.678 0.659 0.20153809 0.7130432 1.0892639
0.698 0.679 0.10836792 0.7443085 1.1003265
0.719 0.699 0.110839844 0.76205444 1.0532227
0.738 0.719 0.22320557 0.7768707 0.99154663
0.758 0.740 0.39709473 0.79460144 0.9555664
0.778 0.760 0.49458313 0.79522705 0.9674072
0.798 0.780 0.47265625 0.82751465 1.0441895
0.822 0.800 0.4482727 0.86125183 1.1169128
0.838 0.820 0.4075775 0.9597931 1.1850891
0.858 0.840 0.32096863 0.9682007 1.2291412
0.878 0.860 0.24655151 0.8744049 1.2597656
0.898 0.881 0.24142456 0.7385559 1.2696991
0.920 0.901 0.24645996 0.7328491 1.2807007
0.938 0.921 0.1404419 0.7914734 1.2859955
0.958 0.941 0.022491455 0.7704468 1.2783203
0.978 0.961 -0.03768921 0.71894836 1.2844696
0.999 0.981 -0.076660156 0.6910248 1.2949524
1.021 1.001 -0.09277344 0.7130585 1.3243713
1.039 1.022 -0.1027832 0.75634766 1.3699188
1.060 1.042 -0.114151 0.7779999 1.3987579
1.079 1.062 -0.09675598 0.776947 1.3777008
1.099 1.082 -0.07310486 0.7324219 1.360733
1.121 1.102 -0.062469482 0.6818695 1.3488007
1.140 1.122 -0.046066284 0.6837921 1.310669
1.159 1.142 0.019592285 0.6675415 1.2438049
1.182 1.163 0.12902832 0.645813 1.168747
1.204 1.183 0.2151947 0.6581421 1.1073608
1.220 1.203 0.23951721 0.6663666 1.026886
1.239 1.223 0.2217865 0.7110138 0.9423981
1.259 1.243 0.16520691 0.71110535 0.8620758
1.280 1.263 0.104537964 0.65489197 0.8119507
1.300 1.283 0.09761047 0.6343384 0.78404236
1.320 1.304 0.11816406 0.6192932 0.7234955
1.340 1.324 0.19444275 0.588562 0.59150696
1.360 1.344 0.3440094 0.49241638 0.5283203
1.381 1.364 0.39915466 0.2753296 0.66612244
1.400 1.384 0.4185791 0.28933716 0.7303772
1.420 1.404 0.48817444 0.309906 0.7087097
1.441 1.424 0.55503845 0.33428955 0.6815033
1.460 1.445 0.5540161 0.3834839 0.6946411
1.479 1.465 0.4305725 0.44236755 0.6908264
1.501 1.485 0.19587708 0.4212036 0.6864624
1.521 1.505 -0.048339844 0.24534607 0.6722107
1.540 1.525 -0.15032959 0.062210083 0.58457947
1.560 1.545 0.017181396 0.044906616 0.47183228
1.582 1.565 0.2659607 0.17451477 0.4060974
1.600 1.586 0.33885193 0.29655457 0.42062378
1.621 1.606 0.27433777 0.29266357 0.48651123
1.640 1.626 0.19668579 0.18341064 0.57810974
1.661 1.646 0.15525818 0.09094238 0.65470886
1.680 1.666 0.12338257 0.11657715 0.6915283
1.700 1.686 0.08358765 0.22027588 0.6746063
1.720 1.706 0.03807068 0.31835938 0.6276398
1.741 1.727 -0.015625 0.374588 0.5865936
1.765 1.747 -0.07879639 0.36643982 0.5620575
1.781 1.767 -0.13059998 0.32106018 0.5777283
1.801 1.787 -0.15385437 0.25279236 0.5996704
1.821 1.807 -0.19581604 0.20085144 0.5404358
1.841 1.827 -0.24989319 0.19647217 0.431427
1.862 1.847 -0.26805115 0.22523499 0.3240204
1.882 1.868 -0.21270752 0.27398682 0.21513367
1.901 1.888 -0.10102844 0.29866028 0.12657166
1.921 1.908 -0.004623413 0.278656 0.09364319
1.941 1.928 0.051834106 0.22071838 0.08709717
1.961 1.948 0.0700531 0.13139343 0.058670044
1.982 1.968 0.07563782 0.042526245 0.027511597
2.001 1.988 0.12528992 0.00390625 0.008758545
2.021 2.009 0.18904114 0.022659302 -9.460449E-4
2.044 2.029 0.1812439 0.03112793 0.008392334
2.061 2.049 0.12062073 -0.001373291 -0.0053253174
2.083 2.069 0.061080933 -0.107040405 -0.07119751
2.102 2.089 0.025726318 -0.23216248 -0.15348816
2.123 2.109 0.010116577 -0.25857544 -0.1882782
2.141 2.129 0.033065796 -0.13609314 -0.14764404
2.161 2.150 0.10368347 -0.028503418 -0.08465576
2.182 2.170 0.12767029 -0.043624878 -0.0692749
2.203 2.190 0.03100586 -0.112075806 -0.12568665
2.222 2.210 -0.1968689 -0.17518616 -0.2524414
2.242 2.230 -0.48454285 -0.19369507 -0.41932678
2.262 2.250 -0.64193726 -0.17774963 -0.57728577
2.282 2.270 -0.61380005 -0.15458679 -0.6810608
2.301 2.291 -0.46917725 -0.12582397 -0.71310425
2.326 2.311 -0.27064514 -0.083236694 -0.6936188
2.344 2.331 -0.025466919 0.0113220215 -0.62390137
2.363 2.351 0.2062378 0.061538696 -0.4998932
2.383 2.371 0.35494995 -0.029266357 -0.388031
2.401 2.391 0.40023804 -0.20721436 -0.36608887
2.424 2.411 0.26843262 -0.34254456 -0.42703247
2.442 2.432 -0.08760071 -0.34765625 -0.5276184
2.462 2.452 -0.45721436 -0.2715454 -0.6356354
2.482 2.472 -0.6131592 -0.21281433 -0.70285034
2.501 2.492 -0.53689575 -0.19364929 -0.6691284
2.523 2.512 -0.35263062 -0.18191528 -0.5774994
2.541 2.532 -0.20629883 -0.12333679 -0.48043823
2.562 2.552 -0.15208435 -0.02961731 -0.38632202
2.582 2.572 -0.13746643 0.009094238 -0.32099915
2.601 2.593 -0.11515808 -0.054656982 -0.31001282
2.623 2.613 -0.104003906 -0.14691162 -0.33172607
2.642 2.633 -0.1411438 -0.20730591 -0.35961914
2.662 2.653 -0.27236938 -0.23532104 -0.35057068
2.683 2.673 -0.34162903 -0.20327759 -0.33374023
2.705 2.693 -0.28302002 -0.18676758 -0.33584595
2.722 2.713 -0.20857239 -0.19584656 -0.30288696
2.742 2.734 -0.18113708 -0.1874237 -0.22125244
2.762 2.754 -0.22676086 -0.13578796 -0.13830566
2.782 2.774 -0.30786133 -0.057922363 -0.08691406
2.802 2.794 -0.35099792 0.015411377 -0.044555664
2.823 2.814 -0.29248047 0.089141846 0.039138794
2.842 2.834 -0.14633179 0.19740295 0.17100525
2.864 2.854 -0.054519653 0.34075928 0.3093872
2.883 2.875 -0.15621948 0.38572693 0.40571594
2.902 2.895 -0.41319275 0.14483643 0.37164307
2.923 2.915 -0.49971008 -0.21281433 0.18103027
2.943 2.935 -0.37809753 -0.4202118 -0.052505493
2.963 2.955 -0.15814209 -0.2835083 -0.15866089
2.983 2.975 0.16322327 0.18211365 -0.038208008
3.003 2.995 0.4515381 0.62371826 0.22183228
3.026 3.016 0.67134094 0.7289734 0.4570465
3.047 3.036 0.7936554 0.45274353 0.5845032
3.066 3.056 0.7507782 0.052734375 0.5582123
3.089 3.076 0.5334625 -0.21211243 0.36471558
3.103 3.096 0.23017883 -0.2331543 0.12231445
