gyroscope-calibrated.txt

All values are in radians/second.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.446 0.417 -0.17280579 0.4777069 1.2011414
0.460 0.437 -0.116485596 0.54481506 1.2121735
0.483 0.457 0.03253174 0.5906677 1.2020416
0.539 0.477 0.12321472 0.43962097 1.1569824
0.539 0.497 0.07345581 0.36512756 1.1111145
0.544 0.517 0.037200928 0.40193176 1.0523071
0.560 0.537 0.0032348633 0.48225403 0.9965973
0.580 0.558 -0.035202026 0.56877136 0.9575043
0.600 0.578 0.026901245 0.539032 0.8929901
0.621 0.598 0.1552124 0.4726715 0.7862549
0.639 0.618 0.23664856 0.4403534 0.71455383
0.660 0.638 0.29678345 0.47183228 0.6611023
0.680 0.658 0.27378845 0.53089905 0.64445496
0.701 0.678 0.25447083 0.5778198 0.62124634
0.721 0.699 0.31433105 0.609848 0.5933533
0.740 0.719 0.30168152 0.62464905 0.5842285
0.761 0.739 0.19226074 0.59069824 0.5603943
0.781 0.759 -0.022109985 0.55371094 0.5316162
0.801 0.779 -0.23391724 0.39772034 0.4716797
0.821 0.799 -0.13366699 0.32974243 0.36808777
0.841 0.819 0.18218994 0.4557495 0.32855225
0.861 0.840 0.39027405 0.578125 0.3869629
0.880 0.860 0.38337708 0.6643982 0.52453613
0.901 0.880 0.18243408 0.66252136 0.6518707
0.921 0.900 0.06616211 0.37557983 0.60995483
0.940 0.920 0.21960449 0.022476196 0.55389404
0.961 0.940 0.46704102 -4.8828125E-4 0.53952026
0.981 0.960 0.5370636 0.19238281 0.5598755
1.003 0.981 0.49694824 0.3802948 0.6075592
1.021 1.001 0.49273682 0.42459106 0.60839844
1.042 1.021 0.46850586 0.3048706 0.5869751
1.061 1.041 0.39004517 0.13290405 0.5365906
1.082 1.061 0.26393127 -0.045532227 0.45343018
1.102 1.081 0.09875488 -0.09770203 0.40689087
1.121 1.101 -0.01449585 -0.025512695 0.4465027
1.141 1.122 -0.07235718 0.0574646 0.4676361
1.162 1.142 -0.030380249 0.09877014 0.42276
1.182 1.162 0.07519531 0.027999878 0.33372498
1.203 1.182 0.11354065 -0.09776306 0.2185669
1.222 1.202 -0.10202026 0.005279541 0.16680908
1.242 1.222 -0.2206726 0.034317017 0.19734192
1.263 1.242 -0.049484253 -0.047042847 0.13139343
1.283 1.263 0.14788818 -0.12617493 0.02607727
1.303 1.283 0.16549683 -0.12947083 -0.042999268
1.322 1.303 0.05859375 -0.106918335 -0.079833984
1.343 1.323 -0.012145996 -0.16244507 -0.17585754
1.362 1.343 0.023727417 -0.24485779 -0.28523254
1.382 1.363 0.085357666 -0.25769043 -0.3489685
1.402 1.383 0.10450745 -0.16349792 -0.32444763
1.423 1.404 0.120895386 -0.07899475 -0.27703857
1.442 1.424 0.06863403 -0.13690186 -0.26657104
1.463 1.444 -0.072769165 -0.2348938 -0.287735
1.482 1.464 -0.32626343 -0.3808899 -0.39318848
1.504 1.484 -0.6302185 -0.5447693 -0.60006714
1.524 1.504 -0.80140686 -0.56703186 -0.79867554
1.543 1.524 -0.69818115 -0.34388733 -0.83947754
1.567 1.545 -0.26071167 -0.006500244 -0.71995544
1.583 1.565 0.18305969 0.22973633 -0.4951172
1.603 1.585 0.31385803 0.23600769 -0.344635
1.623 1.605 0.24229431 0.11357117 -0.3247223
1.643 1.625 0.066589355 -0.032684326 -0.40089417
1.666 1.645 -0.13052368 -0.09033203 -0.49891663
1.683 1.665 -0.21794128 -0.07269287 -0.5949249
1.703 1.685 -0.14221191 -0.01663208 -0.6065979
1.723 1.706 -0.017318726 0.031906128 -0.5379181
1.743 1.726 0.024490356 0.054840088 -0.44140625
1.764 1.746 -0.034332275 0.0418396 -0.33813477
1.783 1.766 -0.067733765 -0.015090942 -0.25737
1.804 1.786 -0.06350708 -0.041290283 -0.19616699
1.825 1.806 -0.046722412 0.021560669 -0.13150024
1.843 1.826 -0.039413452 0.115448 -0.038360596
1.864 1.847 -0.06072998 0.12620544 0.048538208
1.884 1.867 -0.05545044 0.08494568 0.09893799
1.904 1.887 -0.03363037 0.09640503 0.1435852
1.924 1.907 -0.023849487 0.10961914 0.19781494
1.945 1.927 0.022567749 0.086639404 0.22010803
1.965 1.947 0.07859802 0.053833008 0.21577454
1.984 1.967 0.08027649 0.06951904 0.19172668
2.004 1.988 0.029891968 0.1000061 0.16323853
2.027 2.008 -0.0051574707 0.103897095 0.114852905
2.044 2.028 0.009246826 0.109558105 0.06236267
2.065 2.048 0.07295227 0.15197754 0.03703308
2.084 2.068 0.13432312 0.28414917 0.07563782
2.106 2.088 0.11079407 0.40682983 0.16477966
2.124 2.108 -0.005264282 0.36553955 0.25726318
2.144 2.129 -0.11286926 0.18084717 0.3008728
2.165 2.149 -0.2054596 -0.044815063 0.25135803
2.185 2.169 -0.28271484 -0.16282654 0.16137695
2.208 2.189 -0.24986267 -0.12960815 0.10910034
2.225 2.209 -0.054656982 0.04953003 0.14459229
2.245 2.229 0.20411682 0.2122345 0.23835754
2.265 2.249 0.30895996 0.20521545 0.28352356
2.286 2.270 0.21951294 0.06262207 0.23825073
2.308 2.290 0.084854126 -0.13000488 0.12260437
2.325 2.310 0.030426025 -0.2659912 -0.0061950684
2.345 2.330 0.057144165 -0.2723999 -0.100631714
2.366 2.350 0.07054138 -0.16566467 -0.14767456
2.385 2.370 0.04562378 -0.01399231 -0.15913391
2.406 2.390 0.03439331 0.08799744 -0.15336609
2.425 2.411 0.072021484 0.099487305 -0.14535522
2.446 2.431 0.09542847 0.045654297 -0.14935303
2.466 2.451 0.04925537 -0.019927979 -0.16149902
2.487 2.471 -0.047973633 -0.0904541 -0.17506409
2.507 2.491 -0.10820007 -0.17752075 -0.20329285
2.526 2.511 -0.10269165 -0.23710632 -0.25169373
2.547 2.531 -0.097579956 -0.24143982 -0.29551697
2.568 2.552 -0.08491516 -0.21459961 -0.30690002
2.586 2.572 -0.040924072 -0.20333862 -0.30903625
2.607 2.592 -0.0061950684 -0.19844055 -0.32307434
2.627 2.612 0.019683838 -0.20358276 -0.34614563
2.646 2.632 0.05897522 -0.24206543 -0.36863708
2.666 2.652 0.102386475 -0.29737854 -0.39842224
2.687 2.672 0.11846924 -0.32904053 -0.43148804
2.705 2.693 0.08105469 -0.33198547 -0.468338
2.727 2.713 0.0030212402 -0.33039856 -0.4793396
2.747 2.733 -0.04348755 -0.32588196 -0.4312439
2.766 2.753 -0.026611328 -0.32937622 -0.3439026
2.786 2.773 -0.07962036 -0.34223938 -0.26327515
2.806 2.793 -0.33303833 -0.36689758 -0.24607849
2.826 2.813 -0.6476135 -0.40179443 -0.34503174
2.849 2.834 -0.72369385 -0.36968994 -0.44386292
2.867 2.854 -0.48155212 -0.29710388 -0.45407104
2.886 2.874 -0.0912323 -0.2979889 -0.40397644
2.907 2.894 0.21871948 -0.27459717 -0.30717468
2.926 2.914 0.30984497 -0.115753174 -0.20046997
2.947 2.934 0.20904541 0.03930664 -0.1585083
2.966 2.954 0.06417847 -0.060058594 -0.22843933
2.988 2.975 -0.019363403 -0.27494812 -0.40538025
3.009 2.995 -0.09449768 -0.28683472 -0.6040344
3.027 3.015 -0.19389343 -0.12991333 -0.70729065
3.049 3.035 -0.2470398 0.03224182 -0.70680237
