timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1512180821.305457,0.102079,-0.049348,0.668877,0.000855,0.001873,0.003501,0.101777,0.049328,-0.993583,0.013884,0.004215,-0.013085,16.054274,-10.848089,7.214058,,,,,,,
1512180821.325476,0.102117,-0.049386,0.668861,-0.004451,-0.000266,0.002352,0.101816,0.049366,-0.993578,-0.002588,0.013332,0.024416,15.679167,-10.848654,6.992256,,,,,,,
1512180821.345465,0.102109,-0.049386,0.668845,0.001937,0.000811,0.002445,0.101808,0.049366,-0.993578,0.010009,0.002972,-0.017042,15.302015,-11.299215,6.770226,,,,,,,
1512180821.365454,0.102116,-0.049413,0.668823,-0.004446,-0.003470,0.001271,0.101814,0.049393,-0.993576,0.001793,0.013061,0.025452,15.453001,-11.073996,6.694069,,,,,,,
1512180821.385443,0.102108,-0.049434,0.668828,-0.000194,-0.000256,0.002409,0.101806,0.049414,-0.993576,0.011704,0.009745,-0.016281,15.374556,-11.824118,6.544365,,,,,,,
1512180821.405463,0.102106,-0.049452,0.668818,-0.001224,-0.003456,0.000252,0.101804,0.049431,-0.993576,-0.009885,0.013755,0.024551,15.300642,-11.599218,6.695091,,,,,,,
1512180821.425452,0.102076,-0.049436,0.668807,0.001967,-0.000244,0.001377,0.101774,0.049416,-0.993579,0.012957,0.005363,-0.016263,15.452330,-11.223989,6.693993,,,,,,,
1512180821.445441,0.102074,-0.049469,0.668804,-0.004405,-0.002391,-0.000858,0.101772,0.049449,-0.993578,-0.008190,0.013478,0.027742,15.377958,-11.074102,6.619698,,,,,,,
1512180821.465461,0.102061,-0.049443,0.668802,0.001959,-0.000248,0.001374,0.101759,0.049423,-0.993581,0.008287,0.007538,-0.012920,15.603148,-11.073767,6.992775,,,,,,,
1512180821.485450,0.102057,-0.049462,0.668782,-0.002294,-0.001324,0.000241,0.101755,0.049442,-0.993580,-0.007929,0.013745,0.026768,15.451765,-11.373999,6.918922,,,,,,,
1512180821.505439,0.102043,-0.049457,0.668776,0.001944,-0.000256,0.001370,0.101741,0.049437,-0.993582,0.005177,0.005815,-0.015162,15.451094,-11.523993,6.918846,,,,,,,
1512180821.525458,0.102045,-0.049474,0.668783,-0.001260,-0.001325,0.002389,0.101744,0.049454,-0.993581,-0.004255,0.013245,0.026585,15.452177,-11.299002,7.068947,,,,,,,
1512180821.545447,0.102058,-0.049463,0.668793,0.000908,0.001896,0.001368,0.101756,0.049443,-0.993580,0.005376,0.003367,-0.013226,15.378157,-11.074102,6.994698,,,,,,,
1512180821.565436,0.102092,-0.049477,0.668767,-0.002289,0.000819,0.000246,0.101790,0.049457,-0.993576,-0.011320,0.011044,0.023544,15.378370,-10.999105,6.769737,,,,,,,
1512180821.585425,0.102120,-0.049440,0.668770,0.001958,0.001892,0.001377,0.101818,0.049419,-0.993575,0.011967,0.002186,-0.017747,15.528837,-10.923880,6.993492,,,,,,,
1512180821.605445,0.102154,-0.049463,0.668766,-0.003338,0.000827,0.000235,0.101852,0.049443,-0.993570,-0.008255,0.014721,0.026514,15.829206,-10.848425,7.065971,,,,,,,
1512180821.625434,0.102150,-0.049474,0.668762,0.000899,-0.000243,0.001354,0.101848,0.049454,-0.993570,0.007558,0.006546,-0.018790,15.677443,-11.223654,6.917076,,,,,,,
1512180821.645423,0.102172,-0.049497,0.668742,-0.002273,-0.000245,0.000242,0.101870,0.049477,-0.993567,-0.001085,0.011039,0.019064,15.451536,-11.448996,7.143883,,,,,,,
1512180821.665442,0.102195,-0.049518,0.668728,0.000899,0.000823,0.002424,0.101892,0.049498,-0.993563,0.008429,0.002580,-0.014890,15.301466,-11.449224,6.995155,,,,,,,
1512180821.685431,0.102203,-0.049551,0.668731,-0.004424,-0.000263,0.001272,0.101900,0.049531,-0.993561,-0.002733,0.014877,0.028305,15.448683,-12.049002,6.843605,,,,,,,
1512180821.705420,0.102188,-0.049536,0.668724,0.002011,0.000824,0.000306,0.101885,0.049515,-0.993563,0.009214,0.008422,-0.017545,15.453260,-11.073996,7.219063,,,,,,,
1512180821.725409,0.102203,-0.049535,0.668723,-0.002251,-0.002392,0.000231,0.101900,0.049515,-0.993562,-0.008745,0.014160,0.023087,15.904799,-10.698309,6.915413,,,,,,,
1512180821.745418,0.102204,-0.049523,0.668722,0.000953,-0.001321,0.000279,0.101901,0.049503,-0.993562,0.011517,0.006222,-0.010207,15.602476,-11.223776,6.992714,,,,,,,
1512180821.765407,0.102207,-0.049540,0.668713,-0.002237,0.002945,0.000246,0.101904,0.049520,-0.993561,-0.009207,0.014658,0.020889,15.602217,-11.298773,7.142677,,,,,,,
1512180821.785396,0.102205,-0.049539,0.668723,-0.001194,0.000809,0.002387,0.101902,0.049519,-0.993561,0.012341,0.007930,-0.015793,15.601728,-11.373770,6.842644,,,,,,,
1512180821.805415,0.102197,-0.049533,0.668738,-0.002240,-0.001330,0.001297,0.101894,0.049512,-0.993562,-0.002605,0.013201,0.020998,15.676237,-11.523657,7.216942,,,,,,,
1512180821.825404,0.102183,-0.049511,0.668736,0.002020,-0.003463,0.001349,0.101881,0.049490,-0.993565,0.009646,0.004053,-0.013653,15.752256,-11.298544,7.216408,,,,,,,
1512180821.845393,0.102201,-0.049506,0.668741,-0.002225,0.000802,0.000234,0.101898,0.049486,-0.993563,0.005478,0.010558,0.018435,15.677290,-11.298651,7.292046,,,,,,,
1512180821.865413,0.102213,-0.049468,0.668743,0.004141,0.007216,0.002479,0.101910,0.049448,-0.993564,0.009097,0.016089,-0.027524,15.376570,-11.449102,7.219521,,,,,,,
1512180821.885402,0.102196,-0.049522,0.668729,-0.003315,0.000801,0.002349,0.101893,0.049502,-0.993563,-0.014384,0.013685,0.025439,15.677137,-11.298651,6.992043,,,,,,,
1512180821.905391,0.102205,-0.049487,0.668720,0.000985,0.006152,0.000296,0.101902,0.049466,-0.993564,0.003094,0.002856,-0.016919,15.228300,-11.074331,7.295967,,,,,,,
1512180821.925380,0.102183,-0.049529,0.668712,-0.003269,-0.000262,-0.000857,0.101880,0.049508,-0.993564,-0.001844,0.017112,0.019550,15.449858,-11.823996,7.143715,,,,,,,
