timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1512180642.207094,0.105680,-0.044779,0.612358,-0.000259,-0.001478,-0.000764,0.105378,0.044764,-0.993424,0.004852,0.020482,-0.008926,14.510778,-9.978922,7.826500,,,,,,,
1512180642.227083,0.105671,-0.044769,0.612339,-0.000243,0.000659,-0.001822,0.105369,0.044755,-0.993426,-0.016456,0.018463,0.013872,14.359243,-10.354151,8.127602,,,,,,,
1512180642.247103,0.105669,-0.044801,0.612346,-0.000288,-0.000418,0.000304,0.105366,0.044786,-0.993424,0.005107,0.021193,-0.009170,14.359472,-10.279154,7.902641,,,,,,,
1512180642.267092,0.105663,-0.044791,0.612339,-0.001319,0.001720,-0.001835,0.105361,0.044776,-0.993425,-0.016661,0.016732,0.011919,14.360479,-10.054148,7.902748,,,,,,,
1512180642.287081,0.105650,-0.044830,0.612338,-0.001340,0.000648,-0.000773,0.105347,0.044815,-0.993425,-0.002503,0.021392,-0.004652,14.356726,-10.879160,7.827370,,,,,,,
1512180642.307100,0.105657,-0.044840,0.612350,-0.002382,-0.000416,-0.001855,0.105354,0.044825,-0.993424,-0.011482,0.016942,0.008347,14.055716,-11.104609,7.829811,,,,,,,
1512180642.327089,0.105632,-0.044843,0.612340,0.001875,-0.000406,-0.000723,0.105329,0.044828,-0.993426,0.003634,0.019671,-0.006024,14.133490,-10.504496,7.979454,,,,,,,
1512180642.347078,0.105643,-0.044820,0.612338,0.000806,0.001727,-0.000732,0.105341,0.044805,-0.993426,-0.017160,0.018900,0.013614,14.057714,-10.654612,7.755013,,,,,,,
1512180642.367067,0.105635,-0.044864,0.612353,-0.000290,-0.003623,0.000299,0.105332,0.044849,-0.993425,0.007278,0.022092,-0.005232,14.283346,-10.504267,7.678185,,,,,,,
1512180642.387087,0.105642,-0.044841,0.612362,-0.000247,0.002792,-0.001809,0.105340,0.044826,-0.993425,-0.017357,0.017903,0.010698,14.506430,-10.953928,7.901054,,,,,,,
1512180642.407076,0.105634,-0.044843,0.612358,0.001855,-0.000417,-0.000725,0.105331,0.044827,-0.993426,0.005600,0.019671,-0.007215,14.359137,-10.354151,7.902596,,,,,,,
1512180642.427065,0.105634,-0.044837,0.612358,-0.000260,-0.001479,-0.000754,0.105331,0.044822,-0.993427,-0.013992,0.020348,0.013919,13.905600,-11.179834,8.281044,,,,,,,
1512180642.447084,0.105632,-0.044882,0.612352,-0.000261,-0.000411,-0.000750,0.105330,0.044867,-0.993425,0.001436,0.020853,-0.005812,14.137396,-9.679483,8.354836,,,,,,,
1512180642.467073,0.105627,-0.044871,0.612356,0.001856,-0.000409,0.000348,0.105325,0.044856,-0.993426,-0.011224,0.017156,0.009325,14.135550,-10.054499,8.054649,,,,,,,
1512180642.487062,0.105609,-0.044903,0.612365,-0.000297,-0.001484,0.001380,0.105306,0.044888,-0.993426,0.006251,0.017643,-0.000135,14.208151,-10.579386,7.978783,,,,,,,
1512180642.507082,0.105621,-0.044881,0.612369,-0.001335,0.000650,-0.000761,0.105318,0.044866,-0.993426,-0.016009,0.017848,0.019488,14.286383,-9.904261,8.353447,,,,,,,
1512180642.527071,0.105598,-0.044903,0.612388,0.001845,-0.001482,0.000345,0.105295,0.044888,-0.993427,0.009542,0.020603,-0.007381,14.284658,-10.279261,8.278282,,,,,,,
1512180642.547060,0.105604,-0.044898,0.612372,-0.001321,0.000651,-0.001826,0.105301,0.044883,-0.993427,-0.020295,0.016366,0.013813,14.134878,-10.204493,8.054588,,,,,,,
1512180642.567049,0.105574,-0.044917,0.612364,0.000802,-0.003614,-0.000740,0.105272,0.044901,-0.993429,0.010024,0.019109,-0.005915,14.436865,-9.754038,7.977242,,,,,,,
1512180642.587044,0.105569,-0.044942,0.612372,-0.003477,-0.000420,0.000277,0.105267,0.044927,-0.993429,-0.015438,0.015833,0.017782,14.435522,-10.054041,7.977104,,,,,,,
1512180642.607033,0.105552,-0.044981,0.612371,0.000801,-0.001480,-0.000730,0.105250,0.044966,-0.993429,0.001745,0.018556,-0.004588,14.360815,-9.979151,7.902779,,,,,,,
1512180642.627022,0.105579,-0.044974,0.612376,-0.000241,0.000668,-0.000731,0.105276,0.044959,-0.993426,-0.015097,0.017281,0.010974,14.359137,-10.354151,7.902596,,,,,,,
1512180642.647041,0.105566,-0.045003,0.612364,0.000813,-0.002538,-0.000728,0.105263,0.044988,-0.993426,0.006340,0.019023,-0.003308,14.134619,-10.279490,8.204552,,,,,,,
1512180642.667030,0.105582,-0.045003,0.612359,-0.001328,-0.000401,0.000317,0.105280,0.044987,-0.993424,-0.016947,0.015773,0.019456,14.358526,-10.504160,8.052528,,,,,,,
1512180642.687019,0.105554,-0.045028,0.612379,0.000800,-0.001458,0.001415,0.105251,0.045013,-0.993426,0.010822,0.020478,-0.009320,14.810705,-10.053476,8.348915,,,,,,,
1512180642.707039,0.105571,-0.045012,0.612373,0.000824,0.001752,0.000363,0.105268,0.044997,-0.993425,-0.019529,0.018693,0.014315,14.360998,-9.979151,8.277779,,,,,,,
1512180642.727028,0.105564,-0.045034,0.612371,0.000835,-0.001451,-0.000713,0.105261,0.045019,-0.993425,0.013895,0.018015,-0.003432,13.910254,-10.129831,8.131523,,,,,,,
1512180642.747017,0.105579,-0.045040,0.612351,-0.001285,0.001756,-0.000728,0.105276,0.045025,-0.993423,-0.013754,0.016468,0.018051,14.137579,-9.604486,8.054863,,,,,,,
1512180642.767006,0.105584,-0.045062,0.612349,0.001886,-0.001448,0.000374,0.105281,0.045047,-0.993422,0.006825,0.018964,-0.004030,14.435934,-9.979044,8.127144,,,,,,,
1512180642.787025,0.105601,-0.045060,0.612355,-0.001307,0.001752,0.000340,0.105298,0.045045,-0.993420,-0.015164,0.017196,0.014126,14.360891,-9.979151,8.052773,,,,,,,
1512180642.807014,0.105578,-0.045095,0.612333,0.001905,-0.004649,-0.000699,0.105275,0.045080,-0.993421,0.005107,0.015269,-0.002841,14.435675,-10.054041,8.277107,,,,,,,
1512180642.827003,0.105580,-0.045109,0.612335,-0.004494,-0.000390,-0.000777,0.105277,0.045094,-0.993420,-0.013068,0.016643,0.020977,14.434851,-10.204035,7.977043,,,,,,,
1512180642.847023,0.105573,-0.045136,0.612339,0.000845,-0.002512,-0.000702,0.105270,0.045121,-0.993420,0.008622,0.018173,-0.009602,14.360403,-10.129145,8.427711,,,,,,,
