timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1512180023.182702,-0.044636,0.799068,-0.111308,0.048295,0.211212,-0.024957,-0.031118,-0.716706,-0.696680,-0.060801,0.013414,-0.061804,30.303726,-32.251030,-31.950645,,,,,,,
1512180023.202691,-0.040211,0.802262,-0.112980,0.203813,0.091933,-0.088150,-0.027942,-0.718930,-0.694520,-0.026516,0.009717,-0.027083,30.977798,-32.475014,-31.806480,,,,,,,
1512180023.222680,-0.038855,0.806619,-0.115287,0.200648,-0.085369,-0.098405,-0.026879,-0.721951,-0.691421,-0.004036,-0.000522,0.008407,30.752045,-32.625359,-31.954643,,,,,,,
1512180023.242699,-0.039605,0.809720,-0.117873,0.117322,-0.137860,-0.091270,-0.027308,-0.724094,-0.689160,0.012049,-0.006741,0.034879,30.749527,-33.150352,-32.254875,,,,,,,
1512180023.262688,-0.040738,0.810912,-0.119753,0.026156,-0.103879,-0.055157,-0.028054,-0.724916,-0.688266,0.006615,-0.003218,0.023425,30.976181,-32.775017,-32.331612,,,,,,,
1512180023.282677,-0.040244,0.811321,-0.121422,0.026459,0.008304,-0.068623,-0.027702,-0.725198,-0.687983,-0.001930,0.010735,0.016688,30.750122,-33.000359,-32.404808,,,,,,,
1512180023.302697,-0.037402,0.812068,-0.123831,0.034285,0.062828,-0.088577,-0.025726,-0.725712,-0.687518,0.010925,0.014439,0.018664,30.675507,-32.925468,-32.329124,,,,,,,
1512180023.322686,-0.034342,0.812917,-0.126326,0.051377,0.077816,-0.089341,-0.023602,-0.726296,-0.686977,0.015286,0.014320,0.008968,30.898331,-33.375130,-32.631248,,,,,,,
1512180023.342675,-0.030193,0.815117,-0.128699,0.142861,0.134547,-0.073956,-0.020703,-0.727806,-0.685471,0.011654,0.023139,0.006973,31.801559,-32.698784,-32.263588,,,,,,,
1512180023.362664,-0.027131,0.818211,-0.130227,0.128652,0.063988,-0.056285,-0.018542,-0.729924,-0.683276,0.030246,0.017720,0.001925,31.425201,-32.999336,-32.260536,,,,,,,
