gyroscope-calibrated.txt

All values are in radians/second.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.445 0.424 0.069625854 0.046295166 0.18209839
0.462 0.445 0.13916016 0.071243286 0.14442444
0.482 0.465 0.18423462 0.047729492 0.12458801
0.502 0.485 0.18621826 0.052886963 0.13293457
0.549 0.505 0.17384338 0.04031372 0.13604736
0.550 0.525 0.10760498 0.014694214 0.13685608
0.564 0.545 0.05076599 0.023361206 0.13850403
0.581 0.565 0.06425476 0.0393219 0.09474182
0.600 0.586 0.07191467 0.045272827 0.05444336
0.622 0.606 0.037704468 0.08326721 0.0287323
0.641 0.626 -0.004852295 0.1320343 0.017654419
0.661 0.646 -0.058914185 0.1690216 0.027801514
0.681 0.666 -0.071762085 0.1550293 0.025024414
0.701 0.686 -0.027923584 0.12843323 0.017852783
0.721 0.706 0.007522583 0.12245178 0.02418518
0.740 0.727 0.025360107 0.118133545 0.03765869
0.760 0.747 0.06968689 0.14822388 0.0695343
0.781 0.767 0.1502533 0.17286682 0.11512756
0.801 0.787 0.22570801 0.17015076 0.14524841
0.821 0.807 0.22851563 0.1343689 0.14562988
0.840 0.827 0.17399597 0.10255432 0.1325531
0.860 0.847 0.08929443 0.092422485 0.120391846
0.880 0.868 0.025924683 0.096221924 0.10760498
0.900 0.888 0.012573242 0.06239319 0.08300781
0.919 0.908 0.0011291504 0.0602417 0.09617615
0.939 0.928 -0.020004272 0.067855835 0.12983704
0.960 0.948 6.1035156E-4 0.039978027 0.14077759
0.979 0.968 0.062149048 0.0897522 0.122039795
0.999 0.988 0.10243225 0.109817505 0.10084534
1.019 1.009 0.089401245 0.14833069 0.08958435
1.039 1.029 0.08291626 0.13900757 0.0967865
1.059 1.049 0.063797 0.11419678 0.12652588
1.080 1.069 0.010955811 0.079711914 0.15283203
1.099 1.089 -0.0018920898 0.067871094 0.16688538
1.118 1.109 -0.022399902 0.05392456 0.15621948
1.139 1.129 -0.045440674 0.04586792 0.15078735
1.159 1.150 -0.045913696 0.05053711 0.15711975
1.180 1.170 -0.034606934 0.013946533 0.18101501
1.199 1.190 -0.024902344 -0.04447937 0.22814941
1.219 1.210 -0.10221863 -0.08505249 0.24299622
1.239 1.230 -0.231781 0.012741089 0.2001648
1.259 1.250 -0.2670288 0.041809082 0.14056396
1.278 1.270 -0.15045166 0.05128479 0.11543274
1.298 1.291 0.02015686 0.07626343 0.1533966
1.319 1.311 0.13165283 0.09638977 0.24142456
1.338 1.331 0.1659851 0.09049988 0.3411255
1.358 1.351 0.15756226 0.07424927 0.38423157
1.378 1.371 0.10116577 0.04499817 0.372406
1.397 1.391 0.033737183 0.054718018 0.34085083
1.421 1.411 0.011001587 0.08605957 0.2931671
1.437 1.432 0.08666992 0.11091614 0.2406311
1.458 1.452 0.16830444 0.025253296 0.23808289
1.478 1.472 0.08467102 0.041641235 0.2785492
1.497 1.492 -0.09628296 0.063797 0.23452759
1.522 1.512 -0.07122803 0.15568542 0.13650513
1.538 1.532 0.105895996 0.19088745 0.046188354
1.557 1.552 0.21469116 0.21812439 0.08917236
1.578 1.573 0.21746826 0.15461731 0.18045044
1.597 1.593 0.18273926 0.015106201 0.30799866
1.621 1.613 -0.047454834 -0.027435303 0.41944885
1.657 1.633 -0.29978943 -0.03517151 0.3828125
1.677 1.653 -0.332489 -0.042236328 0.27197266
1.698 1.673 -0.20251465 0.091918945 0.12374878
1.719 1.693 0.087905884 0.16641235 0.04333496
1.736 1.714 0.3730011 0.30859375 0.10954285
1.756 1.734 0.53941345 0.23374939 0.2033081
1.777 1.754 0.49346924 0.04710388 0.33666992
1.797 1.774 0.19517517 -0.027526855 0.37834167
1.818 1.794 -0.19624329 0.05180359 0.37831116
1.838 1.814 -0.34147644 0.14953613 0.24768066
1.856 1.834 -0.15499878 0.19017029 0.07376099
1.877 1.855 0.15098572 0.2328186 0.07041931
1.896 1.875 0.3134308 0.2011261 0.18074036
1.919 1.895 0.28996277 0.17541504 0.30889893
1.936 1.915 0.12693787 0.09631348 0.3557434
1.955 1.935 -0.09689331 0.089141846 0.27156067
1.976 1.955 -0.27861023 0.117767334 0.17219543
1.997 1.975 -0.3291626 0.16075134 0.09931946
2.017 1.996 -0.13719177 0.15390015 0.06930542
2.035 2.016 0.16023254 0.26371765 0.15524292
2.055 2.036 0.35054016 0.22854614 0.22799683
2.075 2.056 0.31744385 0.18835449 0.31129456
2.095 2.076 0.1741333 0.08363342 0.34259033
2.119 2.096 -0.06803894 -0.09576416 0.3833313
2.136 2.116 -0.33506775 -0.094314575 0.41044617
2.154 2.137 -0.4486084 -0.008728027 0.27900696
2.175 2.157 -0.34936523 0.13990784 0.11364746
2.195 2.177 -0.013763428 0.2892151 0.060928345
2.216 2.197 0.38388062 0.309906 0.12730408
2.235 2.217 0.58813477 0.26927185 0.26649475
2.254 2.237 0.51945496 0.16955566 0.3837433
2.274 2.257 0.32669067 0.08493042 0.40896606
2.295 2.278 0.004211426 -0.055892944 0.39775085
2.314 2.298 -0.41667175 -0.12388611 0.39511108
2.335 2.318 -0.5891571 -0.009338379 0.30343628
2.354 2.338 -0.3218994 0.18449402 0.1568451
2.373 2.358 0.15229797 0.22267151 0.08639526
2.395 2.378 0.40872192 0.11613464 0.19316101
2.414 2.398 0.27731323 0.025131226 0.38319397
2.434 2.419 -0.0040893555 0.02885437 0.4805298
2.454 2.439 -0.171875 0.08656311 0.40098572
2.473 2.459 -0.20281982 0.091537476 0.25526428
2.493 2.479 -0.22465515 0.06529236 0.19476318
2.516 2.499 -0.18664551 0.16590881 0.20930481
2.533 2.519 0.011871338 0.28215027 0.20217896
2.554 2.539 0.23519897 0.24859619 0.18440247
2.573 2.559 0.26742554 0.14285278 0.20555115
2.594 2.580 0.055236816 0.0823822 0.24578857
2.613 2.600 -0.17860413 0.10826111 0.25379944
2.633 2.620 -0.19813538 0.23132324 0.1856842
2.653 2.640 0.032165527 0.27989197 0.1424408
2.673 2.660 0.21684265 0.16384888 0.21008301
2.692 2.680 0.15863037 0.06742859 0.36775208
2.712 2.700 -0.009307861 0.028030396 0.45429993
2.733 2.721 -0.11618042 0.11050415 0.3551941
2.752 2.741 -0.045043945 0.23234558 0.14183044
2.772 2.761 0.1383667 0.221344 0.048095703
2.792 2.781 0.2585907 0.1739502 0.1746521
2.814 2.801 0.22286987 0.121154785 0.36927795
2.833 2.821 0.09074402 0.051071167 0.4836731
2.852 2.841 -0.072052 -0.0026397705 0.48272705
2.872 2.862 -0.24932861 0.064208984 0.34951782
2.895 2.882 -0.20121765 0.1892395 0.12905884
2.912 2.902 0.05128479 0.2842102 -0.037460327
2.931 2.922 0.22550964 0.24336243 0.01222229
2.951 2.942 0.20567322 0.16043091 0.19044495
2.972 2.962 0.065322876 0.018127441 0.3408966
2.993 2.982 -0.15327454 -0.05809021 0.37269592
3.012 3.003 -0.28684998 0.005630493 0.29292297
3.032 3.023 -0.23999023 0.117370605 0.21128845
3.052 3.043 -0.08457947 0.08631897 0.22557068
3.072 3.063 0.025665283 0.044281006 0.33868408
3.093 3.083 0.010787964 0.025466919 0.43530273
3.114 3.103 -0.0016174316 0.030441284 0.39260864
3.131 3.123 0.025726318 0.18969727 0.23425293
3.151 3.144 0.103302 0.25457764 0.048233032
