time_unix,rotate_x,rotate_y,rotate_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
1512180271,0.0013,-0.0009,0.0004,-20.45,-12.76,971.31,-15,10,0
1512180271,-0.0020,0.0024,-0.0008,-17.40,-15.44,974.91,-15,10,0
1512180271,0.0033,0.0025,0.0007,-9.34,-14.77,990.66,-15,10,0
1512180271,-0.0092,0.0039,0.0013,-22.71,-30.15,988.89,-1,3,16
1512180271,-0.0048,0.0035,-0.0011,-14.04,-11.72,984.07,-1,3,16
1512180271,0.0065,0.0003,0.0005,-12.08,-13.00,985.90,-1,3,16
1512180271,-0.0049,0.0028,0.0009,-20.94,-21.24,979.86,-1,3,16
1512180271,-0.0013,-0.0007,0.0013,-13.12,-16.78,993.71,-1,3,16
1512180271,-0.0013,0.0005,0.0005,-16.85,-11.29,967.47,-5,-7,0
1512180271,-0.0132,0.0044,0.0008,-16.17,-17.46,976.38,-5,-7,0
1512180271,0.0059,-0.0003,0.0013,-11.41,-11.66,997.44,-5,-7,0
1512180271,0.0047,0.0001,0.0005,-22.22,-20.57,975.46,-5,-7,0
1512180271,-0.0063,0.0032,0.0000,-16.11,-15.93,984.68,-3,5,5
1512180271,-0.0032,0.0009,0.0001,-13.98,-11.35,980.59,-3,5,5
1512180271,-0.0033,0.0011,-0.0011,-21.55,-22.52,992.19,-3,5,5
1512180271,0.0021,0.0019,-0.0005,-12.76,-14.53,997.99,-3,5,5
1512180271,0.0060,0.0004,0.0007,-17.27,-12.88,963.62,-3,5,5
1512180271,-0.0149,0.0025,0.0003,-22.52,-28.38,979.00,7,1,-5
1512180271,-0.0023,0.0005,0.0009,-15.01,-18.43,988.77,7,1,-5
1512180271,0.0005,-0.0021,0.0005,-20.81,-14.47,976.26,7,1,-5
1512180271,-0.0055,0.0035,0.0016,-21.55,-19.96,984.01,7,1,-5
1512180271,0.0075,-0.0015,0.0004,-16.48,-15.81,1000.43,1,-3,-3
1512180271,-0.0003,0.0008,0.0008,-23.62,-24.05,978.09,1,-3,-3
1512180271,-0.0092,0.0019,-0.0003,-15.26,-16.91,972.96,1,-3,-3
1512180271,0.0076,0.0009,0.0004,-15.20,-10.31,999.76,1,-3,-3
1512180271,0.0000,0.0019,-0.0007,-20.94,-25.45,990.17,1,-3,-3
1512180271,0.0053,0.0020,0.0004,-13.49,-13.18,989.14,-7,-1,1
1512180271,0.0027,0.0023,-0.0001,-7.93,-14.10,976.07,-7,-1,1
1512180272,-0.0150,0.0055,0.0003,-22.03,-26.79,979.25,-7,-1,1
1512180272,0.0060,-0.0020,-0.0007,-21.55,-14.34,990.11,-7,-1,1
1512180272,0.0052,0.0020,-0.0001,-23.93,-16.72,971.98,-7,-1,1
1512180272,-0.0111,0.0021,0.0012,-19.04,-22.03,976.20,1,0,0
1512180272,-0.0024,0.0015,0.0013,-17.52,-20.81,997.25,1,0,0
1512180272,-0.0072,0.0037,-0.0003,-27.04,-22.83,990.17,1,0,0
1512180272,-0.0089,0.0029,-0.0003,-19.17,-16.85,984.31,1,0,0
1512180272,-0.0035,0.0049,-0.0001,-27.16,-18.68,1007.08,0,15,-1
1512180272,-0.0216,0.0096,-0.0031,-61.22,-36.87,984.80,0,15,-1
1512180272,0.0128,0.0051,-0.0059,-62.62,-41.26,996.70,0,15,-1
1512180272,0.0108,0.0073,-0.0104,-69.52,-42.72,979.37,0,15,-1
1512180272,-0.0217,0.0071,-0.0119,-69.46,-64.58,979.06,0,15,-1
1512180272,0.0031,0.0013,-0.0148,-67.69,-49.80,1007.93,0,8,-11
1512180272,0.0060,0.0009,-0.0138,-79.47,-47.85,967.71,0,8,-11
1512180272,-0.0145,0.0045,-0.0164,-75.62,-56.27,983.89,0,8,-11
1512180272,0.0072,0.0020,-0.0156,-65.55,-47.97,1011.90,0,8,-11
1512180272,0.0081,0.0001,-0.0189,-82.52,-58.78,981.51,1,0,-3
1512180272,-0.0085,0.0040,-0.0225,-66.83,-50.23,1002.50,1,0,-3
1512180272,0.0095,-0.0004,-0.0265,-54.08,-38.51,1013.61,1,0,-3
1512180272,-0.0001,0.0028,-0.0298,-81.12,-57.80,988.22,1,0,-3
1512180272,0.0021,0.0029,-0.0324,-67.20,-34.24,1004.21,1,0,-3
1512180272,0.0137,0.0009,-0.0352,-66.83,-29.24,972.47,-17,8,-1
