time_unix,rotate_x,rotate_y,rotate_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
1512180817,0.0196,0.0039,-0.0004,-35.40,-32.78,1012.08,3,-15,-5
1512180817,-0.0048,0.0001,-0.0023,-39.67,-28.75,1004.70,3,-15,-5
1512180817,-0.0329,-0.0004,-0.0027,-33.08,-50.29,980.71,3,-15,-5
1512180817,-0.0041,-0.0011,-0.0013,-35.22,-46.94,991.21,5,-3,-20
1512180817,0.0166,0.0052,-0.0011,-44.07,-24.84,1017.58,5,-3,-20
1512180817,-0.0165,-0.0007,-0.0019,-36.13,-39.12,1005.74,5,-3,-20
1512180817,-0.0188,-0.0043,-0.0036,-28.14,-44.43,980.83,5,-3,-20
1512180817,0.0206,0.0053,0.0000,-45.72,-34.73,1012.27,-8,3,-3
1512180817,-0.0053,0.0013,-0.0019,-37.41,-27.71,1022.28,-8,3,-3
1512180817,-0.0072,-0.0020,-0.0020,-35.28,-48.22,987.12,-8,3,-3
1512180817,0.0154,0.0024,-0.0021,-42.72,-43.21,999.51,-8,3,-3
1512180817,0.0213,0.0055,-0.0013,-37.60,-29.91,1030.27,-8,3,-3
1512180817,-0.0033,0.0015,-0.0032,-36.44,-27.10,1005.31,-7,5,1
1512180817,-0.0016,0.0020,-0.0007,-37.41,-51.82,982.73,-7,5,1
1512180817,0.0288,0.0057,0.0001,-37.17,-35.03,1022.77,-7,5,1
1512180817,0.0140,0.0049,-0.0012,-45.90,-26.18,1016.91,-7,5,1
1512180817,-0.0224,0.0007,-0.0005,-32.53,-52.12,972.29,-7,5,1
1512180817,0.0100,0.0003,-0.0023,-35.77,-44.56,994.26,1,0,3
1512180817,0.0216,0.0040,0.0005,-46.75,-35.46,1008.18,1,0,3
1512180817,-0.0245,-0.0003,-0.0024,-33.81,-44.43,995.48,1,0,3
1512180817,-0.0134,-0.0029,-0.0016,-33.63,-51.45,988.16,1,0,3
1512180817,0.0096,0.0019,0.0017,-40.83,-43.70,997.01,-8,-10,3
1512180817,0.0214,0.0057,-0.0009,-38.57,-32.41,1025.82,-8,-10,3
1512180817,-0.0011,0.0005,0.0003,-39.98,-27.16,1003.48,-8,-10,3
1512180817,-0.0039,0.0031,-0.0001,-44.07,-52.73,982.24,-8,-10,3
1512180817,0.0289,0.0061,-0.0017,-37.29,-28.08,1026.79,-8,-10,3
1512180817,0.0130,0.0033,-0.0012,-48.03,-27.71,1023.38,7,-19,-5
1512180817,-0.0229,-0.0009,-0.0031,-33.45,-33.08,1006.04,7,-19,-5
1512180818,0.0021,0.0003,-0.0016,-32.53,-52.73,989.62,7,-19,-5
1512180818,0.0233,0.0064,-0.0031,-40.77,-37.48,1005.07,7,-19,-5
1512180818,0.0132,0.0048,-0.0024,-31.98,-36.44,1024.54,7,-19,-5
1512180818,-0.0173,-0.0033,-0.0017,-27.77,-45.84,984.62,1,3,3
1512180818,0.0101,0.0048,-0.0009,-45.59,-48.52,996.15,1,3,3
1512180818,0.0269,0.0063,-0.0019,-41.26,-29.54,1029.54,1,3,3
1512180818,0.0088,0.0036,-0.0023,-42.97,-26.12,1010.38,1,3,3
1512180818,-0.0258,0.0005,-0.0027,-38.39,-57.62,970.89,3,1,1
1512180818,0.0117,0.0012,-0.0013,-34.36,-46.14,990.72,3,1,1
1512180818,0.0346,0.0068,0.0004,-46.33,-28.87,1009.34,3,1,1
1512180818,0.0174,0.0079,-0.0003,-41.56,-20.08,1035.16,3,1,1
1512180818,-0.0262,-0.0053,-0.0023,-35.03,-52.12,976.56,3,1,1
1512180818,0.0019,0.0012,-0.0009,-43.95,-57.07,971.13,-10,-8,1
1512180818,0.0309,0.0068,0.0005,-41.14,-31.80,1030.27,-10,-8,1
1512180818,0.0218,0.0048,-0.0019,-45.84,-22.46,1031.80,-10,-8,1
1512180818,-0.0314,-0.0013,-0.0017,-46.14,-67.57,958.86,-10,-8,1
1512180818,0.0161,0.0008,-0.0001,-54.99,-55.66,997.13,-10,-8,1
1512180818,0.0083,0.0039,0.0003,-64.88,-51.21,1015.56,-1,-7,0
1512180818,-0.0190,0.0011,-0.0004,-77.58,-78.12,1000.85,-1,-7,0
1512180818,-0.0003,0.0023,0.0000,-72.69,-72.94,1016.66,-1,-7,0
1512180818,0.0045,0.0048,0.0005,-83.50,-74.10,1015.56,-1,-7,0
1512180818,-0.0065,0.0052,-0.0004,-79.90,-74.22,1014.71,-3,1,-8
1512180818,-0.0033,0.0003,0.0009,-57.50,-82.09,980.96,-3,1,-8
1512180818,0.0249,0.0068,0.0007,-84.72,-83.19,1004.21,-3,1,-8
1512180818,0.0487,0.0072,0.0011,-77.21,-57.31,1059.39,-3,1,-8
1512180818,-0.0342,-0.0037,-0.0021,-72.57,-67.02,990.91,-3,1,-8
1512180818,-0.0455,-0.0037,-0.0017,-76.54,-96.31,960.51,1,-3,13
1512180818,0.0001,-0.0013,-0.0008,-66.65,-81.97,973.82,1,-3,13
1512180818,0.0234,0.0016,-0.0004,-77.76,-50.42,1027.47,1,-3,13
1512180818,-0.0218,0.0005,0.0005,-77.64,-83.86,1011.66,1,-3,13
1512180818,-0.0100,-0.0043,-0.0005,-64.88,-80.44,1000.43,1,-3,13
1512180818,0.0272,0.0065,0.0012,-82.89,-64.21,1018.49,-21,5,11
1512180818,-0.0075,0.0013,0.0001,-81.05,-71.53,1026.79,-21,5,11
1512180818,-0.0209,-0.0025,-0.0023,-67.57,-66.53,991.21,-21,5,11
1512180818,0.0161,0.0041,-0.0012,-83.01,-82.58,996.58,-21,5,11
1512180818,0.0083,0.0009,-0.0007,-76.11,-61.22,1031.92,5,0,10
1512180818,-0.0103,-0.0023,-0.0009,-73.12,-59.39,999.27,5,0,10
1512180818,0.0132,0.0007,0.0000,-88.01,-87.04,1005.00,5,0,10
1512180819,0.0276,0.0031,-0.0003,-73.18,-61.58,1042.72,5,0,10
1512180819,0.0028,0.0011,-0.0017,-68.73,-61.46,1008.30,5,0,10
1512180819,-0.0116,-0.0027,0.0009,-85.57,-97.35,977.11,1,7,0
1512180819,0.0113,0.0016,0.0008,-67.63,-72.63,1013.12,1,7,0
1512180819,0.0099,0.0035,0.0015,-69.95,-73.00,996.22,1,7,0
1512180819,0.0057,0.0000,0.0016,-91.49,-89.54,997.13,1,7,0
1512180819,0.0148,0.0025,-0.0001,-76.29,-66.41,1017.88,-14,1,1
1512180819,0.0091,0.0029,0.0017,-74.77,-67.14,1008.06,-14,1,1
1512180819,-0.0007,-0.0005,0.0016,-100.65,-90.94,994.02,-14,1,1
1512180819,0.0092,0.0061,0.0007,-80.14,-66.35,1016.97,-14,1,1
1512180819,0.0093,0.0047,-0.0005,-73.61,-70.50,1013.67,-14,1,1
1512180819,-0.0064,0.0000,-0.0016,-91.74,-96.31,985.23,-22,-10,-3
1512180819,-0.0045,0.0021,-0.0035,-76.97,-71.78,1006.41,-22,-10,-3
1512180819,0.0041,0.0037,-0.0045,-74.58,-77.09,999.63,-22,-10,-3
1512180819,0.0053,0.0028,-0.0063,-97.05,-85.45,995.06,-22,-10,-3
1512180819,0.0076,0.0057,-0.0057,-81.54,-64.15,1015.99,-8,0,10
1512180819,0.0125,0.0051,-0.0073,-83.31,-58.23,1015.81,-8,0,10
1512180819,-0.0024,0.0008,-0.0076,-98.94,-86.67,994.57,-8,0,10
1512180819,0.0037,0.0061,-0.0084,-81.60,-69.09,1016.85,-8,0,10
1512180819,0.0047,0.0027,-0.0101,-83.68,-74.10,1012.94,-8,0,10
1512180819,-0.0149,0.0013,-0.0116,-88.38,-85.14,978.82,3,15,8
1512180819,0.0049,0.0020,-0.0117,-86.55,-58.59,1015.69,3,15,8
1512180819,0.0150,0.0011,-0.0149,-82.52,-64.51,1016.60,3,15,8
1512180819,-0.0024,0.0032,-0.0172,-93.44,-72.02,986.57,3,15,8
1512180819,-0.0033,0.0005,-0.0194,-83.86,-66.83,1031.98,3,15,8
1512180819,-0.0088,-0.0017,-0.0202,-84.41,-60.61,1009.34,-3,8,5
1512180819,-0.0262,0.0025,-0.0226,-92.47,-90.39,962.28,-3,8,5
1512180819,0.0160,0.0080,-0.0230,-77.39,-57.86,1015.08,-3,8,5
1512180819,-0.0015,-0.0019,-0.0230,-87.59,-63.42,1015.01,-3,8,5
1512180819,-0.0281,-0.0019,-0.0249,-98.14,-91.13,972.29,-10,-5,8
1512180819,-0.0021,0.0012,-0.0260,-94.24,-71.78,1008.42,-10,-5,8
