magnetometer-calibrated.txt

All values are in micro-Tesla (uT).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.388 0.375 27.74353 -51.08185 -43.15033
0.412 0.395 27.830505 -51.504517 -43.400574
0.429 0.415 27.56958 -50.72937 -43.147278
0.450 0.436 26.896667 -50.9552 -42.658997
0.469 0.456 26.493835 -51.83716 -42.42401
0.499 0.476 26.675415 -50.75226 -42.42401
0.512 0.496 26.828003 -50.924683 -42.599487
0.528 0.516 26.828003 -51.83716 -42.749023
0.548 0.536 26.922607 -51.553345 -42.282104
0.568 0.556 27.183533 -51.148987 -42.49115
0.587 0.577 27.328491 -51.005554 -42.912292
0.607 0.597 27.827454 -51.106262 -42.619324
0.628 0.617 27.964783 -51.568604 -42.616272
0.647 0.637 27.830505 -51.83716 -42.749023
0.667 0.657 27.307129 -51.109314 -42.034912
0.688 0.677 27.722168 -51.605225 -41.91284
0.707 0.697 28.164673 -52.1698 -42.097473
0.727 0.718 28.489685 -52.713013 -42.20276
0.749 0.738 29.09851 -52.139282 -41.415405
0.767 0.758 29.333496 -51.670837 -40.95764
0.787 0.778 28.198242 -52.124023 -40.734863
0.807 0.798 27.775574 -52.89917 -41.18042
0.827 0.818 27.830505 -53.16925 -41.445923
0.848 0.838 28.300476 -52.93579 -39.837646
0.868 0.859 28.263855 -52.83661 -39.848328
0.891 0.879 28.164673 -52.83661 -40.142822
0.907 0.899 27.430725 -51.8631 -39.427185
0.927 0.919 29.100037 -51.504517 -39.874268
0.948 0.939 29.833984 -51.504517 -40.142822
0.966 0.959 28.692627 -53.9032 -39.27765
0.989 0.979 26.8219 -53.164673 -39.00299
1.007 1.000 26.327515 -52.670288 -39.00299
1.027 1.020 27.767944 -53.58429 -39.385986
1.048 1.040 26.0849 -53.57666 -38.72986
1.067 1.060 25.492859 -53.501892 -38.513184
1.087 1.080 26.708984 -53.637695 -38.116455
1.107 1.100 27.262878 -53.668213 -38.54828
1.127 1.120 27.328491 -53.668213 -38.676453
1.148 1.141 27.04773 -54.78363 -38.40332
1.168 1.161 28.659058 -54.170227 -38.35144
1.187 1.181 28.999329 -54.000854 -38.35144
1.206 1.201 27.98767 -54.145813 -38.490295
1.226 1.221 28.546143 -54.310608 -38.093567
1.247 1.241 28.665161 -54.333496 -38.024902
1.266 1.261 28.813171 -52.999878 -37.878418
1.287 1.282 28.240967 -54.896545 -37.573242
1.307 1.302 28.164673 -55.1651 -37.53662
1.326 1.322 27.397156 -53.486633 -38.58185
1.347 1.342 28.848267 -53.033447 -39.268494
1.366 1.362 28.999329 -53.00293 -39.328003
1.387 1.382 29.154968 -51.58844 -38.250732
1.406 1.402 30.10254 -52.127075 -39.405823
1.426 1.423 30.168152 -52.1698 -39.491272
1.447 1.443 29.518127 -51.200867 -38.858032
1.466 1.463 30.140686 -51.171875 -38.83972
1.487 1.483 30.168152 -51.171875 -38.83972
1.506 1.503 29.833984 -51.504517 -38.83972
1.526 1.523 29.997253 -50.35553 -38.67798
1.566 1.543 29.975891 -50.379944 -38.67798
1.587 1.564 28.497314 -52.81372 -38.815308
1.606 1.584 28.497314 -51.83716 -37.861633
1.626 1.604 28.518677 -51.87378 -37.84027
1.649 1.624 29.064941 -52.65503 -37.420654
1.669 1.644 30.334473 -52.337646 -38.35144
1.686 1.664 30.28717 -52.29187 -38.35144
1.706 1.684 29.641724 -51.849365 -38.22632
1.725 1.705 29.333496 -54.000854 -36.7218
1.747 1.725 29.44336 -53.95508 -36.6745
1.766 1.745 30.262756 -53.434753 -36.23352
1.786 1.765 28.164673 -52.83661 -36.23352
1.805 1.785 28.405762 -52.998352 -36.271667
1.826 1.805 29.86908 -54.125977 -36.392212
1.846 1.825 27.830505 -53.834534 -35.255432
1.865 1.846 27.952576 -53.95813 -35.47058
1.886 1.866 28.587341 -54.333496 -36.44409
1.906 1.886 28.164673 -52.503967 -34.93042
1.925 1.906 28.076172 -52.4765 -35.2417
1.946 1.926 27.632141 -52.48871 -36.57379
1.967 1.946 27.496338 -53.16925 -35.906982
1.986 1.966 27.630615 -53.103638 -35.70862
2.005 1.987 28.266907 -53.009033 -35.098267
2.024 2.007 28.665161 -53.668213 -35.74524
2.044 2.027 28.894043 -53.593445 -35.221863
2.066 2.047 29.510498 -53.804016 -33.691406
2.084 2.067 28.999329 -55.332947 -34.44214
2.105 2.087 28.955078 -54.948425 -34.31549
2.125 2.107 28.439331 -54.13971 -33.909607
2.150 2.128 27.328491 -54.99878 -33.79059
2.164 2.148 27.70691 -54.9057 -33.69751
2.184 2.168 28.520203 -54.618835 -33.416748
2.205 2.188 28.164673 -54.499817 -33.30078
2.224 2.208 28.111267 -54.551697 -33.148193
2.247 2.228 28.152466 -55.13611 -32.351685
2.264 2.248 28.497314 -56.16455 -31.34613
2.284 2.269 28.327942 -55.66101 -31.619263
2.305 2.289 27.767944 -54.666138 -32.603455
2.325 2.309 27.328491 -54.666138 -33.46405
2.349 2.329 27.874756 -54.486084 -33.285522
2.367 2.349 28.707886 -54.167175 -32.97577
2.384 2.369 28.497314 -54.167175 -32.97577
2.405 2.389 28.497314 -53.778076 -32.33795
