gyroscope-calibrated.txt

All values are in radians/second.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.454 0.443 -0.12030029 0.698822 0.67022705
0.473 0.463 -0.028808594 0.85787964 0.8228302
0.493 0.483 -0.04324341 0.80862427 0.9853363
0.550 0.503 -0.052444458 0.7224579 1.0744324
0.550 0.524 0.030670166 0.6591797 1.0989227
0.552 0.544 0.026870728 0.704895 1.0960541
0.573 0.564 -0.0953064 0.8474121 1.1047821
0.593 0.584 -0.1509552 0.8646698 1.1081085
0.613 0.604 -0.115356445 0.7378235 1.0809937
0.632 0.624 -0.096069336 0.6822052 1.0475922
0.652 0.644 -0.06222534 0.7079468 1.0475159
0.672 0.664 -0.10046387 0.8519745 1.0988922
0.692 0.685 -0.1666565 1.0106354 1.1331024
0.712 0.705 -0.21350098 1.040863 1.219986
0.732 0.725 -0.20672607 0.7901306 1.2710876
0.753 0.745 -0.08828735 0.4812317 1.3319397
0.773 0.765 0.022888184 0.42971802 1.3775787
0.794 0.785 0.1328888 0.5067749 1.4406433
0.812 0.805 0.23426819 0.5402069 1.429596
0.833 0.826 0.06266785 0.47988892 1.4266205
0.852 0.846 -0.3343811 0.09109497 1.6437378
0.872 0.866 -0.5384979 -0.18475342 1.8500824
0.893 0.886 -0.43502808 -0.18911743 1.8489685
0.913 0.906 -0.19300842 -0.31396484 1.6794891
0.933 0.926 0.17874146 -0.2568817 1.8974304
0.952 0.946 0.30825806 0.18882751 2.00148
0.972 0.967 0.08668518 0.36631775 1.7456207
0.993 0.987 -0.042816162 0.37034607 1.4256134
1.012 1.007 0.11141968 0.32229614 1.2352753
1.031 1.027 0.37251282 0.64637756 1.1613312
1.052 1.047 0.4887085 1.0043335 0.96336365
1.072 1.067 0.7040558 0.978302 0.9432373
1.092 1.087 1.1024628 0.7754669 1.0167236
1.112 1.108 1.4020691 0.92193604 0.9436493
1.132 1.128 0.91793823 0.49687195 0.6270752
1.152 1.148 0.45314026 0.082229614 0.52256775
1.173 1.168 0.2775116 0.20188904 0.64112854
1.192 1.188 0.26667786 0.3080902 0.8070221
1.211 1.208 0.37409973 0.21990967 0.681015
1.232 1.228 0.36117554 0.0022277832 0.22828674
1.253 1.249 0.1899414 0.041625977 0.43226624
1.272 1.269 -0.22247314 0.14457703 0.57547
1.292 1.289 -0.62664795 0.17382813 0.4633789
1.312 1.309 -0.6997528 0.19551086 0.5551758
1.352 1.329 -0.6161804 0.11326599 0.60614014
1.372 1.349 -0.074539185 0.08439636 0.71543884
1.396 1.369 0.41555786 0.24713135 0.7701874
1.412 1.390 0.5557556 0.25416565 0.75990295
1.432 1.410 0.500824 -0.0072021484 0.60453796
1.452 1.430 0.3828125 -0.4052124 0.44456482
1.473 1.450 0.26585388 -0.43470764 0.44480896
1.492 1.470 0.07531738 -0.24809265 0.43455505
1.512 1.490 -0.09591675 -0.21360779 0.5261078
1.532 1.510 -0.17088318 -0.1277771 0.59625244
1.552 1.531 -0.22920227 -0.01335144 0.36691284
1.572 1.551 -0.13545227 0.12498474 0.15759277
1.592 1.571 0.09291077 0.06185913 0.1872406
1.612 1.591 0.22984314 0.02508545 0.3232727
1.632 1.611 0.06690979 0.09715271 0.28179932
1.651 1.631 -0.1563263 0.0993042 0.11834717
1.672 1.651 -0.22331238 -0.032043457 -0.020812988
1.692 1.672 -0.1638794 -0.20492554 -0.04396057
1.712 1.692 -0.09333801 -0.29115295 -0.04170227
1.732 1.712 -0.091049194 -0.40951538 -0.31295776
1.752 1.732 -0.02243042 -0.58709717 -0.8009949
1.775 1.752 0.055114746 -0.66822815 -1.0057373
1.792 1.772 -0.03514099 -0.40423584 -0.77685547
1.812 1.792 -0.114105225 -0.02470398 -0.23997498
1.831 1.813 -0.22106934 0.25016785 -0.19039917
1.852 1.833 -0.18138123 0.24395752 -0.33021545
1.872 1.853 -0.021392822 -0.0041046143 0.005004883
1.892 1.873 0.09043884 -0.37254333 0.005996704
1.912 1.893 0.2818451 -0.6229553 -0.2041626
1.932 1.913 0.58895874 -0.6067352 -0.18528748
1.951 1.933 1.0519714 -0.649353 -0.12641907
1.971 1.954 1.2652435 -0.7819519 -0.07499695
1.991 1.974 1.0946045 -0.7904358 -0.09681702
2.012 1.994 0.6782837 -0.61634827 -0.15701294
2.031 2.014 0.06387329 -0.4504242 -0.20080566
2.051 2.034 -0.612442 -0.33509827 -0.33062744
2.073 2.054 -1.0143585 -0.27835083 -0.5296173
2.092 2.074 -0.80067444 -0.076660156 -0.5921631
2.111 2.095 -0.22685242 0.31285095 -0.5253296
2.131 2.115 0.1758728 0.5640564 -0.45056152
2.153 2.135 0.28237915 0.5522003 -0.42344666
2.172 2.155 0.30516052 0.34072876 -0.38085938
2.192 2.175 0.32321167 0.12922668 -0.3162079
2.212 2.195 0.26870728 0.0010070801 -0.28144836
2.231 2.215 0.17201233 0.0155181885 -0.29232788
2.252 2.236 0.15948486 0.07749939 -0.28224182
2.272 2.256 0.18850708 0.17419434 -0.21813965
2.292 2.276 0.16937256 0.30845642 -0.17279053
2.312 2.296 0.046447754 0.31848145 -0.043182373
2.331 2.316 -0.06719971 0.34780884 0.034698486
2.351 2.336 -0.078063965 0.33276367 0.11590576
2.374 2.356 -0.07809448 0.2721405 0.24473572
2.391 2.377 -0.113601685 0.32228088 0.3307495
2.411 2.397 -0.13023376 0.4544983 0.426651
2.431 2.417 -0.055419922 0.48854065 0.5126953
2.453 2.437 0.1305542 0.39582825 0.6267395
2.471 2.457 0.3280182 0.25531006 0.7459259
2.491 2.477 0.39065552 0.15232849 0.7657776
2.511 2.497 0.341156 0.14941406 0.6476593
2.535 2.518 0.28485107 0.20355225 0.48832703
2.551 2.538 0.25636292 0.2477417 0.34677124
2.571 2.558 0.2627716 0.26705933 0.2151947
2.591 2.578 0.34306335 0.3085785 0.13786316
2.613 2.598 0.534729 0.4142151 0.13565063
2.633 2.618 0.7247772 0.5578003 0.20887756
2.652 2.638 0.7292175 0.65982056 0.33833313
2.672 2.659 0.46914673 0.6456146 0.4831848
2.692 2.679 0.06806946 0.42208862 0.57418823
2.712 2.699 -0.13772583 0.10270691 0.56285095
2.734 2.719 0.030059814 0.03149414 0.5037079
2.752 2.739 0.3492279 0.2732544 0.51704407
2.772 2.759 0.52497864 0.5570526 0.60621643
2.792 2.779 0.49365234 0.6390381 0.68013
2.814 2.800 0.33496094 0.47657776 0.70407104
2.832 2.820 0.12414551 0.18840027 0.6853485
2.852 2.840 -0.048416138 -0.0024871826 0.6408081
2.871 2.860 -0.11627197 0.008758545 0.58451843
2.891 2.880 -0.07766724 0.12394714 0.51501465
2.912 2.900 0.0320282 0.21965027 0.4233551
2.932 2.920 0.15821838 0.25213623 0.35113525
2.951 2.940 0.2499237 0.21270752 0.3138275
2.972 2.961 0.27705383 0.11289978 0.29223633
2.992 2.981 0.2677765 -0.004623413 0.25430298
3.012 3.001 0.2616577 -0.070999146 0.20204163
3.033 3.021 0.24732971 -0.06636047 0.11489868
3.051 3.041 0.19122314 -0.06410217 0.006866455
3.071 3.061 0.179245 -0.12965393 -0.10618591
3.091 3.081 0.20095825 -0.1952362 -0.19015503
3.112 3.102 0.19602966 -0.2707672 -0.21968079
3.131 3.122 0.16226196 -0.38998413 -0.21180725
