accelerometer.txt

All values are in SI units (m/s^2).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.334 0.314 0.35385132 4.814575 8.191635
0.354 0.334 0.31636047 4.7558136 8.239929
0.377 0.354 0.25515747 4.8251953 8.521057
0.394 0.375 0.12557983 4.8532104 8.56189
0.415 0.395 0.064590454 4.950287 8.350174
0.434 0.415 0.043380737 4.9860535 8.253204
0.468 0.435 -0.0116119385 4.9864807 8.494568
0.519 0.455 -0.2288208 5.0309143 8.53743
0.521 0.475 -0.15959167 5.003128 8.318756
0.523 0.495 -0.09677124 5.0411377 8.3476715
0.534 0.516 -0.037826538 4.9929047 8.246475
0.555 0.536 -0.14616394 4.9483795 8.367386
0.574 0.556 -0.007904053 4.8908386 8.50943
0.594 0.576 0.102874756 4.9143524 8.490738
0.614 0.596 0.13005066 4.958359 8.3116455
0.634 0.616 0.07873535 4.9973755 7.9688263
0.654 0.636 0.11705017 4.964798 8.173355
0.674 0.657 0.118270874 4.838272 8.417938
0.694 0.677 -0.1418457 4.860138 8.193619
0.715 0.697 -0.46072388 4.8293457 8.150925
0.734 0.717 -0.31100464 4.9503326 8.054962
0.757 0.737 0.011138916 4.9122314 8.255264
0.776 0.757 -0.07443237 4.8251038 8.739639
0.794 0.777 -0.18640137 4.8429413 8.550446
0.815 0.798 -0.11515808 4.928467 8.776016
0.835 0.818 0.02796936 4.905609 8.998764
0.855 0.838 -0.33981323 4.87381 8.598541
0.874 0.858 -0.26034546 4.9624786 8.348694
0.894 0.878 -0.3718872 4.923477 8.20639
0.915 0.898 -0.6665039 5.0777893 8.219925
0.935 0.918 -0.8779144 5.137085 8.151337
0.955 0.939 -0.91226196 5.0189667 8.186218
0.975 0.959 -0.62609863 4.9891815 8.405426
0.995 0.979 -0.6299591 4.997162 8.333374
1.015 0.999 -0.78507996 5.0174255 8.1017
1.036 1.019 -0.4962616 5.113022 7.667694
1.056 1.039 -0.1587677 5.1946106 7.3292847
1.075 1.059 -0.34994507 5.135437 7.770996
1.095 1.080 -0.49588013 4.959366 8.487137
1.115 1.100 -0.29292297 4.8168488 8.727829
1.136 1.120 -0.30952454 4.79953 8.790161
1.156 1.140 -0.8101654 4.808304 8.793655
1.176 1.160 -1.1624756 4.813156 9.052734
1.195 1.180 -0.8691101 4.9115906 8.984467
1.217 1.200 -0.7453308 4.994873 8.308792
1.235 1.221 -0.65802 5.0540924 7.893814
1.255 1.241 -0.7455292 4.9858246 7.612625
1.276 1.261 -0.76330566 4.917343 7.486847
1.296 1.281 -0.42407227 4.9157257 7.5112305
1.315 1.301 -0.17210388 4.9088745 7.730728
1.335 1.321 -0.43962097 4.7094116 8.424866
1.356 1.341 -0.64227295 4.654541 8.567291
1.376 1.362 -0.8768921 4.7100677 8.00058
1.395 1.382 -1.2123718 4.611023 7.6436768
1.416 1.402 -1.3051147 4.416214 8.206085
1.436 1.422 -1.1940155 4.215561 8.771469
1.455 1.442 -1.5023499 3.9820862 8.916031
1.476 1.462 -1.8192291 3.6938171 9.035217
1.500 1.482 -1.6272278 3.4589539 9.401062
