gyroscope.txt

All values are in radians/second. Factory calibration and temperature compensation are still applied to the rate of rotation (angular speeds).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z estimated-drift-x estimated-drift-y estimated-drift-z
0.468 0.435 0.028244019 -0.04147339 -0.073287964 0.0326233 0.006210327 -0.0043640137
0.525 0.455 0.04689026 -0.0015411377 -0.06484985 0.0326233 0.006210327 -0.0043640137
0.525 0.475 0.067718506 0.002243042 -0.025161743 0.0326233 0.006210327 -0.0043640137
0.525 0.495 0.0569458 0.005935669 -0.009735107 0.0326233 0.006210327 -0.0043640137
0.535 0.516 0.048355103 0.020065308 0.0011749268 0.0326233 0.006210327 -0.0043640137
0.556 0.536 0.025863647 0.024932861 0.009475708 0.0326233 0.006210327 -0.0043640137
0.575 0.556 0.02267456 0.05784607 0.02168274 0.0326233 0.006210327 -0.0043640137
0.595 0.576 0.05897522 0.09310913 0.005432129 0.0326233 0.006210327 -0.0043640137
0.615 0.596 0.082839966 0.14459229 -0.032546997 0.0326233 0.006210327 -0.0043640137
0.638 0.616 0.04437256 0.1839447 -0.05455017 0.0326233 0.006210327 -0.0043640137
0.656 0.636 -0.025482178 0.22714233 -0.06185913 0.0326233 0.006210327 -0.0043640137
0.675 0.657 -0.0078125 0.30052185 -0.075927734 0.0326233 0.006210327 -0.0043640137
0.696 0.677 -5.645752E-4 0.24761963 -0.10142517 0.0326233 0.006210327 -0.0043640137
0.719 0.697 -0.046325684 0.12548828 -0.106918335 0.0326233 0.006210327 -0.0043640137
0.736 0.717 -0.064956665 0.0990448 -0.061904907 0.0326233 0.006210327 -0.0043640137
0.761 0.737 -0.07803345 0.16174316 -0.04260254 0.0326233 0.006210327 -0.0043640137
0.778 0.757 -0.033920288 0.21406555 -0.067993164 0.0326233 0.006210327 -0.0043640137
0.795 0.777 0.057144165 0.19178772 -0.08596802 0.0326233 0.006210327 -0.0043640137
0.817 0.798 0.080093384 0.10450745 -0.10189819 0.0326233 0.006210327 -0.0043640137
0.838 0.818 0.13383484 0.033218384 -0.115112305 0.0326233 0.006210327 -0.0043640137
0.856 0.838 0.19087219 -0.06201172 -0.14860535 0.0326233 0.006210327 -0.0043640137
0.876 0.858 0.19851685 -0.025253296 -0.14793396 0.0326233 0.006210327 -0.0043640137
0.895 0.878 0.18383789 -0.010314941 -0.16218567 0.0326233 0.006210327 -0.0043640137
0.916 0.898 0.1388092 -0.05505371 -0.18023682 0.0326233 0.006210327 -0.0043640137
0.935 0.918 0.10191345 -0.009918213 -0.13734436 0.0326233 0.006210327 -0.0043640137
0.956 0.939 0.03805542 0.0637207 -0.06669617 0.0326233 0.006210327 -0.0043640137
0.975 0.959 -0.011566162 0.06011963 -0.03996277 0.0326233 0.006210327 -0.0043640137
0.996 0.979 -0.0034179688 0.075408936 -0.052215576 0.0326233 0.006210327 -0.0043640137
1.017 0.999 0.0055999756 0.104278564 -0.04611206 0.0326233 0.006210327 -0.0043640137
1.036 1.019 -0.0047302246 0.09024048 -0.0046081543 0.0326233 0.006210327 -0.0043640137
1.056 1.039 -0.08590698 0.03147888 0.014892578 0.0326233 0.006210327 -0.0043640137
1.076 1.059 -0.21560669 0.07728577 0.017181396 0.0326233 0.006210327 -0.0043640137
1.096 1.080 -0.25978088 0.13378906 0.048980713 0.0326233 0.006210327 -0.0043640137
1.116 1.100 -0.20429993 0.13809204 0.06455994 0.0326233 0.006210327 -0.0043640137
1.136 1.120 -0.14959717 0.15284729 0.02507019 0.0326233 0.006210327 -0.0043640137
1.156 1.140 -0.13143921 0.17948914 -0.028625488 0.0326233 0.006210327 -0.0043640137
1.177 1.160 -0.114990234 0.15708923 -0.031341553 0.0326233 0.006210327 -0.0043640137
1.196 1.180 -0.016052246 0.088027954 -0.011230469 0.0326233 0.006210327 -0.0043640137
1.218 1.200 0.067596436 0.0801239 -0.020965576 0.0326233 0.006210327 -0.0043640137
1.236 1.221 0.050979614 0.13122559 -0.024673462 0.0326233 0.006210327 -0.0043640137
1.257 1.241 -0.013076782 0.14744568 -0.032699585 0.0326233 0.006210327 -0.0043640137
1.276 1.261 -0.10379028 0.10800171 -0.040634155 0.0326233 0.006210327 -0.0043640137
1.296 1.281 -0.2024231 0.06488037 -0.059783936 0.0326233 0.006210327 -0.0043640137
1.316 1.301 -0.28147888 0.0630188 -0.13439941 0.0326233 0.006210327 -0.0043640137
1.336 1.321 -0.31611633 0.06477356 -0.23638916 0.0326233 0.006210327 -0.0043640137
1.357 1.341 -0.23258972 0.05015564 -0.2874298 0.0326233 0.006210327 -0.0043640137
1.377 1.362 -0.14199829 0.042434692 -0.2808075 0.0326233 0.006210327 -0.0043640137
1.396 1.382 -0.17608643 0.069885254 -0.22740173 0.0326233 0.006210327 -0.0043640137
1.417 1.402 -0.28225708 0.13343811 -0.15917969 0.0326233 0.006210327 -0.0043640137
1.436 1.422 -0.31472778 0.14175415 -0.11468506 0.0326233 0.006210327 -0.0043640137
1.456 1.442 -0.28450012 0.09933472 -0.094573975 0.0326233 0.006210327 -0.0043640137
1.476 1.462 -0.2933197 0.09048462 -0.025512695 0.0326233 0.006210327 -0.0043640137
1.501 1.482 -0.33511353 0.08555603 0.05647278 0.0326233 0.006210327 -0.0043640137
1.517 1.503 -0.32556152 0.061782837 0.0776062 0.0326233 0.006210327 -0.0043640137
1.536 1.523 -0.2596588 0.05810547 0.07022095 0.0326233 0.006210327 -0.0043640137
1.557 1.543 -0.14602661 0.05381775 0.061157227 0.0326233 0.006210327 -0.0043640137
1.576 1.563 -0.030319214 0.041107178 0.050460815 0.0326233 0.006210327 -0.0043640137
1.601 1.583 0.0055999756 0.03955078 0.046173096 0.0326233 0.006210327 -0.0043640137
1.617 1.603 0.02861023 0.08177185 0.049438477 0.0326233 0.006210327 -0.0043640137
1.637 1.623 0.093444824 0.1477356 0.08938599 0.0326233 0.006210327 -0.0043640137
1.657 1.644 0.078948975 0.13945007 0.15667725 0.0326233 0.006210327 -0.0043640137
1.677 1.664 -0.016586304 0.045806885 0.19073486 0.0326233 0.006210327 -0.0043640137
1.697 1.684 -0.043273926 -0.012313843 0.17962646 0.0326233 0.006210327 -0.0043640137
1.718 1.704 0.027572632 0.046691895 0.15867615 0.0326233 0.006210327 -0.0043640137
1.738 1.724 0.06895447 0.121917725 0.12792969 0.0326233 0.006210327 -0.0043640137
1.759 1.744 0.001663208 0.045059204 0.0625 0.0326233 0.006210327 -0.0043640137
1.777 1.764 -0.06863403 -0.12989807 -0.029541016 0.0326233 0.006210327 -0.0043640137
1.797 1.785 -0.0077819824 -0.19917297 -0.1725769 0.0326233 0.006210327 -0.0043640137
1.818 1.805 0.15646362 -0.10368347 -0.33821106 0.0326233 0.006210327 -0.0043640137
1.837 1.825 0.31866455 0.026779175 -0.44230652 0.0326233 0.006210327 -0.0043640137
1.859 1.845 0.3622284 0.054336548 -0.44534302 0.0326233 0.006210327 -0.0043640137
1.879 1.865 0.28416443 -0.07510376 -0.34432983 0.0326233 0.006210327 -0.0043640137
1.898 1.885 0.20800781 -0.24360657 -0.19038391 0.0326233 0.006210327 -0.0043640137
1.918 1.905 0.20378113 -0.27027893 -0.045562744 0.0326233 0.006210327 -0.0043640137
1.938 1.926 0.2640686 -0.2080841 0.07286072 0.0326233 0.006210327 -0.0043640137
1.958 1.946 0.26979065 -0.21699524 0.20568848 0.0326233 0.006210327 -0.0043640137
1.981 1.966 0.18592834 -0.29405212 0.3521881 0.0326233 0.006210327 -0.0043640137
1.997 1.986 0.16165161 -0.27519226 0.45655823 0.0326233 0.006210327 -0.0043640137
2.018 2.006 0.29766846 -0.14265442 0.48382568 0.0326233 0.006210327 -0.0043640137
2.037 2.026 0.47698975 -0.0057525635 0.4845581 0.0326233 0.006210327 -0.0043640137
2.058 2.046 0.60821533 0.11732483 0.52171326 0.0326233 0.006210327 -0.0043640137
2.077 2.067 0.7186737 0.20858765 0.6353302 0.0326233 0.006210327 -0.0043640137
2.097 2.087 0.7878113 0.23208618 0.74334717 0.0326233 0.006210327 -0.0043640137
2.118 2.107 0.7562866 0.2836609 0.7817383 0.0326233 0.006210327 -0.0043640137
2.139 2.127 0.6418762 0.30119324 0.8082123 0.0326233 0.006210327 -0.0043640137
2.160 2.147 0.45428467 0.18058777 0.84703064 0.0326233 0.006210327 -0.0043640137
2.178 2.167 0.30888367 0.040725708 0.8803711 0.0326233 0.006210327 -0.0043640137
2.201 2.187 0.3384552 0.02243042 0.8286743 0.0326233 0.006210327 -0.0043640137
2.219 2.208 0.49397278 0.11483765 0.72132874 0.0326233 0.006210327 -0.0043640137
2.237 2.228 0.59768677 0.205307 0.6732178 0.0326233 0.006210327 -0.0043640137
2.260 2.248 0.6248779 0.24328613 0.6729431 0.0326233 0.006210327 -0.0043640137
2.280 2.268 0.57717896 0.24705505 0.701355 0.0326233 0.006210327 -0.0043640137
2.298 2.288 0.437088 0.1799469 0.73750305 0.0326233 0.006210327 -0.0043640137
2.319 2.308 0.31201172 0.069625854 0.7423706 0.0326233 0.006210327 -0.0043640137
2.342 2.328 0.30360413 0.063949585 0.66734314 0.0326233 0.006210327 -0.0043640137
2.359 2.349 0.3247528 0.103897095 0.58073425 0.0326233 0.006210327 -0.0043640137
2.378 2.369 0.31506348 0.12490845 0.57063293 0.0326233 0.006210327 -0.0043640137
2.399 2.389 0.25445557 0.14706421 0.58283997 0.0326233 0.006210327 -0.0043640137
2.421 2.409 0.10624695 0.14732361 0.57341003 0.0326233 0.006210327 -0.0043640137
2.440 2.429 -0.08425903 0.037384033 0.5425873 0.0326233 0.006210327 -0.0043640137
2.459 2.449 -0.16377258 -0.06602478 0.53201294 0.0326233 0.006210327 -0.0043640137
2.479 2.469 -0.21911621 -0.075149536 0.55126953 0.0326233 0.006210327 -0.0043640137
2.498 2.490 -0.2734375 -0.009765625 0.54011536 0.0326233 0.006210327 -0.0043640137
2.519 2.510 -0.26765442 -0.013031006 0.49713135 0.0326233 0.006210327 -0.0043640137
2.539 2.530 -0.24078369 -0.09262085 0.45321655 0.0326233 0.006210327 -0.0043640137
2.559 2.550 -0.2266388 -0.119140625 0.3636322 0.0326233 0.006210327 -0.0043640137
2.579 2.570 -0.20657349 -0.110076904 0.25177002 0.0326233 0.006210327 -0.0043640137
2.598 2.590 -0.1337738 -0.059310913 0.1499939 0.0326233 0.006210327 -0.0043640137
2.620 2.610 -0.0340271 0.005722046 0.09364319 0.0326233 0.006210327 -0.0043640137
2.640 2.630 0.051116943 0.04423523 0.0309906 0.0326233 0.006210327 -0.0043640137
2.659 2.651 0.09844971 0.022323608 -0.028701782 0.0326233 0.006210327 -0.0043640137
2.679 2.671 0.10777283 0.0063476563 -0.05819702 0.0326233 0.006210327 -0.0043640137
2.699 2.691 0.10217285 4.5776367E-5 -0.056243896 0.0326233 0.006210327 -0.0043640137
2.724 2.711 0.039016724 -0.007019043 -0.043426514 0.0326233 0.006210327 -0.0043640137
2.739 2.731 -0.028442383 0.0066986084 -0.043045044 0.0326233 0.006210327 -0.0043640137
2.758 2.751 -0.046661377 0.026046753 -0.017150879 0.0326233 0.006210327 -0.0043640137
2.780 2.771 -0.029846191 0.04019165 0.020431519 0.0326233 0.006210327 -0.0043640137
2.800 2.792 -0.012481689 0.06871033 0.015716553 0.0326233 0.006210327 -0.0043640137
2.822 2.812 0.035980225 0.10531616 -0.027297974 0.0326233 0.006210327 -0.0043640137
2.839 2.832 0.10684204 0.07862854 -9.765625E-4 0.0326233 0.006210327 -0.0043640137
2.860 2.852 0.094070435 -0.018859863 0.07827759 0.0326233 0.006210327 -0.0043640137
2.878 2.872 0.033462524 -0.07044983 0.13139343 0.0326233 0.006210327 -0.0043640137
2.898 2.892 0.09446716 -0.07336426 0.13085938 0.0326233 0.006210327 -0.0043640137
2.920 2.912 0.17047119 -0.035568237 0.095840454 0.0326233 0.006210327 -0.0043640137
2.939 2.933 0.16622925 0.018447876 0.07344055 0.0326233 0.006210327 -0.0043640137
2.959 2.953 0.15071106 0.039489746 0.04951477 0.0326233 0.006210327 -0.0043640137
2.980 2.973 0.14120483 -0.0036315918 0.021102905 0.0326233 0.006210327 -0.0043640137
3.003 2.993 0.10105896 -0.001449585 -0.006942749 0.0326233 0.006210327 -0.0043640137
3.064 3.013 0.066223145 0.096206665 -0.0077819824 0.0326233 0.006210327 -0.0043640137
3.064 3.033 0.041381836 0.21348572 0.018966675 0.0326233 0.006210327 -0.0043640137
3.068 3.053 0.023422241 0.25967407 0.06517029 0.0326233 0.006210327 -0.0043640137
3.083 3.074 0.030075073 0.2265625 0.114486694 0.0326233 0.006210327 -0.0043640137
3.103 3.094 -0.015960693 0.10203552 0.15431213 0.0326233 0.006210327 -0.0043640137
3.120 3.114 -0.057022095 -0.023590088 0.15625 0.0326233 0.006210327 -0.0043640137
3.138 3.134 -0.01109314 -0.0021972656 0.13656616 0.0326233 0.006210327 -0.0043640137
3.158 3.154 0.080963135 0.092178345 0.06704712 0.0326233 0.006210327 -0.0043640137
3.178 3.174 0.1134491 0.1486969 0.028427124 0.0326233 0.006210327 -0.0043640137
3.201 3.194 0.07185364 0.07235718 0.05052185 0.0326233 0.006210327 -0.0043640137
3.220 3.215 -0.010116577 -0.020401001 0.07929993 0.0326233 0.006210327 -0.0043640137
3.240 3.235 -0.034835815 -0.024765015 0.0683136 0.0326233 0.006210327 -0.0043640137
3.260 3.255 0.024993896 0.03656006 0.06036377 0.0326233 0.006210327 -0.0043640137
3.279 3.275 0.08239746 0.0949707 0.062942505 0.0326233 0.006210327 -0.0043640137
3.299 3.295 0.11393738 0.12049866 0.07324219 0.0326233 0.006210327 -0.0043640137
3.320 3.315 0.07777405 0.04425049 0.07583618 0.0326233 0.006210327 -0.0043640137
