accelerometer.txt

All values are in SI units (m/s^2).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.399 0.395 -0.97369385 2.75531 9.069061
0.419 0.415 1.8453217 5.8612823 6.6307373
0.444 0.436 1.1304016 5.7834473 3.6330109
0.460 0.456 0.025741577 5.6719666 8.905701
0.479 0.476 -0.84025574 4.5228424 11.945251
0.500 0.496 -1.288269 3.5983124 9.561081
0.547 0.516 -0.14094543 5.2368164 8.456543
0.547 0.536 0.5927124 5.964386 7.439575
0.563 0.556 1.5283356 6.2545624 6.3837585
0.579 0.577 1.9844971 6.3046417 5.487335
0.600 0.597 -0.043563843 4.176956 5.00795
0.620 0.617 0.12080383 4.3454742 8.624207
0.640 0.637 -0.16189575 4.7385406 8.639313
0.659 0.657 -0.050994873 6.21904 7.645996
0.679 0.677 0.3140564 7.8810577 8.123581
0.700 0.697 1.1514587 8.872421 10.990463
0.739 0.718 1.967453 9.299591 12.011765
0.759 0.738 0.6834564 7.036255 9.656876
0.779 0.758 -0.3197174 5.393036 5.6735992
0.801 0.778 -0.44708252 4.897644 4.6730194
0.821 0.798 -0.49838257 5.0592194 4.3884583
0.840 0.818 -1.7084656 4.8921967 5.8783264
0.861 0.838 -1.57901 5.1546936 8.085846
0.880 0.859 -0.044311523 5.7401123 9.895706
0.901 0.879 0.10662842 5.189575 10.409393
0.922 0.899 -0.25619507 5.0449066 8.872543
0.940 0.919 -0.0014190674 5.2061615 8.575592
0.960 0.939 0.5892334 5.587494 8.177002
0.980 0.959 0.72987366 5.576874 7.9968567
1.000 0.979 1.1022034 5.8339996 7.684021
1.021 1.000 0.8024597 5.563278 7.9243164
1.041 1.020 0.81607056 5.6076813 8.49794
1.060 1.040 0.47903442 5.5414886 8.3962555
1.080 1.060 0.7980194 5.7398376 8.02565
1.100 1.080 0.721405 5.6631317 7.7399445
1.120 1.100 0.7875824 5.692642 7.7838745
1.140 1.120 0.35482788 5.2712555 7.966751
1.160 1.141 0.4140625 5.3185883 7.8328247
1.180 1.161 0.39875793 5.4113007 8.107925
1.200 1.181 0.8253784 5.797165 8.390167
1.220 1.201 0.7557678 5.769104 8.040985
1.241 1.221 0.93659973 5.7255554 7.799179
1.260 1.241 0.6253357 5.4119263 7.590744
1.280 1.261 0.66238403 5.3499756 8.157318
1.301 1.282 0.6291199 5.315338 8.48732
1.320 1.302 0.7264404 5.4577026 8.397675
1.341 1.322 0.6527252 5.3923035 8.579086
1.361 1.342 0.6365814 5.158951 8.744156
1.386 1.362 0.27560425 4.613495 8.44606
1.402 1.382 0.51338196 4.6666107 8.295654
1.420 1.402 0.65686035 4.7094574 8.633759
1.440 1.423 0.60635376 4.5838776 8.807846
1.462 1.443 -0.3243103 4.0096436 8.38681
1.481 1.463 -0.66690063 3.470642 8.080414
1.501 1.483 -0.49713135 2.5460052 7.9127655
1.521 1.503 -0.48770142 2.2306824 7.8159637
1.541 1.523 -0.4740448 2.1701355 7.8315277
1.561 1.543 -0.07106018 2.2811737 8.145477
1.581 1.564 0.13626099 2.3488617 8.223053
1.601 1.584 0.13441467 2.569809 8.634811
1.621 1.604 -0.45562744 1.9788055 8.214722
1.641 1.624 -0.585968 1.1783752 6.956482
1.661 1.644 1.0489655 1.5129089 8.390213
1.682 1.664 2.4245453 2.454422 11.968155
1.702 1.684 1.3555908 2.8180084 12.215973
1.721 1.705 -0.9949646 1.4609222 8.449554
1.742 1.725 2.2207642 -0.23231506 5.372757
1.765 1.745 5.665863 0.6582031 7.284546
1.781 1.765 5.4106903 2.0100708 11.641525
1.802 1.785 3.94133 1.1179047 13.283203
1.821 1.805 4.089157 0.01828003 12.803207
1.842 1.825 3.5361328 -0.12646484 9.48082
1.861 1.846 2.4668884 -0.2927246 5.1712646
1.881 1.866 2.8744507 -0.5418396 4.031769
1.901 1.886 4.7230225 -0.023345947 4.720642
1.921 1.906 6.7045746 -0.16893005 5.2007904
1.941 1.926 5.522217 -1.539917 3.9393463
1.962 1.946 1.5756989 -2.7603607 0.20892334
1.982 1.966 6.3322144 0.9542389 6.2632904
