accelerometer.txt

All values are in SI units (m/s^2).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.330 0.314 1.8066711 4.069412 8.892029
0.351 0.334 1.7729034 4.1658936 8.865173
0.371 0.354 1.7548828 4.0687866 8.691864
0.390 0.374 1.6945343 4.059723 8.4878235
0.410 0.394 1.7765656 4.075165 8.599503
0.434 0.415 1.7857208 4.20784 8.465866
0.456 0.435 1.8916016 4.217453 8.660797
0.502 0.455 1.8891144 4.231613 8.586884
0.502 0.475 1.7856903 4.0978546 8.50827
0.511 0.495 1.6393738 4.097412 8.334885
0.531 0.515 1.7032471 4.0848083 8.445297
0.550 0.535 1.803894 4.179245 8.729279
0.570 0.556 1.8515778 4.162323 8.823395
0.590 0.576 1.7443695 4.108551 8.510696
0.610 0.596 1.7046204 4.0294647 8.300995
0.630 0.616 1.7812958 4.108673 8.376633
0.650 0.636 1.7921295 4.121277 8.577805
0.670 0.656 1.8517151 4.227051 8.675751
0.690 0.676 1.9025116 4.1527405 8.709045
0.710 0.697 1.85849 4.1440887 8.677109
0.732 0.717 1.7398224 4.064438 8.45813
0.751 0.737 1.6880493 4.044937 8.376236
0.770 0.757 1.6688232 4.060318 8.439438
0.790 0.777 1.8226166 4.1202545 8.68544
0.812 0.797 1.8331146 4.0328674 8.800446
0.831 0.817 1.71698 3.9911194 8.741089
0.851 0.838 1.7358246 3.980774 8.755905
0.870 0.858 1.7441406 4.113922 8.709732
0.892 0.878 1.5752716 4.045578 8.727814
0.910 0.898 1.2738953 3.7101746 9.143005
0.932 0.918 1.2284851 3.7318726 9.522095
0.951 0.938 0.97203064 3.5261383 9.655624
0.971 0.958 -0.22236633 2.7861633 10.249817
0.991 0.979 -1.3563232 2.2325897 11.763428
1.011 0.999 -2.314331 1.631607 12.806244
1.032 1.019 -3.70932 0.85687256 13.456451
1.051 1.039 -4.7747955 0.28575134 13.963776
1.071 1.059 -5.037216 0.98049927 13.748489
1.091 1.079 -4.8333893 2.7493439 11.298996
1.112 1.099 -4.725342 3.6142273 8.457611
1.131 1.119 -4.9586487 3.1631012 8.902832
1.151 1.140 -4.8189087 2.1288452 10.267532
1.171 1.160 -3.451416 2.3711395 9.439133
1.195 1.180 -2.6672058 1.8087921 8.460388
1.211 1.200 -0.84732056 2.2739258 6.933365
1.231 1.220 1.2124329 2.808014 6.4795837
1.251 1.240 1.4400177 2.402771 8.343964
1.273 1.260 2.0619965 2.6302643 10.065781
1.292 1.281 6.652054 4.740143 8.817947
1.311 1.301 6.53331 5.9164886 9.592255
1.332 1.321 -0.79885864 3.5078583 9.743729
1.351 1.341 -4.133957 2.024582 6.8210297
1.371 1.361 -4.044861 0.6547241 7.073395
1.391 1.381 0.90286255 -0.65216064 7.4550934
1.411 1.401 5.1650085 1.6558685 9.762573
1.431 1.422 1.863266 3.2112274 10.93515
1.451 1.442 -0.35560608 3.3012695 8.873962
1.477 1.462 0.3678894 3.3762665 7.8786316
1.492 1.482 0.7996063 5.107788 6.400528
1.511 1.502 1.8518829 6.093933 2.59935
1.531 1.522 1.9800262 5.797592 3.8206482
1.552 1.542 3.1304321 4.7501526 5.841156
1.575 1.563 4.0036926 4.376663 7.0455475
1.592 1.583 4.2854767 4.0600433 5.7624817
1.612 1.603 3.71315 3.438202 5.9990387
1.631 1.623 3.7360992 2.7504272 8.120468
1.652 1.643 5.132324 2.5961456 9.001144
1.671 1.663 6.13501 2.8256836 8.415253
1.691 1.683 5.9952545 3.1661377 7.8786774
1.711 1.704 5.5069885 3.5214233 8.105118
1.731 1.724 5.295746 3.8648987 7.6124115
1.753 1.744 5.4417877 4.0996857 7.2512665
1.771 1.764 5.1962433 4.248459 7.6912384
1.792 1.784 4.8436737 4.124542 7.852295
1.812 1.804 4.7254944 4.2759705 7.661621
1.832 1.824 4.451065 4.490906 7.6072083
1.855 1.845 4.242035 4.576996 7.998596
1.873 1.865 4.0685425 4.876709 8.248703
1.892 1.885 3.588974 5.2155914 8.267868
1.912 1.905 3.0166473 5.5642395 8.485962
1.931 1.925 2.3974 5.9630585 8.151413
1.952 1.945 2.1306915 6.2462006 7.1819
1.972 1.965 2.0028381 6.5442505 6.859024
1.992 1.986 1.8550568 6.5664673 7.093994
2.012 2.006 1.7691498 6.5517883 7.01178
2.032 2.026 1.8898315 6.555084 6.853668
2.053 2.046 1.9527588 6.6532745 6.9304504
2.072 2.066 1.6945648 6.665924 7.095413
2.092 2.086 1.4298553 6.740677 6.8358
2.113 2.106 1.4814148 6.785721 6.622528
2.132 2.127 1.3730316 6.72287 6.881485
2.153 2.147 1.2585602 6.724243 7.327057
2.173 2.167 1.217041 6.7174683 7.123108
2.192 2.187 1.3591766 6.590912 6.912079
2.213 2.207 1.6368713 6.353653 7.212738
2.235 2.227 1.8950958 6.209778 7.702759
2.253 2.247 2.0235596 5.9724884 7.8701477
2.272 2.268 1.8381348 5.786438 8.131027
2.292 2.288 1.8366241 5.7841797 7.8983
2.312 2.308 1.796875 5.8102264 7.7000275
2.332 2.328 1.8266907 5.821808 7.922806
2.352 2.348 1.7253418 5.801697 7.9776764
2.372 2.368 1.8019104 5.976181 7.647705
2.394 2.388 1.8144226 6.0052643 7.469589
2.414 2.409 1.7411346 6.0169983 7.7075195
2.432 2.429 1.6792908 5.9135895 7.6284943
2.452 2.449 1.7706451 5.8380737 7.491623
2.472 2.469 1.8979034 5.894104 7.4212036
2.493 2.489 2.018509 6.056717 7.689514
2.514 2.509 1.7944031 6.016739 8.037262
2.532 2.529 1.5674896 6.101059 7.7756653
2.553 2.550 1.4759521 5.949936 7.4761505
2.572 2.570 1.2394562 5.8393707 7.5254364
2.592 2.590 1.2290955 5.7660065 7.2095184
2.613 2.610 1.4802551 5.79335 7.0107574
2.633 2.630 1.6278839 5.963852 7.009247
2.652 2.650 1.7084808 6.1316833 7.1963043
2.674 2.670 1.84375 6.2286377 7.3899536
2.694 2.691 2.0487518 6.352783 7.180008
2.713 2.711 1.9647522 6.344208 7.2734375
2.752 2.731 1.9310303 6.2885895 7.4140167
2.774 2.751 1.8709564 6.0974274 7.411789
2.793 2.771 1.7944794 5.945511 7.4277954
2.813 2.791 1.8652344 5.7354584 7.5395966
2.833 2.811 1.7869568 5.6640015 7.6140137
2.853 2.832 1.7297516 5.7648926 7.5343323
2.873 2.852 1.5538788 5.8106995 7.5053864
2.893 2.872 1.5162506 5.9196625 7.5138397
2.913 2.892 1.3569641 6.0976257 7.2559967
2.933 2.912 1.2999115 6.247635 6.8490906
2.953 2.932 1.2641602 6.355591 6.696594
2.973 2.952 1.4260406 6.5934296 6.888565
2.994 2.973 1.3805695 6.627533 7.3263245
3.013 2.993 1.3041687 6.772476 7.573761
3.033 3.013 1.206955 6.766281 7.71698
3.053 3.033 1.1413116 6.7171936 7.754303
3.074 3.053 1.0658722 6.6364746 7.2872925
3.093 3.073 1.1868134 6.5914154 6.7584534
3.113 3.093 1.2389679 6.6086884 6.4794464
3.133 3.114 1.2900238 6.60997 6.581085
3.154 3.134 1.2484894 6.5966034 6.8559875
3.173 3.154 1.4404755 6.5551605 6.732727
3.194 3.174 1.8349915 6.6237793 6.552841
3.214 3.194 2.0104218 6.6927032 6.7997284
3.234 3.214 1.8830566 6.686325 7.141403
3.255 3.234 1.679718 6.601532 7.482834
3.274 3.255 1.3597717 6.5491333 7.4680786
3.294 3.275 1.2723694 6.472534 7.0220337
3.314 3.295 1.2485046 6.40889 6.787491
3.334 3.315 1.2814178 6.377472 6.985031
3.356 3.335 1.4938354 6.475113 7.256653
3.375 3.355 1.7654114 6.5424347 7.281128
3.395 3.375 1.8337555 6.59816 7.038254
3.414 3.395 1.7621918 6.6369934 7.0530243
3.434 3.416 1.6408234 6.636505 6.977463
3.454 3.436 1.441864 6.6365356 7.0121307
3.474 3.456 1.2689362 6.644623 7.127487
3.494 3.476 1.1448517 6.6627655 7.078781
3.514 3.496 1.0744781 6.7111816 6.8779144
3.537 3.516 1.1633911 6.6713867 6.870697
3.554 3.536 1.3169556 6.665695 6.8732147
3.575 3.557 1.310669 6.622177 6.993576
3.594 3.577 1.335846 6.6035767 7.069824
3.615 3.597 1.308258 6.6898346 6.7921906
