gyroscope.txt

All values are in radians/second. Factory calibration and temperature compensation are still applied to the rate of rotation (angular speeds).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z estimated-drift-x estimated-drift-y estimated-drift-z
0.463 0.437 0.17959595 0.17575073 0.756958 0.0326233 0.006210327 -0.0043640137
0.480 0.458 0.18083191 0.27778625 0.81388855 0.0326233 0.006210327 -0.0043640137
0.499 0.478 0.14848328 0.3864746 0.8688965 0.0326233 0.006210327 -0.0043640137
0.519 0.498 0.13905334 0.45513916 0.88064575 0.0326233 0.006210327 -0.0043640137
0.585 0.518 0.18455505 0.48893738 0.90830994 0.0326233 0.006210327 -0.0043640137
0.586 0.538 0.18702698 0.5149536 0.9552307 0.0326233 0.006210327 -0.0043640137
0.587 0.558 0.19200134 0.5222168 0.963562 0.0326233 0.006210327 -0.0043640137
0.597 0.578 0.26637268 0.5608673 0.94277954 0.0326233 0.006210327 -0.0043640137
0.618 0.599 0.3982544 0.6109314 0.92149353 0.0326233 0.006210327 -0.0043640137
0.638 0.619 0.44654846 0.6603546 0.9534149 0.0326233 0.006210327 -0.0043640137
0.659 0.639 0.3543396 0.67889404 1.0130005 0.0326233 0.006210327 -0.0043640137
0.678 0.659 0.23416138 0.71925354 1.0848999 0.0326233 0.006210327 -0.0043640137
0.698 0.679 0.14099121 0.7505188 1.0959625 0.0326233 0.006210327 -0.0043640137
0.719 0.699 0.14346313 0.7682648 1.0488586 0.0326233 0.006210327 -0.0043640137
0.739 0.719 0.25582886 0.78308105 0.9871826 0.0326233 0.006210327 -0.0043640137
0.758 0.740 0.42971802 0.80081177 0.9512024 0.0326233 0.006210327 -0.0043640137
0.778 0.760 0.5272064 0.8014374 0.9630432 0.0326233 0.006210327 -0.0043640137
0.798 0.780 0.50527954 0.833725 1.0398254 0.0326233 0.006210327 -0.0043640137
0.823 0.800 0.480896 0.86746216 1.1125488 0.0326233 0.006210327 -0.0043640137
0.838 0.820 0.4402008 0.9660034 1.1807251 0.0326233 0.006210327 -0.0043640137
0.858 0.840 0.35359192 0.974411 1.2247772 0.0326233 0.006210327 -0.0043640137
0.878 0.860 0.2791748 0.88061523 1.2554016 0.0326233 0.006210327 -0.0043640137
0.899 0.881 0.27404785 0.74476624 1.2653351 0.0326233 0.006210327 -0.0043640137
0.920 0.901 0.27908325 0.73905945 1.2763367 0.0326233 0.006210327 -0.0043640137
0.938 0.921 0.17306519 0.7976837 1.2816315 0.0326233 0.006210327 -0.0043640137
