gyroscope-calibrated.txt

All values are in radians/second.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.454 0.443 0.02670288 0.0012817383 -0.0017089844
0.475 0.463 0.014770508 -0.01574707 0.0066223145
0.504 0.484 -0.006652832 -0.012924194 0.014816284
0.552 0.504 -0.017578125 -0.016708374 0.0040130615
0.552 0.524 -0.011062622 -0.029464722 -0.018112183
0.553 0.544 -0.0053863525 -0.029281616 -0.01914978
0.575 0.564 -0.0032196045 -0.013305664 0.007537842
0.596 0.584 0.008682251 -0.020111084 0.030807495
0.613 0.604 0.025009155 -0.0231781 0.01876831
0.633 0.625 0.02394104 -0.01676941 0.009567261
0.653 0.645 0.026687622 -0.010879517 0.01737976
0.678 0.665 0.04371643 -0.017532349 0.024520874
0.693 0.685 0.028121948 -0.006164551 0.021713257
0.714 0.705 0.007232666 0.035690308 -0.0016326904
0.733 0.725 -0.011550903 0.033676147 0.018569946
0.753 0.745 0.012832642 0.022354126 0.0129852295
0.778 0.766 0.055603027 -0.029785156 0.017471313
0.792 0.786 0.054214478 -0.0049591064 0.009796143
0.812 0.806 0.009170532 0.042495728 -0.006576538
0.833 0.826 0.0121154785 0.03265381 -0.0067749023
0.852 0.846 0.029067993 0.0053253174 0.015625
0.874 0.866 -0.0025939941 0.015075684 0.029586792
0.892 0.886 -0.006088257 -0.013076782 0.02381897
0.912 0.907 0.02633667 -0.018951416 0.008453369
0.932 0.927 0.027648926 -0.020996094 0.0046844482
0.952 0.947 -0.00982666 6.866455E-4 0.008270264
0.974 0.967 -0.01727295 0.008255005 0.018539429
0.991 0.987 0.01423645 0.004714966 0.017425537
1.011 1.007 0.049179077 0.031051636 0.066589355
1.031 1.027 0.0934906 0.10632324 0.05647278
1.051 1.048 0.075164795 0.13580322 0.020858765
1.073 1.068 0.009048462 0.15216064 0.0184021
1.091 1.088 -0.0317688 0.16127014 0.01625061
1.111 1.108 -0.073898315 0.008560181 0.021514893
1.131 1.128 -0.088897705 -0.099853516 0.0879364
1.175 1.148 -0.08123779 -0.027770996 0.107681274
1.192 1.168 -0.0541687 0.032104492 0.08157349
1.211 1.189 0.030853271 0.028427124 0.04170227
1.231 1.209 0.051071167 0.0599823 0.032180786
1.251 1.229 0.0773468 0.10546875 0.007965088
1.274 1.249 0.053329468 0.11657715 -0.0036010742
1.291 1.269 -0.001953125 0.11323547 0.027160645
1.310 1.289 -0.023864746 0.06947327 0.04673767
1.331 1.309 -0.06933594 0.02619934 0.08520508
1.351 1.330 -0.08755493 0.056152344 0.065963745
1.374 1.350 -0.091934204 0.066986084 0.042129517
1.390 1.370 -0.08454895 0.045959473 0.025039673
1.411 1.390 -0.038604736 -0.038330078 0.06466675
1.430 1.410 0.036499023 -0.09196472 0.09597778
1.450 1.430 0.079422 -0.05253601 0.111709595
1.470 1.450 0.059921265 0.026473999 0.097351074
1.491 1.471 0.0635376 0.12600708 0.03302002
1.510 1.491 0.0723114 0.17926025 -0.043182373
1.530 1.511 0.07975769 0.21716309 -0.13171387
1.550 1.531 0.0135650635 0.17477417 -0.18377686
1.569 1.551 -0.059265137 0.13711548 -0.19993591
1.590 1.571 -0.08816528 0.06062317 -0.19056702
1.609 1.591 -0.06687927 -0.018737793 -0.15789795
1.629 1.612 -0.084609985 -0.09194946 -0.10908508
1.650 1.632 -0.11399841 -0.09655762 -0.05206299
1.670 1.652 -0.09098816 -0.10221863 -0.015487671
1.689 1.672 -0.038269043 -0.1118927 0.027679443
1.709 1.692 -0.0077209473 -0.09629822 0.06022644
1.730 1.712 -0.00894165 -0.051818848 0.08596802
1.749 1.732 0.015960693 -0.0030822754 0.081100464
1.771 1.752 0.052246094 0.022232056 0.06925964
1.788 1.773 0.04295349 0.013702393 0.06600952
1.808 1.793 0.02418518 0.011703491 0.054244995
1.828 1.813 -0.008026123 0.0019989014 0.043884277
1.851 1.833 -0.028549194 -0.0013275146 0.026535034
1.868 1.853 -0.03781128 -0.033828735 0.013412476
1.888 1.873 -0.04486084 -0.054107666 0.009429932
1.908 1.893 -0.038513184 -0.03666687 1.9836426E-4
1.928 1.914 -0.011154175 -1.6784668E-4 -0.009506226
1.949 1.934 0.0045928955 0.011444092 -0.016296387
1.968 1.954 -0.00932312 0.028274536 -0.011245728
1.988 1.974 -9.460449E-4 0.053756714 -0.011291504
2.008 1.994 0.034820557 0.047927856 -0.010253906
2.029 2.014 0.033416748 0.02619934 -0.0012969971
2.048 2.034 0.0020141602 0.011459351 0.009994507
2.069 2.055 -0.0053863525 -0.0049438477 4.5776367E-4
2.087 2.075 0.0074920654 -0.030151367 -0.013198853
2.107 2.095 -0.011856079 -0.047439575 0.006729126
2.129 2.115 -0.050247192 -0.036987305 0.029846191
2.151 2.135 -0.041046143 -0.031311035 0.029266357
2.167 2.155 -0.011001587 -0.038146973 0.023117065
2.187 2.175 -0.0025787354 -0.008270264 0.027374268
2.207 2.196 0.0015716553 0.002746582 0.037109375
2.227 2.216 0.022521973 0.00894165 0.0357666
2.247 2.236 0.050308228 0.019180298 0.011062622
2.267 2.256 0.035308838 0.02458191 0.007659912
2.287 2.276 -0.0054473877 0.029632568 0.006790161
2.306 2.296 -0.018753052 0.010177612 -0.008010864
2.327 2.316 0.004928589 -0.021820068 -0.023605347
2.346 2.337 0.005218506 -0.043518066 -0.020904541
2.367 2.357 -0.022094727 -0.02947998 0.0036773682
2.387 2.377 -0.019332886 -3.8146973E-4 0.014770508
2.406 2.397 -0.009353638 5.187988E-4 0.009460449
2.426 2.417 -6.2561035E-4 0.0061035156 0.005142212
2.449 2.437 0.013671875 -8.239746E-4 0.013198853
2.466 2.457 0.013549805 -0.002532959 0.015045166
2.486 2.478 -0.0116119385 -0.0047454834 0.007965088
2.506 2.498 -0.031402588 -0.022247314 0.006286621
2.533 2.518 -0.011474609 -0.039642334 0.0058135986
2.546 2.538 -0.004180908 -0.024459839 0.00793457
2.566 2.558 0.015960693 0.021759033 -0.005584717
2.586 2.578 0.041046143 0.034576416 -0.02684021
2.606 2.598 0.026550293 0.034332275 -0.026855469
2.627 2.619 -6.4086914E-4 0.018585205 -0.00970459
2.646 2.639 0.008468628 -0.0021514893 0.0025177002
2.666 2.659 0.029708862 -0.011459351 0.0096588135
2.686 2.679 0.030273438 -0.03768921 -0.005508423
2.705 2.699 -0.020187378 -0.03567505 0.005645752
2.725 2.719 -0.023147583 -0.013305664 0.01864624
2.749 2.739 0.006866455 -0.013046265 0.017791748
2.765 2.760 0.0077667236 0.007446289 0.011749268
2.786 2.780 -0.020111084 0.011764526 0.012741089
2.805 2.800 1.9836426E-4 0.012817383 0.0074310303
2.825 2.820 0.03437805 0.021560669 -0.0010375977
2.845 2.840 0.007019043 0.004180908 -1.5258789E-5
2.866 2.860 -0.008682251 0.004211426 -0.011352539
2.886 2.880 -0.0051116943 -0.00944519 -0.0066833496
2.905 2.901 0.0053100586 0.005508423 -0.006225586
2.925 2.921 0.019897461 -4.119873E-4 -0.005218506
2.945 2.941 0.034240723 -0.012191772 -0.0010528564
2.965 2.961 0.02027893 -0.0023040771 0.0032653809
2.986 2.981 0.0013122559 0.008300781 0.012664795
3.005 3.001 0.0027313232 0.016113281 0.019363403
3.054 3.021 0.014480591 0.017242432 0.010864258
