gyroscope.txt

All values are in radians/second. Factory calibration and temperature compensation are still applied to the rate of rotation (angular speeds).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z estimated-drift-x estimated-drift-y estimated-drift-z
0.448 0.430 0.010848999 0.03149414 0.006668091 0.024414066 0.010223389 0.0013122559
0.467 0.450 0.04083252 0.003189087 -0.0010223389 0.024414066 0.010223389 0.0013122559
0.489 0.470 0.015213013 -0.003189087 0.006866455 0.024414066 0.010223389 0.0013122559
0.511 0.490 0.039108276 0.0021209717 -0.015304565 0.024414066 0.010223389 0.0013122559
0.533 0.510 0.052474976 -0.0050201416 -0.013198853 0.024414066 0.010223389 0.0013122559
0.581 0.530 0.05456543 0.0077209473 -0.019897461 0.024414066 0.010223389 0.0013122559
0.581 0.550 0.07040405 0.010025024 -0.020980835 0.024414066 0.010223389 0.0013122559
0.588 0.571 0.099731445 0.005630493 -0.029312134 0.024414066 0.010223389 0.0013122559
0.608 0.591 0.098602295 -0.013931274 -0.03479004 0.024414066 0.010223389 0.0013122559
0.628 0.611 0.069381714 -0.009613037 -0.024612427 0.024414066 0.010223389 0.0013122559
0.648 0.631 0.0541687 0.010513306 -0.020874023 0.024414066 0.010223389 0.0013122559
0.668 0.651 0.064437866 0.030960083 -0.023727417 0.024414066 0.010223389 0.0013122559
0.689 0.671 0.076309204 0.02128601 -0.025894165 0.024414066 0.010223389 0.0013122559
0.708 0.691 0.06071472 -0.0010681152 -0.0211792 0.024414066 0.010223389 0.0013122559
0.727 0.712 0.033798218 -0.015365601 -0.012252808 0.024414066 0.010223389 0.0013122559
0.747 0.732 0.037460327 3.2043457E-4 -0.009277344 0.024414066 0.010223389 0.0013122559
0.767 0.752 0.06375122 0.0021820068 -0.014282227 0.024414066 0.010223389 0.0013122559
0.788 0.772 0.07397461 0.016967773 -0.016189575 0.024414066 0.010223389 0.0013122559
0.807 0.792 0.06858826 0.037994385 -0.009963989 0.024414066 0.010223389 0.0013122559
0.827 0.812 0.06486511 0.020690918 0.0037841797 0.024414066 0.010223389 0.0013122559
0.847 0.832 0.06422424 -0.009216309 0.012496948 0.024414066 0.010223389 0.0013122559
0.867 0.853 0.054260254 -0.026260376 0.007522583 0.024414066 0.010223389 0.0013122559
0.891 0.873 0.04624939 -0.029571533 0.0024871826 0.024414066 0.010223389 0.0013122559
0.908 0.893 0.067352295 -0.0035552979 -0.005065918 0.024414066 0.010223389 0.0013122559
0.927 0.913 0.06513977 0.0027008057 -0.0093688965 0.024414066 0.010223389 0.0013122559
0.947 0.933 0.043045044 0.0015411377 -0.005218506 0.024414066 0.010223389 0.0013122559
0.967 0.953 0.052703857 0.0011291504 -0.0105896 0.024414066 0.010223389 0.0013122559
0.992 0.973 0.0499115 -9.1552734E-5 -0.0095825195 0.024414066 0.010223389 0.0013122559
1.007 0.994 0.040863037 0.008804321 -0.0124053955 0.024414066 0.010223389 0.0013122559
1.027 1.014 0.06253052 -0.0017700195 -0.013000488 0.024414066 0.010223389 0.0013122559
1.047 1.034 0.07572937 -0.017654419 -0.0073547363 0.024414066 0.010223389 0.0013122559
1.067 1.054 0.060791016 -0.00944519 -0.008026123 0.024414066 0.010223389 0.0013122559
1.089 1.074 0.043533325 0.016204834 -0.01966858 0.024414066 0.010223389 0.0013122559
1.107 1.094 0.046035767 0.028793335 -0.02178955 0.024414066 0.010223389 0.0013122559
1.128 1.114 0.060531616 0.009353638 -0.02230835 0.024414066 0.010223389 0.0013122559
1.150 1.135 0.059265137 -0.016937256 -0.026245117 0.024414066 0.010223389 0.0013122559
1.168 1.155 0.031173706 -0.018341064 -0.021911621 0.024414066 0.010223389 0.0013122559
1.187 1.175 0.014831543 0.0033416748 -0.015548706 0.024414066 0.010223389 0.0013122559
1.208 1.195 0.044036865 0.005142212 -0.032989502 0.024414066 0.010223389 0.0013122559
1.229 1.215 0.0635376 -0.0038452148 -0.051651 0.024414066 0.010223389 0.0013122559
1.247 1.235 0.049682617 -0.008453369 -0.045288086 0.024414066 0.010223389 0.0013122559
1.268 1.255 0.03425598 -0.010009766 -0.029022217 0.024414066 0.010223389 0.0013122559
1.289 1.276 0.019699097 -0.013458252 -0.013671875 0.024414066 0.010223389 0.0013122559
1.308 1.296 0.037765503 -0.008514404 -0.0063171387 0.024414066 0.010223389 0.0013122559
1.328 1.316 0.07299805 -0.004058838 -0.0044403076 0.024414066 0.010223389 0.0013122559
1.347 1.336 0.06803894 3.0517578E-4 -0.0062713623 0.024414066 0.010223389 0.0013122559
1.372 1.356 0.043930054 0.013183594 -0.0090789795 0.024414066 0.010223389 0.0013122559
1.388 1.376 0.043823242 0.033477783 -0.0140686035 0.024414066 0.010223389 0.0013122559
1.407 1.396 0.04333496 0.02619934 -0.016998291 0.024414066 0.010223389 0.0013122559
1.428 1.417 0.016967773 -4.5776367E-5 -3.2043457E-4 0.024414066 0.010223389 0.0013122559
1.447 1.437 0.020889282 -0.0056152344 0.0076904297 0.024414066 0.010223389 0.0013122559
1.468 1.457 0.063949585 -0.004623413 -0.0017089844 0.024414066 0.010223389 0.0013122559
1.488 1.477 0.0823822 -0.0074768066 -0.015319824 0.024414066 0.010223389 0.0013122559
1.508 1.497 0.04170227 -0.003692627 -0.011077881 0.024414066 0.010223389 0.0013122559
1.527 1.517 0.021133423 0.015167236 -0.013397217 0.024414066 0.010223389 0.0013122559
1.546 1.537 0.04371643 0.0040893555 -0.02128601 0.024414066 0.010223389 0.0013122559
1.568 1.557 0.047348022 -0.0017700195 -0.021942139 0.024414066 0.010223389 0.0013122559
1.588 1.578 0.032180786 0.01902771 -0.017593384 0.024414066 0.010223389 0.0013122559
1.608 1.598 0.008285522 0.012878418 -0.016662598 0.024414066 0.010223389 0.0013122559
1.627 1.618 0.012145996 -0.0056610107 -0.03201294 0.024414066 0.010223389 0.0013122559
1.647 1.638 0.047576904 -0.033493042 -0.039108276 0.024414066 0.010223389 0.0013122559
1.670 1.658 0.05303955 -0.041244507 -0.043258667 0.024414066 0.010223389 0.0013122559
1.687 1.678 0.009963989 -0.004928589 -0.02923584 0.024414066 0.010223389 0.0013122559
1.707 1.698 0.008148193 0.010848999 -0.030471802 0.024414066 0.010223389 0.0013122559
1.728 1.719 0.030395508 0.010116577 -0.029846191 0.024414066 0.010223389 0.0013122559
1.746 1.739 0.03163147 0.012771606 -0.027938843 0.024414066 0.010223389 0.0013122559
1.767 1.759 0.013015747 -0.010482788 -0.013076782 0.024414066 0.010223389 0.0013122559
1.787 1.779 0.015792847 -0.021484375 -0.00680542 0.024414066 0.010223389 0.0013122559
1.808 1.799 0.033996582 -0.01008606 -0.0063171387 0.024414066 0.010223389 0.0013122559
1.827 1.819 0.05027771 0.0010528564 -0.0063171387 0.024414066 0.010223389 0.0013122559
1.848 1.839 0.06871033 0.020019531 -0.009689331 0.024414066 0.010223389 0.0013122559
1.866 1.860 0.047225952 -0.0069885254 -0.0105896 0.024414066 0.010223389 0.0013122559
1.887 1.880 0.047592163 0.003036499 -0.012298584 0.024414066 0.010223389 0.0013122559
1.908 1.900 0.052734375 0.0013427734 -0.015319824 0.024414066 0.010223389 0.0013122559
1.926 1.920 0.043014526 0.028015137 -0.015930176 0.024414066 0.010223389 0.0013122559
1.950 1.940 0.04248047 0.02178955 -0.006225586 0.024414066 0.010223389 0.0013122559
1.967 1.960 0.058929443 0.0022125244 0.0074310303 0.024414066 0.010223389 0.0013122559
1.987 1.980 0.06838989 -0.0128479 0.007904053 0.024414066 0.010223389 0.0013122559
2.007 2.001 0.063186646 0.008651733 -0.004257202 0.024414066 0.010223389 0.0013122559
2.027 2.021 0.040039063 0.010925293 -0.0026397705 0.024414066 0.010223389 0.0013122559
2.050 2.041 0.032730103 0.015258789 0.0016784668 0.024414066 0.010223389 0.0013122559
2.067 2.061 0.05369568 0.015975952 -0.01928711 0.024414066 0.010223389 0.0013122559
2.086 2.081 0.03125 0.013137817 -0.026107788 0.024414066 0.010223389 0.0013122559
2.106 2.101 0.01361084 -0.0024719238 -0.025650024 0.024414066 0.010223389 0.0013122559
2.126 2.121 0.014755249 -0.0033721924 -0.014968872 0.024414066 0.010223389 0.0013122559
2.146 2.142 0.043167114 -0.0051879883 -0.020568848 0.024414066 0.010223389 0.0013122559
2.167 2.162 0.042144775 -0.014190674 -0.007583618 0.024414066 0.010223389 0.0013122559
2.187 2.182 0.041793823 -0.0012207031 0.0015716553 0.024414066 0.010223389 0.0013122559
2.206 2.202 0.041793823 0.0019378662 0.0042266846 0.024414066 0.010223389 0.0013122559
2.226 2.222 0.048812866 0.021133423 -0.0036468506 0.024414066 0.010223389 0.0013122559
2.246 2.242 0.05836487 0.018325806 -0.015289307 0.024414066 0.010223389 0.0013122559
2.266 2.262 0.028305054 0.010971069 -0.0057373047 0.024414066 0.010223389 0.0013122559
2.286 2.283 0.02684021 0.010635376 -0.009353638 0.024414066 0.010223389 0.0013122559
2.306 2.303 0.057891846 0.011657715 0.001876831 0.024414066 0.010223389 0.0013122559
2.331 2.323 0.055740356 -0.016479492 -0.005065918 0.024414066 0.010223389 0.0013122559
2.346 2.343 0.015640259 -0.06138611 -0.015777588 0.024414066 0.010223389 0.0013122559
2.366 2.363 0.017211914 -0.08216858 -0.046707153 0.024414066 0.010223389 0.0013122559
2.406 2.383 0.033218384 -0.035202026 -0.054382324 0.024414066 0.010223389 0.0013122559
2.431 2.403 0.019744873 0.027618408 -0.0630188 0.024414066 0.010223389 0.0013122559
2.446 2.424 -0.043319702 0.018341064 -0.07305908 0.024414066 0.010223389 0.0013122559
2.466 2.444 -0.082839966 0.030807495 -0.10153198 0.024414066 0.010223389 0.0013122559
2.486 2.464 -0.11027527 0.025817871 -0.10745239 0.024414066 0.010223389 0.0013122559
2.507 2.484 -0.12110901 0.0025634766 -0.09741211 0.024414066 0.010223389 0.0013122559
2.531 2.504 -0.10644531 0.013946533 -0.07910156 0.024414066 0.010223389 0.0013122559
2.546 2.524 -0.060394287 0.01802063 -0.060302734 0.024414066 0.010223389 0.0013122559
2.566 2.544 -0.035003662 0.054016113 -0.036697388 0.024414066 0.010223389 0.0013122559
2.586 2.565 -9.613037E-4 0.09378052 -0.058258057 0.024414066 0.010223389 0.0013122559
2.606 2.585 0.027694702 0.09172058 -0.051635742 0.024414066 0.010223389 0.0013122559
2.626 2.605 0.04647827 0.088134766 -0.028686523 0.024414066 0.010223389 0.0013122559
2.646 2.625 0.017242432 0.059387207 0.018081665 0.024414066 0.010223389 0.0013122559
2.666 2.645 0.010192871 0.035476685 0.048721313 0.024414066 0.010223389 0.0013122559
2.688 2.665 0.034820557 0.026611328 0.072631836 0.024414066 0.010223389 0.0013122559
