gyroscope-calibrated.txt

All values are in radians/second.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.448 0.430 -0.0135650635 0.021270752 0.005355835
0.467 0.450 0.016418457 -0.0070343018 -0.0023345947
0.490 0.470 -0.00920105 -0.013412476 0.005554199
0.512 0.490 0.014694214 -0.008102417 -0.016616821
0.532 0.510 0.028060913 -0.01524353 -0.014511108
0.581 0.530 0.030151367 -0.0025024414 -0.021209717
0.581 0.550 0.04598999 -1.9836426E-4 -0.02229309
0.589 0.571 0.07531738 -0.0045928955 -0.03062439
0.608 0.591 0.07418823 -0.024154663 -0.036102295
0.627 0.611 0.04496765 -0.019836426 -0.025924683
0.648 0.631 0.029754639 2.89917E-4 -0.02218628
0.668 0.651 0.040023804 0.020736694 -0.025039673
0.689 0.671 0.05189514 0.011062622 -0.02720642
0.709 0.691 0.03630066 -0.011291504 -0.022491455
0.727 0.712 0.009384155 -0.02558899 -0.0135650635
0.747 0.732 0.013046265 -0.009902954 -0.0105896
0.768 0.752 0.03933716 -0.008041382 -0.015594482
0.789 0.772 0.049560547 0.0067443848 -0.017501831
0.807 0.792 0.044174194 0.027770996 -0.011276245
0.827 0.812 0.04045105 0.010467529 0.0024719238
0.847 0.832 0.03981018 -0.019439697 0.011184692
0.867 0.853 0.029846191 -0.036483765 0.006210327
0.891 0.873 0.021835327 -0.039794922 0.0011749268
0.908 0.893 0.042938232 -0.0137786865 -0.006378174
0.927 0.913 0.040725708 -0.007522583 -0.010681152
0.947 0.933 0.018630981 -0.008682251 -0.0065307617
0.967 0.953 0.028289795 -0.009094238 -0.0119018555
0.991 0.973 0.025497437 -0.010314941 -0.010894775
1.007 0.994 0.016448975 -0.0014190674 -0.013717651
1.027 1.014 0.038116455 -0.011993408 -0.014312744
1.047 1.034 0.051315308 -0.027877808 -0.008666992
1.067 1.054 0.036376953 -0.01966858 -0.009338379
1.089 1.074 0.019119263 0.0059814453 -0.020980835
1.107 1.094 0.021621704 0.018569946 -0.023101807
1.128 1.114 0.036117554 -8.69751E-4 -0.023620605
1.147 1.135 0.034851074 -0.027160645 -0.027557373
1.168 1.155 0.0067596436 -0.028564453 -0.023223877
1.187 1.175 -0.0095825195 -0.006881714 -0.016860962
1.208 1.195 0.019622803 -0.0050811768 -0.034301758
1.228 1.215 0.039123535 -0.0140686035 -0.052963257
1.247 1.235 0.025268555 -0.018676758 -0.04660034
1.268 1.255 0.009841919 -0.020233154 -0.030334473
1.288 1.276 -0.004714966 -0.02368164 -0.014984131
1.307 1.296 0.01335144 -0.018737793 -0.0076293945
1.327 1.316 0.048583984 -0.014282227 -0.0057525635
1.347 1.336 0.043624878 -0.009918213 -0.007583618
1.371 1.356 0.019515991 0.002960205 -0.010391235
1.387 1.376 0.01940918 0.023254395 -0.015380859
1.408 1.396 0.018920898 0.015975952 -0.018310547
1.427 1.417 -0.007446289 -0.010269165 -0.0016326904
1.448 1.437 -0.0035247803 -0.015838623 0.006378174
1.468 1.457 0.039535522 -0.014846802 -0.0030212402
1.487 1.477 0.05796814 -0.017700195 -0.01663208
1.507 1.497 0.017288208 -0.013916016 -0.012390137
1.528 1.517 -0.0032806396 0.0049438477 -0.014709473
1.546 1.537 0.019302368 -0.006134033 -0.022598267
1.567 1.557 0.02293396 -0.011993408 -0.023254395
1.587 1.578 0.0077667236 0.008804321 -0.01890564
1.608 1.598 -0.01612854 0.0026550293 -0.017974854
1.627 1.618 -0.012268066 -0.0158844 -0.033325195
1.646 1.638 0.023162842 -0.04371643 -0.040420532
1.671 1.658 0.028625488 -0.051467896 -0.044570923
1.687 1.678 -0.014450073 -0.015151978 -0.030548096
1.708 1.698 -0.01626587 6.2561035E-4 -0.031784058
1.727 1.719 0.0059814453 -1.0681152E-4 -0.031158447
1.746 1.739 0.007217407 0.0025482178 -0.029251099
1.767 1.759 -0.011398315 -0.020706177 -0.014389038
1.787 1.779 -0.008621216 -0.031707764 -0.008117676
1.807 1.799 0.0095825195 -0.020309448 -0.0076293945
1.826 1.819 0.025863647 -0.009170532 -0.0076293945
1.849 1.839 0.044296265 0.009796143 -0.011001587
1.866 1.860 0.02281189 -0.017211914 -0.0119018555
1.887 1.880 0.0231781 -0.0071868896 -0.01361084
1.907 1.900 0.028320313 -0.008880615 -0.01663208
1.926 1.920 0.018600464 0.017791748 -0.017242432
1.950 1.940 0.018066406 0.011566162 -0.007537842
1.968 1.960 0.03451538 -0.008010864 0.0061187744
1.987 1.980 0.04397583 -0.023071289 0.006591797
2.007 2.001 0.038772583 -0.0015716553 -0.005569458
2.027 2.021 0.015625 7.019043E-4 -0.0039520264
2.050 2.041 0.00831604 0.0050354004 3.6621094E-4
2.067 2.061 0.029281616 0.0057525635 -0.020599365
2.086 2.081 0.0068359375 0.0029144287 -0.027420044
2.106 2.101 -0.010803223 -0.0126953125 -0.02696228
2.126 2.121 -0.0096588135 -0.013595581 -0.016281128
2.145 2.142 0.018753052 -0.015411377 -0.021881104
2.166 2.162 0.017730713 -0.024414063 -0.008895874
2.188 2.182 0.01737976 -0.011444092 2.593994E-4
2.206 2.202 0.01737976 -0.008285522 0.0029144287
2.226 2.222 0.024398804 0.010910034 -0.0049591064
2.246 2.242 0.033950806 0.008102417 -0.016601563
2.266 2.262 0.0038909912 7.4768066E-4 -0.0070495605
2.286 2.283 0.0024261475 4.119873E-4 -0.010665894
2.306 2.303 0.033477783 0.0014343262 5.645752E-4
2.330 2.323 0.031326294 -0.02670288 -0.006378174
2.346 2.343 -0.008773804 -0.0716095 -0.017089844
2.365 2.363 -0.0072021484 -0.09239197 -0.04801941
2.406 2.383 0.008804321 -0.045425415 -0.05569458
2.432 2.403 -0.0046691895 0.01739502 -0.064331055
2.446 2.424 -0.067733765 0.008117676 -0.07437134
2.466 2.444 -0.10725403 0.020584106 -0.10284424
2.486 2.464 -0.13468933 0.015594482 -0.10876465
2.507 2.484 -0.14552307 -0.007659912 -0.098724365
2.530 2.504 -0.13085938 0.0037231445 -0.08041382
2.546 2.524 -0.08480835 0.007797241 -0.06161499
2.566 2.544 -0.059417725 0.043792725 -0.038009644
2.586 2.565 -0.025375366 0.08355713 -0.059570313
2.605 2.585 0.0032806396 0.08149719 -0.052947998
2.626 2.605 0.022064209 0.07791138 -0.02999878
2.646 2.625 -0.007171631 0.04916382 0.01676941
2.666 2.645 -0.014221191 0.025253296 0.047409058
2.688 2.665 0.010406494 0.01638794 0.07131958
2.711 2.685 0.034606934 -0.0023345947 0.078125
2.729 2.706 0.062072754 -0.009002686 0.07192993
2.745 2.726 0.08267212 0.031402588 0.066604614
2.766 2.746 0.07972717 0.045944214 0.058166504
2.786 2.766 0.061294556 0.0022125244 0.06561279
2.806 2.786 0.09788513 -0.060531616 0.045135498
2.827 2.806 0.15995789 -0.09855652 0.006729126
2.845 2.826 0.14022827 -0.07443237 -0.0368042
2.867 2.847 0.08494568 0.01020813 -0.08502197
2.889 2.867 0.08125305 0.02079773 -0.11468506
2.906 2.887 0.08319092 -0.034820557 -0.11100769
2.927 2.907 0.096069336 -0.025848389 -0.10636902
2.946 2.927 0.10235596 -0.034118652 -0.08528137
2.966 2.947 0.09637451 -0.072250366 -0.05935669
2.987 2.967 0.07946777 -0.071517944 -0.05155945
