accelerometer.txt

All values are in SI units (m/s^2).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
0.327 0.309 1.1987915 7.836609 5.6132813
0.347 0.329 1.2962189 7.861923 5.7815704
0.367 0.349 1.3339691 7.897049 5.8103485
0.387 0.369 1.2049713 7.789917 5.8602295
0.407 0.389 1.1255646 7.8055725 5.3880463
0.427 0.409 1.44841 7.8789825 5.8648376
0.448 0.430 1.3839264 7.863968 5.985779
0.467 0.450 1.260849 7.8388977 5.4996185
0.488 0.470 1.3368073 7.8756866 5.6845093
0.510 0.490 1.2628174 7.8587036 5.780731
0.532 0.510 1.283844 7.886368 5.8670654
0.581 0.530 1.2705078 7.802887 5.8108063
0.581 0.550 1.2554321 7.8358 5.763138
0.588 0.571 1.2965546 7.8895264 5.6315155
0.607 0.591 1.2669983 7.8849945 5.525421
0.626 0.611 1.2457123 7.8242493 5.6194916
0.647 0.631 1.2559814 7.883087 5.723709
0.666 0.651 1.1916199 7.8629303 5.6744537
0.688 0.671 1.1378632 7.849365 5.534836
0.707 0.691 1.1658783 7.8498383 5.4283295
0.727 0.712 1.1978607 7.8718567 5.619629
0.747 0.732 1.2398682 7.8663483 5.7429657
0.767 0.752 1.2654114 7.8872986 5.7677307
0.787 0.772 1.2235413 7.849869 5.646225
0.806 0.792 1.158081 7.800049 5.509842
0.826 0.812 1.1319122 7.8010254 5.4514465
0.846 0.832 1.1842041 7.910141 5.437378
0.866 0.853 1.2355194 7.9788055 5.450119
0.891 0.873 1.3075409 7.9778595 5.7013397
0.907 0.893 1.3308716 7.9848175 5.667984
0.926 0.913 1.3028717 7.9676056 5.5375977
0.946 0.933 1.3067322 7.957794 5.642151
0.966 0.953 1.2814484 7.947235 5.6446533
0.990 0.973 1.2783661 7.968216 5.591614
1.006 0.994 1.2359009 7.917877 5.688324
1.027 1.014 1.2321167 7.9030304 5.670273
1.046 1.034 1.2952423 7.952179 5.539871
1.067 1.054 1.338028 7.994049 5.529709
1.089 1.074 1.2669678 7.9691315 5.6365356
1.106 1.094 1.2254944 7.934311 5.5301666
1.127 1.114 1.2337799 7.957443 5.441345
1.146 1.135 1.2474518 7.9667816 5.3511353
1.167 1.155 1.2386932 7.9291077 5.3870087
1.186 1.175 1.3093872 7.9464874 5.563507
1.206 1.195 1.321701 7.98407 5.521942
1.227 1.215 1.1964569 7.936493 5.443527
1.246 1.235 1.1105042 7.8472137 5.501648
1.266 1.255 1.0932312 7.8900757 5.543106
1.287 1.276 1.1059723 7.92688 5.6578827
1.306 1.296 1.1581421 7.9132385 5.7050934
1.326 1.316 1.2170868 7.955673 5.5581055
1.346 1.336 1.2479706 7.991333 5.491043
1.370 1.356 1.22052 7.967621 5.569229
1.386 1.376 1.1609955 7.95726 5.551651
1.406 1.396 1.0857849 7.9378967 5.3981476
1.426 1.417 1.1346893 7.9268494 5.4417877
1.447 1.437 1.2214661 7.950592 5.6601715
1.466 1.457 1.2448883 8.045212 5.6516876
1.486 1.477 1.2411194 8.040421 5.3908386
1.506 1.497 1.2339172 8.04097 5.388214
1.526 1.517 1.2551422 8.032013 5.5859375
1.546 1.537 1.2496033 8.051941 5.5486603
1.566 1.557 1.2442169 8.020691 5.4259033
1.586 1.578 1.1868744 8.003464 5.2655334
1.606 1.598 1.2658844 8.037109 5.240494
1.626 1.618 1.2504578 7.975586 5.3487854
1.646 1.638 1.2598419 7.9302826 5.467804
1.668 1.658 1.1460114 7.952133 5.448883
1.686 1.678 1.1840057 7.9299927 5.5481567
1.706 1.698 1.1804199 7.9421387 5.6805725
1.726 1.719 1.1265564 7.9809875 5.5936584
1.746 1.739 1.053482 7.946747 5.416748
1.766 1.759 1.057373 7.917465 5.447525
1.785 1.779 1.1524048 7.9694214 5.6686707
1.806 1.799 1.1183014 7.973755 5.682663
1.826 1.819 1.1563721 7.9681396 5.7026978
1.846 1.839 1.1062012 8.067184 5.4321136
1.866 1.860 1.1322784 8.015991 5.4237823
1.886 1.880 1.1931915 7.9904327 5.538376
1.906 1.900 1.1607513 7.967743 5.5330505
1.925 1.920 1.1603088 7.9335327 5.5537567
1.949 1.940 1.113327 7.907501 5.5263214
1.966 1.960 1.1745605 8.020737 5.501343
1.985 1.980 1.2730255 8.04982 5.4335175
2.006 2.001 1.2237091 8.022537 5.379074
2.026 2.021 1.2492523 8.019653 5.29187
2.049 2.041 1.2862854 8.022049 5.4628296
2.066 2.061 1.2534332 8.051559 5.138153
2.085 2.081 1.2123566 8.005188 5.223068
2.106 2.101 1.1291351 7.9179077 5.3298798
2.126 2.121 1.1409912 7.9658966 5.569748
2.145 2.142 1.1002197 7.90329 5.4896393
2.165 2.162 1.0522461 7.946274 5.5484467
2.186 2.182 1.0964661 7.9926605 5.6186066
2.205 2.202 1.2335358 8.033859 5.584091
2.225 2.222 1.2478333 8.085815 5.5699615
2.245 2.242 1.1580048 8.073242 5.386734
2.265 2.262 1.1869812 8.05191 5.374161
2.285 2.283 1.149704 7.977661 5.5549164
2.305 2.303 1.2750702 8.0855255 5.241333
2.325 2.323 1.3162842 8.102966 4.9591064
2.346 2.343 1.5002747 8.288757 5.3306885
2.365 2.363 1.4294891 8.07132 5.529953
2.405 2.383 1.483551 8.08429 5.542267
2.428 2.403 1.3317413 8.108536 5.0242767
2.445 2.424 1.3572235 8.150452 5.0412445
2.465 2.444 1.1984711 7.9960327 5.1956635
2.485 2.464 0.8521118 7.8974457 5.3014526
2.506 2.484 0.81962585 7.797699 5.6306305
2.529 2.504 0.654953 7.8315735 6.118042
2.545 2.524 0.70410156 7.835144 6.1449738
2.565 2.544 0.90237427 7.996292 6.16127
2.585 2.565 0.71868896 7.8876495 5.9126434
2.605 2.585 0.6409912 7.7723083 5.857422
2.626 2.605 0.5814514 7.690628 5.488739
2.646 2.625 0.5534973 7.6842957 5.507721
2.665 2.645 0.77745056 7.7153015 5.6445313
2.685 2.665 0.98773193 7.8037567 5.6613464
2.705 2.685 1.1833038 7.87352 5.7114105
2.726 2.706 1.323349 7.952179 5.826828
2.745 2.726 1.470108 7.974869 5.6495514
2.765 2.746 1.4376678 8.071426 5.29068
2.785 2.766 1.5154419 8.130951 5.209778
2.805 2.786 1.6681366 8.275574 5.6016693
2.826 2.806 1.6849213 8.380722 5.4861145
2.845 2.826 1.6368256 8.422043 5.375183
2.865 2.847 1.3837738 8.279602 5.3740234
2.887 2.867 1.0920563 8.117157 5.252472
2.905 2.887 0.91526794 7.975479 5.2918396
2.925 2.907 0.83628845 7.858719 5.354248
2.945 2.927 0.7344208 7.8658905 5.291443
2.965 2.947 0.8273926 7.8691406 5.3442993
2.986 2.967 0.832016 7.9225006 5.549164
3.006 2.988 0.76911926 7.8656006 5.79895
3.026 3.008 0.75579834 7.8666534 5.846451
3.045 3.028 0.86756897 8.120697 5.4226074
3.066 3.048 0.86857605 8.139145 5.1859436
3.086 3.068 0.96292114 8.163712 5.236374
3.106 3.088 0.9885254 8.199692 4.9612274
3.127 3.108 0.97262573 8.15506 5.0929565
