unixtime,rx,ry,rz,ax,ay,az,mx,my,mz,apprx,appry,apprz,appax,appay,appaz,appmx,appmy,appmz
1512180642,-10.100,0.000,-4.100,-55180.000,25450.000,988160.000,-40000.000,-28000.000,-1000.000,-0.259,-1.478,-0.764,4.852,20.482,-8.926,14510.778,-9978.922,7826.500
1512180642,4.900,1.700,-3.700,-52060.000,38390.000,1007570.000,-50000.000,-14000.000,-5000.000,-0.243,0.659,-1.822,-16.456,18.463,13.872,14359.243,-10354.151,8127.602
1512180642,7.100,0.300,-4.300,-48460.000,50600.000,1006960.000,-50000.000,-14000.000,-5000.000,-0.288,-0.418,0.304,5.107,21.193,-9.170,14359.472,-10279.154,7902.641
1512180642,-3.600,0.000,-3.100,-61710.000,30520.000,1004940.000,-50000.000,-14000.000,-5000.000,-1.319,1.720,-1.835,-16.661,16.732,11.919,14360.479,-10054.148,7902.748
1512180642,-7.200,-1.600,-4.300,-47850.000,35830.000,1009770.000,-50000.000,-14000.000,-5000.000,-1.340,0.648,-0.773,-2.503,21.392,-4.652,14356.726,-10879.160,7827.370
1512180642,13.800,0.300,-3.600,-51510.000,45230.000,975040.000,-50000.000,-14000.000,-5000.000,-2.382,-0.416,-1.855,-11.482,16.942,8.347,14055.716,-11104.609,7829.811
1512180642,16.900,6.400,-3.100,-57980.000,31370.000,1015690.000,-66000.000,-19000.000,20000.000,1.875,-0.406,-0.723,3.634,19.671,-6.024,14133.490,-10504.496,7979.454
1512180642,5.500,-0.500,-5.600,-58590.000,42300.000,1022400.000,-66000.000,-19000.000,20000.000,0.806,1.727,-0.732,-17.160,18.900,13.614,14057.714,-10654.612,7755.013
1512180642,-1.100,1.200,-5.300,-61830.000,34300.000,989810.000,-66000.000,-19000.000,20000.000,-0.290,-3.623,0.299,7.278,22.092,-5.232,14283.346,-10504.267,7678.185
1512180642,13.400,1.200,-3.900,-70620.000,32350.000,1007390.000,-66000.000,-19000.000,20000.000,-0.247,2.792,-1.809,-17.357,17.903,10.698,14506.430,-10953.928,7901.054
1512180642,6.400,0.100,-8.100,-56700.000,49800.000,1007750.000,-66000.000,-19000.000,20000.000,1.855,-0.417,-0.725,5.600,19.671,-7.215,14359.137,-10354.151,7902.596
1512180642,-0.400,-1.100,-7.200,-70310.000,21480.000,987980.000,-49000.000,-1000.000,6000.000,-0.260,-1.479,-0.754,-13.992,20.348,13.919,13905.600,-11179.834,8281.044
1512180642,-0.800,-1.100,-10.500,-56760.000,31980.000,1003850.000,-49000.000,-1000.000,6000.000,-0.261,-0.411,-0.750,1.436,20.853,-5.812,14137.396,-9679.483,8354.836
1512180642,6.500,-0.900,-9.900,-50960.000,41560.000,997740.000,-49000.000,-1000.000,6000.000,1.856,-0.409,0.348,-11.224,17.156,9.325,14135.550,-10054.499,8054.649
1512180642,0.800,-1.700,-8.700,-71840.000,26920.000,1010440.000,-49000.000,-1000.000,6000.000,-0.297,-1.484,1.380,6.251,17.643,-0.135,14208.151,-10579.386,7978.783
1512180642,-5.900,-2.500,-8.300,-58040.000,36130.000,1003660.000,-42000.000,-22000.000,0.000,-1.335,0.650,-0.761,-16.009,17.848,19.488,14286.383,-9904.261,8353.447
1512180642,2.700,0.100,-7.600,-57370.000,34850.000,982180.000,-42000.000,-22000.000,0.000,1.845,-1.482,0.345,9.542,20.603,-7.381,14284.658,-10279.261,8278.282
1512180642,13.400,4.000,-8.500,-67020.000,30760.000,1011050.000,-42000.000,-22000.000,0.000,-1.321,0.651,-1.826,-20.295,16.366,13.813,14134.878,-10204.493,8054.588
1512180642,-7.700,-0.500,-10.300,-50480.000,36130.000,1001460.000,-42000.000,-22000.000,0.000,0.802,-3.614,-0.740,10.024,19.109,-5.915,14436.865,-9754.038,7977.242
1512180642,-2.300,1.900,-9.300,-66830.000,28140.000,963930.000,-42000.000,-22000.000,0.000,-3.477,-0.420,0.277,-15.438,15.833,17.782,14435.522,-10054.041,7977.104
1512180642,11.600,1.700,-11.900,-62740.000,29600.000,998840.000,-56000.000,-8000.000,10000.000,0.801,-1.480,-0.730,1.745,18.556,-4.588,14360.815,-9979.151,7902.779
1512180642,16.800,0.300,-11.700,-58900.000,53650.000,1016540.000,-56000.000,-8000.000,10000.000,-0.241,0.668,-0.731,-15.097,17.281,10.974,14359.137,-10354.151,7902.596
1512180642,-7.900,-1.100,-15.300,-64700.000,31490.000,982730.000,-56000.000,-8000.000,10000.000,0.813,-2.538,-0.728,6.340,19.023,-3.308,14134.619,-10279.490,8204.552
1512180642,6.000,2.000,-16.400,-62740.000,34550.000,990840.000,-56000.000,-8000.000,10000.000,-1.328,-0.401,0.317,-16.947,15.773,19.456,14358.526,-10504.160,8052.528
1512180642,26.000,3.200,-17.300,-62680.000,54570.000,1030580.000,-56000.000,-8000.000,10000.000,0.800,-1.458,1.415,10.822,20.478,-9.320,14810.705,-10053.476,8348.915
1512180642,-20.200,0.400,-17.600,-68480.000,23680.000,967410.000,-57000.000,-17000.000,11000.000,0.824,1.752,0.363,-19.529,18.693,14.315,14360.998,-9979.151,8277.779
1512180642,-8.100,-1.600,-16.500,-67200.000,26120.000,989440.000,-57000.000,-17000.000,11000.000,0.835,-1.451,-0.713,13.895,18.015,-3.432,13910.254,-10129.831,8131.523
1512180642,16.200,0.400,-15.400,-69090.000,47670.000,1023560.000,-57000.000,-17000.000,11000.000,-1.285,1.756,-0.728,-13.754,16.468,18.051,14137.579,-9604.486,8054.863
1512180642,-17.300,-1.200,-16.400,-75010.000,22160.000,972110.000,-57000.000,-17000.000,11000.000,1.886,-1.448,0.374,6.825,18.964,-4.030,14435.934,-9979.044,8127.144
1512180642,-7.100,3.100,-15.800,-61400.000,19100.000,990840.000,-72000.000,-24000.000,8000.000,-1.307,1.752,0.340,-15.164,17.196,14.126,14360.891,-9979.151,8052.773
1512180642,9.900,2.000,-16.400,-68730.000,37660.000,1026550.000,-72000.000,-24000.000,8000.000,1.905,-4.649,-0.699,5.107,15.269,-2.841,14435.675,-10054.041,8277.107
1512180642,-4.300,-1.300,-18.600,-80260.000,19170.000,994870.000,-72000.000,-24000.000,8000.000,-4.494,-0.390,-0.777,-13.068,16.643,20.977,14434.851,-10204.035,7977.043
1512180642,-5.300,1.500,-21.000,-62260.000,20390.000,996580.000,-72000.000,-24000.000,8000.000,0.845,-2.512,-0.702,8.622,18.173,-9.602,14360.403,-10129.145,8427.711
1512180642,5.100,-0.400,-24.000,-66830.000,39790.000,1013490.000,-72000.000,-24000.000,8000.000,-1.310,-0.385,0.340,-18.885,17.345,19.910,14435.629,-10054.041,8202.110
1512180642,-2.100,0.900,-26.900,-77450.000,22640.000,998540.000,-43000.000,-28000.000,18000.000,-0.230,0.155,-0.171,-1.011,16.281,8.017,14022.887,-10092.165,8055.595
1512180642,5.200,5.200,-27.600,-73790.000,21550.000,1004640.000,-43000.000,-28000.000,18000.000,0.291,-0.378,0.372,-2.308,17.877,5.201,14247.739,-10129.320,8091.164
1512180642,8.300,5.100,-26.500,-72200.000,41020.000,1009520.000,-43000.000,-28000.000,18000.000,-1.302,-0.913,-0.182,-3.329,16.268,9.322,14060.255,-10129.603,8130.257
1512180643,1.900,0.900,-28.200,-74100.000,26250.000,982970.000,-43000.000,-28000.000,18000.000,1.870,-3.579,1.458,15.543,15.475,-11.932,14436.193,-9904.047,7977.180
1512180643,3.500,2.100,-28.000,-81600.000,27890.000,996400.000,-43000.000,-28000.000,18000.000,-0.206,1.765,-1.750,-18.197,19.774,23.588,14285.666,-10054.270,8278.374
1512180643,-4.800,0.100,-27.400,-66590.000,39060.000,1011290.000,-73000.000,-12000.000,20000.000,0.843,-0.370,-0.673,14.779,17.199,-11.706,14434.622,-10279.047,8202.003
1512180643,-0.800,-0.500,-28.000,-69950.000,33630.000,984800.000,-73000.000,-12000.000,20000.000,-3.422,0.691,-0.730,-14.575,17.046,24.606,14062.277,-9679.605,8130.455
1512180643,7.300,4.700,-29.000,-75130.000,27040.000,998540.000,-73000.000,-12000.000,20000.000,0.820,0.692,0.399,6.914,16.658,-10.858,14362.356,-9679.148,8277.916
1512180643,-8.000,1.600,-34.100,-64390.000,38150.000,1002930.000,-73000.000,-12000.000,20000.000,-2.345,-2.515,-1.788,-0.939,17.537,22.877,14211.264,-9904.383,8129.082
