unixtime,rx,ry,rz,ax,ay,az,mx,my,mz,apprx,appry,apprz,appax,appay,appaz,appmx,appmy,appmz
1512180864,-5.600,-23.200,-47.000,-92220.000,-86430.000,805730.000,291000.000,495000.000,-435000.000,-33.546,-16.251,428.636,181.280,38.583,35.833,11692.457,20120.371,4866.631
1512180864,12.700,68.400,-28.400,-64030.000,-112240.000,1076540.000,291000.000,495000.000,-435000.000,-28.278,-8.765,434.074,159.747,60.513,43.542,11993.513,20345.819,4939.186
1512180864,7.700,-27.300,-27.000,-226500.000,-46330.000,961180.000,291000.000,495000.000,-435000.000,-35.732,-5.577,432.908,154.727,34.618,7.093,11918.959,20495.707,4489.891
1512180864,33.700,-45.800,-45.900,-108220.000,-99430.000,1039920.000,291000.000,495000.000,-435000.000,-36.797,-22.663,432.837,173.177,31.064,23.933,11916.227,19895.700,4414.604
1512180864,87.600,27.700,-40.700,-197810.000,-88440.000,1019650.000,286000.000,490000.000,-416000.000,-38.932,-30.149,431.710,187.727,40.261,15.147,12141.188,19896.036,4337.700
1512180864,-46.700,-49.400,-30.000,-150150.000,-95760.000,943660.000,286000.000,490000.000,-416000.000,-35.648,-20.517,427.529,128.696,38.337,33.929,12367.567,20196.375,4410.927
1512180864,-34.000,4.700,-35.300,-126220.000,-91920.000,1069460.000,286000.000,490000.000,-416000.000,-31.232,-21.562,417.994,181.845,58.448,-8.309,12517.241,20121.607,4409.615
1512180864,14.400,13.000,-44.500,-110720.000,-57500.000,946170.000,286000.000,490000.000,-416000.000,-37.689,-37.600,421.043,242.348,71.701,1.930,12365.355,19671.381,4710.686
1512180864,35.200,12.100,-45.100,-141050.000,-104060.000,1046020.000,288000.000,474000.000,-435000.000,-34.506,-32.256,422.174,143.387,45.661,-21.826,12738.600,19296.946,4557.320
1512180864,48.900,-18.200,-49.700,-155820.000,-99730.000,1032170.000,288000.000,474000.000,-435000.000,-34.426,-39.725,416.818,169.402,48.980,-3.849,12967.131,20047.281,4855.751
1512180864,36.400,-7.100,-48.500,-144170.000,-38820.000,941350.000,288000.000,474000.000,-435000.000,-42.920,-44.005,414.548,220.759,36.609,33.510,12963.942,19372.278,4555.443
1512180864,60.900,31.300,-55.000,-188110.000,-89360.000,1039000.000,288000.000,474000.000,-435000.000,-38.730,-54.687,418.837,130.137,22.010,66.928,13414.732,19522.959,4776.695
