unixtime,rx,ry,rz,ax,ay,az,mx,my,mz,apprx,appry,apprz,appax,appay,appaz,appmx,appmy,appmz
1512180457,-12.500,4.100,-15.400,-8120.000,-87590.000,992740.000,-12000.000,-3000.000,-3000.000,0.736,0.577,0.229,-0.582,5.222,-12.379,56744.930,20009.022,78975.708
1512180457,9.100,4.500,-15.800,-13430.000,-73240.000,967470.000,-12000.000,-3000.000,-3000.000,-2.443,0.576,-0.881,-16.512,12.427,25.617,57119.778,19934.574,79347.488
1512180457,12.800,5.900,-15.400,-14160.000,-68360.000,944820.000,-12000.000,-3000.000,-3000.000,0.706,-0.490,2.362,1.459,4.503,-16.481,57193.844,19709.690,79496.750
1512180457,8.400,7.600,-15.400,-2380.000,-80140.000,973450.000,3000.000,-1000.000,18000.000,-2.467,-0.494,0.183,-13.496,13.664,21.042,56744.884,19934.010,79575.668
1512180457,5.200,6.100,-17.700,-8970.000,-71530.000,955930.000,3000.000,-1000.000,18000.000,2.881,0.587,-0.799,-2.489,3.040,-11.918,56593.761,19708.790,79351.837
1512180457,3.300,5.900,-16.600,-11410.000,-83070.000,946040.000,3000.000,-1000.000,18000.000,-4.599,-1.560,0.153,-16.510,12.915,27.819,56894.848,19934.238,79499.405
1512180457,5.100,5.900,-14.900,-6470.000,-83070.000,965760.000,3000.000,-1000.000,18000.000,0.746,-0.481,-0.831,1.231,5.460,-16.003,57045.818,20159.473,79423.218
1512180457,-7.500,-0.500,-16.600,-7320.000,-64510.000,979430.000,8000.000,17000.000,16000.000,-4.601,-0.489,0.160,-18.355,10.702,21.931,56820.599,20084.141,79650.101
1512180457,2.000,4.100,-15.400,-12270.000,-85080.000,968510.000,8000.000,17000.000,16000.000,0.759,-1.544,-1.897,1.675,1.769,-12.340,56745.754,20159.016,79275.772
1512180457,-0.700,5.900,-16.000,-7140.000,-76900.000,968990.000,8000.000,17000.000,16000.000,-3.503,-0.479,-1.953,-19.107,13.606,23.887,56744.091,19784.016,79350.601
1512180457,-9.500,-1.200,-17.300,-11050.000,-62620.000,975590.000,8000.000,17000.000,16000.000,0.746,-0.471,-0.822,-0.720,4.418,-13.830,56819.775,19934.132,79350.037
1512180457,0.900,3.100,-17.400,-12700.000,-88810.000,972110.000,8000.000,17000.000,16000.000,-4.596,-0.484,-0.901,-17.630,11.124,24.640,56368.725,19708.454,79278.763
1512180457,-4.100,4.000,-18.900,-8360.000,-83310.000,968870.000,0.000,8000.000,11000.000,1.802,0.597,-0.802,-3.129,3.656,-13.872,56895.107,20009.235,79349.426
1512180457,-2.700,-0.400,-19.200,-9950.000,-63230.000,972660.000,0.000,8000.000,11000.000,-3.527,-0.470,0.189,-13.955,14.770,24.215,56745.190,20009.022,79500.702
1512180457,10.000,6.700,-16.800,-14590.000,-83370.000,965820.000,0.000,8000.000,11000.000,1.793,-2.601,0.259,0.634,4.387,-18.429,56519.955,19933.674,79727.585
1512180457,5.100,4.700,-18.400,-4820.000,-75870.000,973210.000,0.000,8000.000,11000.000,-2.463,1.669,0.214,-20.445,12.816,20.710,56741.695,19259.007,79275.360
1512180457,11.700,4.900,-16.600,-12080.000,-57680.000,969180.000,-5000.000,3000.000,3000.000,0.727,-0.463,0.253,0.854,3.417,-15.254,56671.566,20308.903,79576.477
1512180457,6.700,7.900,-15.800,-11290.000,-87400.000,965940.000,-5000.000,3000.000,3000.000,-3.528,0.605,0.198,-17.801,16.701,24.649,56521.526,20308.689,79502.762
1512180457,5.200,7.600,-14.800,-8240.000,-66770.000,973750.000,-5000.000,3000.000,3000.000,1.817,-0.452,-0.793,0.157,4.868,-17.709,56521.526,20308.689,79502.762
1512180457,10.500,9.100,-16.200,-9340.000,-56210.000,962890.000,-5000.000,3000.000,3000.000,-1.398,0.610,0.231,-12.839,11.824,19.371,56445.370,20083.576,79203.293
1512180457,8.800,9.300,-16.900,-9160.000,-86430.000,949460.000,-5000.000,3000.000,3000.000,0.750,1.684,-0.799,-8.425,3.365,-14.672,56519.390,19858.677,79277.557
1512180457,13.800,8.700,-18.400,-7390.000,-61890.000,964600.000,12000.000,3000.000,23000.000,-4.591,0.610,0.188,-17.105,15.936,24.665,56520.077,20008.686,79277.618
1512180457,9.500,7.300,-19.300,-12700.000,-62070.000,955320.000,12000.000,3000.000,23000.000,3.965,-0.443,-1.824,6.503,1.686,-20.045,56444.958,19933.567,79728.226
1512180457,5.200,6.800,-20.200,-14590.000,-87280.000,944640.000,12000.000,3000.000,23000.000,-5.649,5.953,0.195,-28.761,13.240,18.861,56520.489,20083.683,79427.643
1512180457,3.200,2.500,-20.400,-7020.000,-66040.000,955320.000,12000.000,3000.000,23000.000,1.848,0.631,-1.845,6.123,3.618,-14.694,56520.596,20083.683,79652.649
1512180457,-2.900,0.800,-20.500,-15560.000,-85510.000,951110.000,12000.000,3000.000,23000.000,-2.438,0.620,-0.841,-14.908,14.458,21.762,56369.213,19783.451,79578.781
1512180457,-3.100,0.900,-19.800,-9220.000,-81480.000,972720.000,21000.000,15000.000,8000.000,-1.387,-1.514,0.235,-9.273,8.653,-0.801,56558.071,20083.736,79614.830
1512180457,-1.200,-1.200,-20.600,-3230.000,-73670.000,964900.000,21000.000,15000.000,8000.000,-1.382,0.092,0.244,-9.316,11.079,1.274,56444.599,19896.068,79353.203
1512180457,-0.400,0.700,-19.300,-11720.000,-84840.000,959170.000,21000.000,15000.000,8000.000,-0.289,-0.435,-0.805,-4.854,8.990,-2.545,56445.522,20121.067,79165.810
1512180457,-0.900,5.900,-20.100,-730.000,-72690.000,975160.000,21000.000,15000.000,8000.000,-0.305,0.629,0.264,-11.769,6.027,2.453,56631.954,19858.853,79389.092
1512180457,4.500,5.900,-20.900,-4210.000,-68480.000,967830.000,12000.000,7000.000,16000.000,-0.283,0.099,-0.268,-6.537,9.329,-5.138,56445.293,20046.070,79390.778
1512180457,3.200,5.100,-24.200,-11840.000,-81240.000,953430.000,12000.000,7000.000,16000.000,-0.823,-0.440,0.255,-8.269,10.637,-0.769,56483.494,20196.125,79428.017
1512180457,4.100,4.800,-26.800,-11110.000,-78550.000,968810.000,12000.000,7000.000,16000.000,0.762,0.098,1.881,-7.344,9.292,-2.825,56631.894,19858.845,79276.596
1512180457,7.500,1.600,-25.400,-14470.000,-69520.000,959530.000,12000.000,7000.000,16000.000,0.811,0.103,-0.785,-8.481,8.671,-1.628,56406.894,19858.509,79278.503
1512180457,3.700,-1.100,-26.800,-21000.000,-76900.000,953550.000,12000.000,7000.000,16000.000,1.356,0.640,-0.775,-8.797,10.397,-4.917,56444.660,19896.068,79465.705
1512180457,-2.400,2.700,-29.200,-17760.000,-88810.000,974240.000,3000.000,15000.000,-1000.000,-0.251,-0.964,0.264,-7.060,11.226,1.570,56594.616,19896.290,79389.435
1512180457,12.800,4.800,-27.200,-8120.000,-72390.000,955380.000,3000.000,15000.000,-1000.000,1.362,0.110,0.294,-8.905,6.609,-2.364,56518.833,19708.683,79502.480
1512180457,2.000,2.400,-27.200,-4030.000,-80930.000,963070.000,3000.000,15000.000,-1000.000,0.826,-3.096,0.275,-2.979,8.594,-3.718,56668.942,19746.403,79388.725
1512180458,4.000,2.800,-28.200,-9890.000,-101870.000,944340.000,3000.000,15000.000,-1000.000,2.942,-0.425,1.380,-7.938,2.775,-20.003,56364.971,18883.442,79203.369
1512180458,10.100,1.700,-29.300,-11410.000,-78800.000,970890.000,3000.000,15000.000,-1000.000,0.831,-1.491,0.281,-11.243,16.108,6.522,56593.792,19708.790,79426.834
1512180458,-5.300,-1.600,-30.800,-15380.000,-87340.000,984250.000,-7000.000,19000.000,11000.000,4.052,1.724,-0.726,-2.695,5.488,-25.279,56595.409,20083.790,79277.023
1512180458,12.800,4.000,-32.500,-17400.000,-92350.000,938480.000,-7000.000,19000.000,11000.000,-5.549,-1.489,0.192,-12.759,19.233,11.852,56443.493,19633.564,79503.082
1512180458,2.100,6.300,-32.600,-15380.000,-105290.000,972900.000,-7000.000,19000.000,11000.000,4.042,1.731,0.341,-15.237,2.508,-16.945,56591.732,19258.793,79351.639
1512180458,10.900,7.300,-33.600,-20320.000,-91430.000,983700.000,-7000.000,19000.000,11000.000,-0.201,0.663,-0.789,-16.873,16.814,8.859,56368.832,19708.454,79503.754
1512180458,-3.200,0.300,-35.600,-12080.000,-99850.000,978390.000,0.000,12000.000,5000.000,5.161,0.683,-1.774,3.507,6.439,-16.153,56520.412,20083.683,79277.649
1512180458,11.900,2.400,-35.800,-20810.000,-103760.000,937680.000,0.000,12000.000,5000.000,1.922,0.672,0.310,-12.666,19.275,5.287,56593.792,19708.790,79426.834
