unixtime,rx,ry,rz,ax,ay,az,mx,my,mz,apprx,appry,apprz,appax,appay,appaz,appmx,appmy,appmz
1512178335,54.500,12.100,124.200,463870.000,-341060.000,1086060.000,212000.000,-172000.000,76000.000,44.085,-14.525,7.479,4.925,15.430,14.148,-33653.278,-28672.377,-18706.932
1512178335,43.300,19.200,118.400,455020.000,-331120.000,1064640.000,212000.000,-172000.000,76000.000,52.980,23.979,-13.582,-0.116,25.496,7.670,-33804.401,-28897.596,-18930.763
1512178335,43.800,12.400,119.200,433470.000,-334050.000,1083800.000,221000.000,-156000.000,91000.000,64.805,-16.575,-21.012,7.629,4.860,-2.797,-33956.455,-29347.822,-19004.692
1512178335,24.200,5.100,114.000,455510.000,-315370.000,1102600.000,221000.000,-156000.000,91000.000,8.929,-41.278,4.745,12.519,-11.806,-8.673,-33882.435,-29572.721,-18930.443
1512178335,20.800,-0.400,116.000,454960.000,-334290.000,1113460.000,221000.000,-156000.000,91000.000,-20.899,-60.550,2.112,15.862,-3.828,2.400,-34034.718,-30097.944,-18779.411
1512178335,-20.400,-8.000,114.900,468990.000,-360110.000,1078370.000,221000.000,-156000.000,91000.000,-5.062,-13.544,14.234,12.054,-5.366,6.069,-33655.781,-29272.383,-18332.222
1512178335,-30.000,3.200,119.800,464050.000,-357850.000,1040830.000,221000.000,-156000.000,91000.000,25.473,9.954,38.210,10.913,1.648,-2.304,-33728.870,-28822.493,-18556.374
1512178335,-48.100,5.300,117.200,465210.000,-374080.000,1060300.000,231000.000,-171000.000,67000.000,40.651,-2.809,22.395,8.416,14.016,-6.041,-34106.571,-29423.048,-18553.459
1512178335,-14.400,1.300,116.200,476750.000,-374880.000,1147460.000,231000.000,-171000.000,67000.000,35.655,-27.343,0.916,0.895,12.518,-2.619,-33953.495,-28747.831,-18479.424
1512178335,5.600,1.900,118.800,498600.000,-348330.000,1139770.000,231000.000,-171000.000,67000.000,24.032,-8.123,-4.516,5.065,22.281,-4.733,-34106.800,-29498.060,-18328.499
1512178335,-1.100,1.200,114.400,478820.000,-360470.000,1074770.000,231000.000,-171000.000,67000.000,56.381,19.742,-25.271,2.009,26.914,-2.162,-34109.043,-29948.057,-18778.694
1512178335,0.500,2.700,112.900,474730.000,-342100.000,1077150.000,228000.000,-181000.000,74000.000,112.127,11.318,-44.749,4.438,10.820,-0.190,-33879.063,-28897.718,-18255.119
1512178335,14.100,0.100,113.700,469120.000,-348750.000,1138980.000,228000.000,-181000.000,74000.000,130.921,59.362,-18.725,5.234,-0.835,-4.064,-33879.841,-29047.712,-18480.202
